Company,Sector,Industry,Country,Cap,Exchange,Index,Market Cap,Enterprise Value,Income,Sales,Book/sh,Cash/sh,Dividend Est.,Dividend TTM,Dividend Ex-Date,Dividend Gr. 3/5Y,Payout,Employees,IPO,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,EV/EBITDA,EV/Sales,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,Option/Short,EPS (ttm),EPS next Y,EPS next Q,EPS this Y,EPS next Y Percentage,EPS next 5Y,EPS past 3/5Y,Sales past 3/5Y,EPS Y/Y TTM,Sales Y/Y TTM,EPS Q/Q,Sales Q/Q,Earnings,EPS/Sales Surpr.,Insider Own,Insider Trans,Inst Own,Inst Trans,ROA,ROE,ROIC,Gross Margin,Oper. Margin,Profit Margin,SMA20,SMA50,SMA200,Trades,Shs Outstand,Shs Float,Short Float,Short Ratio,Short Interest,52W High,52W Low,Volatility W,Volatility M,ATR (14),RSI (14),Beta,Rel Volume,Avg Volume,Volume,Perf Week,Perf Month,Perf Quarter,Perf Half Y,Perf YTD,Perf Year,Perf 3Y,Perf 5Y,Perf 10Y,Recom,Target Price,Prev Close,Price,Change,Ticker
Tesla Inc,Consumer Cyclical,Auto Manufacturers,USA,Mega,NASD,"NDX, S&P 500",1219.82B,1192.54B,3.81B,103.62B,21.99,11.15,-,-,-,- -,0.00%,134785,"Jun 29, 2010",286.96,135.48,5.78,11.77,14.04,27.71,211.70,106.01,11.51,1.55,1.94,0.19,0.16,Yes / Yes,1.08,2.28,0.47,4.68%,31.19%,23.45%,-33.28% 38.32%,5.19% 24.63%,-37.64%,11.75%,-5.50%,25.52%,Jul 22 AMC,-38.12% 6.86%,30.04%,-0.01%,41.30%,-0.90%,2.75%,4.64%,3.79%,18.85%,4.61%,3.67%,-16.08%,-21.34%,-25.08%,"

",3.95B,2.76B,2.56%,1.48,70.65M,498.83 -38.09%,297.38 3.86%,4.02%,4.24%,17.08,30.56,1.87,0.79,47.82M,"38,005,390",-3.39%,-26.57%,-17.15%,-28.42%,-31.32%,-3.19%,15.92%,34.83%,1873.15%,2.45,381.38,298.32,308.85,3.53%,TSLA
Lilly(Eli) & Co,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,S&P 500,1087.68B,1125.77B,25.27B,72.25B,33.07,5.61,6.97 (0.60%),6.46 (0.56%),"Aug 14, 2026",15.24% 15.18%,26.14%,50000,"Jul 09, 1970",41.57,25.57,0.88,15.05,34.93,205.92,92.00,31.09,15.58,1.10,1.50,1.39,1.26,Yes / Yes,27.78,45.18,6.01,44.73%,28.93%,29.15%,49.25% 27.59%,31.69% 21.58%,130.02%,47.44%,169.45%,55.55%,Aug 05 BMO,22.64% 11.11%,9.88%,-0.02%,74.79%,-0.58%,24.54%,107.64%,35.82%,82.83%,47.30%,34.98%,-2.78%,0.89%,12.88%,"

",943.50M,848.67M,1.21%,3.30,10.28M,1249.45 -7.56%,623.78 85.16%,2.13%,2.84%,36.41,46.87,0.50,0.97,3.12M,"3,030,992",-2.61%,-3.71%,35.69%,12.81%,7.47%,51.95%,151.91%,374.32%,1293.38%,1.61,1306.96,1210.02,1154.97,-4.55%,LLY
JPMorgan Chase & Co,Financial,Banks - Diversified,USA,Mega,NYSE,"DJIA, S&P 500",940.11B,-,63.63B,297.42B,133.01,-,6.39 (1.82%),6.00 (1.71%),"Jul 06, 2026",13.19% 10.01%,28.97%,318512,"Mar 05, 1969",15.03,14.04,1.33,3.16,2.64,-,6.34,-,-,-,1.37,3.30,1.23,Yes / Yes,23.34,24.99,5.80,23.09%,1.41%,10.58%,18.32% 17.66%,21.00% 17.27%,19.76%,8.17%,47.08%,18.09%,Jul 14 BMO,37.84% 13.06%,0.45%,-2.95%,75.09%,-0.52%,1.35%,17.71%,7.76%,-,28.36%,21.39%,2.18%,7.44%,12.58%,"

",2.68B,2.67B,1.11%,3.14,29.48M,359.30 -2.35%,279.10 25.71%,2.19%,2.23%,7.62,59.76,0.97,0.81,9.40M,"7,607,723",0.27%,7.19%,13.45%,16.65%,8.89%,17.09%,123.60%,131.16%,448.46%,2.00,374.13,344.71,350.85,1.78%,JPM
Walmart Inc,Consumer Defensive,Discount Stores,USA,Mega,NASD,"DJIA, NDX, S&P 500",884.14B,954.24B,22.74B,725.30B,11.85,1.35,1.00 (0.90%),0.97 (0.87%),"Aug 21, 2026",7.82% 5.48%,34.44%,2100000,"Nov 20, 1972",39.14,33.91,2.95,1.22,9.38,82.41,70.44,21.28,1.32,0.23,0.77,0.79,0.61,Yes / Yes,2.84,3.28,0.74,9.86%,12.97%,11.48%,24.21% 11.53%,5.27% 4.99%,21.68%,5.87%,19.56%,7.33%,Aug 20 BMO,0.18% 1.66%,44.95%,-0.53%,36.34%,-0.47%,8.24%,25.53%,15.01%,24.98%,4.16%,3.13%,-0.95%,-4.30%,-5.81%,"

",7.96B,4.38B,1.70%,3.29,74.40M,135.15 -17.80%,95.42 16.43%,2.21%,2.17%,2.80,44.14,0.60,1.27,22.60M,"28,746,996",2.49%,-1.91%,-13.21%,-4.69%,-0.28%,13.84%,108.43%,133.81%,356.76%,1.51,139.93,114.22,111.10,-2.73%,WMT
Micron Technology Inc,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",987.83B,968.16B,50.47B,90.27B,89.22,23.06,0.58 (0.07%),0.53 (0.06%),"Jul 06, 2026",2.27% -,6.06%,53000,"Jun 01, 1984",19.80,5.66,0.03,10.94,9.80,37.92,37.74,14.16,10.72,2.98,3.42,0.06,0.06,Yes / Yes,44.17,154.67,31.16,783.22%,111.24%,172.04%,-0.66% 26.19%,6.71% 11.76%,701.44%,166.98%,1372.09%,345.72%,Jun 24 AMC,20.36% 15.44%,0.44%,-5.83%,78.13%,-1.85%,47.50%,66.64%,47.38%,72.60%,65.75%,55.91%,-4.86%,-9.11%,69.85%,"

",1.13B,1.12B,3.22%,0.68,36.21M,1255.00 -30.31%,103.38 746.06%,9.96%,7.38%,88.82,46.61,2.25,1.19,53.03M,"63,075,299",-11.67%,-24.23%,68.70%,100.94%,206.46%,662.30%,1128.46%,1027.43%,6265.79%,1.31,1568.74,739.00,874.66,18.36%,MU
SK Hynix Inc ADR,Technology,Semiconductors,South Korea,Mega,NASD,-,1086.01B,1064.83B,109.66B,129.01B,15.14,4.87,0.41 (0.28%),-,-,- -,-,34549,"Jul 10, 2026",20.34,4.66,0.04,8.42,9.84,30.60,37.42,16.71,8.25,2.22,2.62,0.13,0.09,Yes / Yes,7.33,31.95,6.16,474.80%,38.82%,105.13%,159.13% 49.26%,25.56% 20.38%,420.13%,134.05%,1182.30%,232.92%,Jul 29 BMO,89.46% -1.71%,-,-,-,-37.34%,45.38%,64.12%,93.46%,48.18%,67.76%,85.00%,-5.24%,-5.24%,-5.24%,"

",7.29B,-,-,0.27,14.86M,194.80 -23.51%,124.80 19.39%,10.05%,-,19.38,45.25,-,0.95,55.58M,"52,881,239",-12.09%,-,-,-,-12.35%,-,-,-,-,1.23,226.40,126.79,149.00,17.52%,SKHY
Advanced Micro Devices Inc,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",791.48B,782.99B,5.01B,37.45B,39.55,7.58,-,-,-,- -,0.00%,31000,"Oct 15, 1979",159.31,35.20,0.53,21.13,12.27,64.05,92.31,105.52,20.91,1.96,2.72,0.06,0.05,Yes / Yes,3.05,13.79,1.62,79.84%,83.85%,66.57%,46.65% 5.13%,13.64% 28.82%,123.87%,34.97%,92.25%,37.85%,Aug 04 AMC,6.24% 3.57%,0.48%,-7.67%,68.39%,-1.15%,6.52%,8.06%,7.43%,47.09%,11.75%,13.37%,-6.14%,-5.01%,56.31%,"

",1.63B,1.62B,2.45%,1.20,39.77M,584.73 -16.99%,149.22 225.28%,8.05%,6.47%,40.37,46.51,2.52,1.11,33.24M,"36,936,565",-10.06%,-16.44%,43.99%,92.05%,126.65%,170.40%,329.70%,357.10%,6975.66%,1.52,574.38,429.56,485.39,13.00%,AMD
Visa Inc,Financial,Credit Services,USA,Mega,NYSE,"DJIA, S&P 500",665.24B,673.72B,22.40B,44.49B,18.55,8.75,2.72 (0.74%),2.60 (0.71%),"Aug 11, 2026",16.31% 14.48%,23.37%,34100,"Mar 19, 2008",31.43,24.43,1.74,14.95,19.74,41.86,31.66,21.62,15.14,0.99,0.99,0.68,0.59,Yes / Yes,11.65,14.99,3.44,15.09%,13.58%,14.08%,13.82% 16.47%,10.92% 12.86%,14.71%,14.39%,10.41%,14.36%,Jul 28 AMC,2.68% 2.04%,12.11%,-0.03%,79.84%,-1.22%,23.02%,60.67%,39.97%,77.16%,67.04%,50.35%,2.45%,7.82%,10.93%,"

",1.70B,1.66B,1.42%,2.84,23.58M,373.97 -2.06%,293.89 24.63%,2.43%,2.27%,8.30,63.50,0.73,1.01,8.30M,"8,392,942",4.17%,6.76%,9.38%,12.02%,4.44%,4.38%,55.36%,48.65%,369.28%,1.33,417.00,368.73,366.27,-0.67%,V
ExxonMobil Holdings Corp,Energy,Oil & Gas Integrated,USA,Mega,NYSE,S&P 500,650.56B,696.40B,25.31B,329.32B,61.37,2.04,4.15 (2.65%),4.08 (2.60%),"May 15, 2026",4.06% 2.82%,59.70%,58000,"Jan 01, 1920",26.49,14.70,0.94,1.98,2.56,77.13,34.62,11.64,2.11,0.77,1.04,0.19,0.13,Yes / Yes,5.93,10.68,3.56,59.42%,-4.16%,15.67%,-20.34% -,-6.83% 12.70%,-21.84%,-3.07%,-43.57%,7.31%,Jul 31 BMO,17.91% 4.94%,0.23%,-63.54%,67.92%,0.18%,5.53%,9.79%,8.80%,20.92%,9.95%,7.69%,6.42%,7.12%,12.98%,"

",4.14B,4.13B,1.03%,2.53,42.69M,176.41 -11.02%,105.53 48.75%,2.17%,1.99%,3.65,67.13,0.14,0.75,16.86M,"12,578,076",0.05%,14.81%,1.49%,14.09%,30.44%,40.28%,50.70%,172.66%,76.47%,2.38,167.27,156.75,156.97,0.14%,XOM
Johnson & Johnson,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,"DJIA, S&P 500",616.50B,644.78B,21.04B,97.94B,35.28,8.61,5.38 (2.10%),5.24 (2.05%),"Aug 25, 2026",4.92% 5.25%,46.59%,140800,"Sep 25, 1944",29.65,19.87,2.00,6.29,7.25,29.70,27.72,18.86,6.58,0.81,1.09,0.58,0.44,Yes / Yes,8.63,12.87,3.06,8.29%,10.19%,9.95%,17.88% 14.90%,5.56% 2.67%,-7.21%,8.07%,-0.92%,6.64%,Jul 15 BMO,1.59% 0.99%,0.13%,-8.01%,76.11%,0.43%,10.67%,25.74%,17.20%,68.03%,26.99%,21.48%,-0.89%,4.56%,13.14%,"

",2.41B,2.41B,1.14%,3.32,27.43M,274.90 -6.94%,164.23 55.77%,2.35%,2.28%,6.50,51.71,0.22,0.99,8.27M,"8,219,581",-1.33%,0.73%,12.52%,12.34%,23.61%,52.95%,46.62%,48.56%,104.28%,1.81,275.81,265.53,255.82,-3.66%,JNJ
ASML Holding NV,Technology,Semiconductor Equipment & Materials,Netherlands,Mega,NASD,NDX,636.50B,630.10B,12.41B,41.20B,64.74,22.49,10.61 (0.64%),9.08 (0.55%),"Jul 28, 2026",13.12% 21.86%,26.75%,44209,"Mar 15, 1995",51.41,27.62,0.74,15.45,25.51,73.43,56.20,39.88,15.30,0.80,1.33,0.09,0.09,Yes / Yes,32.12,59.80,11.74,47.64%,37.12%,37.57%,23.38% 23.58%,18.33% 18.27%,23.14%,17.87%,31.87%,24.38%,Jul 15 BMO,9.60% 4.16%,0.04%,0.00%,18.76%,-19.30%,22.54%,54.37%,45.57%,52.73%,35.42%,30.11%,-5.37%,-5.51%,18.91%,"

",385.42M,385.25M,0.33%,0.65,1.28M,1999.96 -17.43%,683.48 141.62%,4.72%,3.95%,88.84,43.96,1.83,1.10,1.98M,"2,174,737",-8.41%,-16.99%,18.46%,16.06%,54.36%,128.91%,129.89%,115.38%,1406.51%,1.40,2396.00,1550.69,1651.44,6.50%,ASML
Mastercard Incorporated,Financial,Credit Services,USA,Mega,NYSE,S&P 500,510.14B,520.33B,15.57B,34.01B,7.57,9.93,3.48 (0.60%),3.37 (0.58%),"Jul 09, 2026",15.58% 13.94%,19.07%,39800,"May 25, 2006",33.41,25.22,1.58,15.00,76.22,58.17,29.38,24.33,15.30,0.98,0.98,2.82,2.56,Yes / Yes,17.28,22.89,5.12,16.05%,15.96%,15.98%,17.34% 20.99%,13.90% 16.50%,21.18%,17.06%,21.14%,16.20%,Jul 30 BMO,5.69% 2.22%,8.42%,-0.05%,82.23%,-1.18%,30.86%,232.56%,65.06%,96.57%,59.46%,45.78%,6.69%,12.62%,9.37%,"

",880.00M,809.18M,1.12%,2.44,9.06M,601.77 -4.06%,464.52 24.29%,2.16%,2.19%,12.63,72.28,0.69,1.43,3.72M,"5,304,058",8.87%,12.41%,9.92%,10.74%,1.13%,3.26%,46.92%,49.60%,506.21%,1.30,652.78,563.32,577.35,2.49%,MA
Abbvie Inc,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,S&P 500,454.79B,518.30B,3.60B,62.82B,-3.77,5.32,6.87 (2.67%),6.83 (2.65%),"Jul 15, 2026",5.21% 6.56%,281.66%,57000,"Dec 10, 2012",126.96,15.64,0.71,7.24,-,48.43,22.76,17.75,8.25,0.68,0.80,-,-,Yes / Yes,2.03,16.46,3.60,40.55%,17.12%,22.07%,-29.11% -2.81%,1.75% 5.95%,-13.63%,9.50%,-46.38%,12.43%,Jul 31 BMO,2.25% 1.93%,0.12%,-2.14%,76.29%,0.84%,2.64%,15221.82%,6.21%,70.58%,33.58%,5.72%,1.21%,8.46%,14.62%,"

",1.77B,1.76B,1.28%,3.31,22.63M,267.47 -3.76%,187.62 37.20%,1.96%,2.32%,6.35,58.85,0.27,0.94,6.83M,"6,406,639",0.19%,2.29%,26.25%,17.72%,12.66%,35.97%,70.64%,121.33%,288.66%,1.66,270.16,263.30,257.41,-2.24%,ABBV
Cisco Systems Inc,Technology,Communication Equipment,USA,Mega,NASD,"DJIA, NDX, S&P 500",447.59B,463.95B,12.23B,60.75B,12.40,4.22,1.66 (1.46%),1.66 (1.46%),"Jul 06, 2026",2.60% 2.67%,63.62%,86200,"Feb 16, 1990",37.02,23.72,2.07,7.37,9.16,26.90,37.97,27.16,7.64,0.81,0.92,0.68,0.42,Yes / Yes,3.07,4.79,1.17,12.23%,11.95%,11.44%,-3.32% -0.69%,3.19% 2.82%,25.97%,9.21%,36.10%,11.96%,Aug 12 AMC,2.43% 1.82%,0.24%,-1.27%,79.73%,0.84%,9.97%,25.80%,17.59%,63.53%,23.94%,20.13%,-0.38%,-3.48%,27.21%,"

",3.94B,3.93B,1.65%,2.56,64.82M,130.37 -12.89%,65.75 72.71%,3.20%,3.12%,3.67,48.13,1.01,1.01,25.30M,"25,577,062",0.71%,-3.32%,26.78%,43.82%,47.42%,66.33%,118.01%,105.09%,271.96%,1.90,132.40,112.48,113.56,0.96%,CSCO
Bank Of America Corp,Financial,Banks - Diversified,USA,Mega,NYSE,S&P 500,438.07B,-,32.26B,194.43B,39.34,-,1.19 (1.93%),1.12 (1.81%),"Sep 04, 2026",7.89% 8.45%,28.33%,213000,"Jun 05, 1979",14.20,11.78,0.76,2.25,1.57,-,6.79,-,-,-,1.05,2.43,1.13,Yes / Yes,4.35,5.24,1.19,21.59%,13.15%,15.47%,6.17% 15.28%,18.12% 15.40%,27.92%,-2.06%,35.65%,-1.14%,Jul 14 BMO,7.19% 2.54%,0.29%,-2.92%,77.30%,-2.07%,0.97%,11.25%,5.27%,-,21.31%,16.59%,1.67%,8.26%,15.38%,"

",7.10B,7.08B,1.37%,2.66,96.84M,62.99 -1.99%,44.75 37.94%,1.81%,1.94%,1.18,61.41,1.16,0.68,36.35M,"24,848,611",0.73%,8.34%,16.74%,19.15%,12.24%,28.71%,93.51%,60.92%,326.02%,1.52,68.14,61.07,61.73,1.08%,BAC
