Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
WEC Energy Group Inc,Utilities,Utilities - Regulated Electric,USA,NYSE,S&P 500,23.76,4.83,0.18%,325.46M,-2.07%,36.65B,19.12,6.01,-7.36%,318.52M,-2.59%,59.44B,2.65,2.09,86.00%,4.77%,8.39%,1.56B,3.74,6.20%,0.85%,6.77,-0.10%,9.80B,2.75,7.34%,3.10%,15.19M,8.90%,41.83,998.57,7.21%,11.96%,119.62 -3.99%,6.09%,0.12,-,2.59% 4.88%,4.78%,100.61 14.16%,18.60%,3.81 (3.32%),15.42,0.70% 6.24%,33.13%,1.69%,1.70%,19.71%,3.63 (3.16%),6.07,0.49%,24.24%,1.97,95.36%,"Feb 13, 2026",0.44,13.96%,15.89%,46.49,2.36,7.05% 7.13%,0.59,-32.09%,-0.55%,0.51,123.78,74.22%,1.64,11.07%,-0.24%,0.76,116.50,7151,1.39,May 05 BMO,3.70%,2.24M,114.85,"Nov 21, 1947",Yes / Yes,2.10% 18.31%,"

","1,696,683",-1.42%,WEC
Woodside Energy Group Ltd ADR,Energy,Oil & Gas E&P,Australia,NYSE,-,16.58,1.42,0.00%,1.90B,-0.21%,44.70B,12.76,1.85,-,1.90B,6.22%,56.64B,5.08,-,1.35%,0.15%,49.05%,2.72B,3.45,49.03%,0.61%,2.21,62.85%,12.97B,1.24,-13.28%,4.26%,2.81M,51.25%,18.94,7.83,2.51%,7.63%,25.19 -6.39%,89.40%,3.01,-,-30.60% -,5.59%,12.35 90.85%,1.33%,1.72 (7.28%),6.36,-8.21% 29.05%,29.66%,1.97%,2.52%,24.99%,1.12 (4.75%),4.37,-23.68%,25.94%,0.73,19.09%,"Mar 06, 2026",1.46,-7.02%,20.97%,54.26,2.69,-24.30% 26.01%,1.59,-13.89%,-1.50%,0.37,23.58,75.24%,0.38,-19.82%,8.97%,0.51,23.63,4693,0.36,Feb 24 BMO,34.24%,1.27M,23.58,"Nov 18, 1996",Yes / Yes,6.02% 0.42%,"

","650,034",-0.21%,WDS
WD-40 Co,Basic Materials,Specialty Chemicals,USA,NASD,RUT,34.19,5.89,0.50%,13.47M,-8.18%,2.71B,31.61,6.37,4.77%,13.39M,-11.66%,2.77B,12.75,1.57,86.24%,5.60%,2.60%,79.77M,4.26,-10.46%,-0.88%,4.38,4.54%,636.48M,10.08,6.34%,17.12%,0.75M,2.27%,19.97,53.81,2.48%,31.22%,253.24 -20.48%,-8.94%,3.74,32.21,10.94% 8.72%,22.01%,175.38 14.82%,11.50%,4.00 (1.99%),24.01,6.12% 8.70%,54.76%,4.38%,3.57%,-21.83%,3.84 (1.91%),4.35,-6.09%,16.49%,7.67,98.84%,"Apr 17, 2026",1.98,4.23%,12.53%,35.74,1.40,6.54% 7.15%,2.83,-31.60%,-4.45%,0.31,249.50,55.32%,0.41,10.65%,-11.27%,1.35,204.77,714,0.35,Apr 09 AMC,-5.09%,171.24K,201.37,"May 03, 1973",Yes / Yes,6.29% 4.68%,"

","230,961",-1.66%,WDFC
Western Digital Corp,Technology,Computer Hardware,USA,NASD,"NDX, S&P 500",36.64,9.96,0.87%,340.00M,7.74%,123.75B,26.41,13.82,-5.63%,336.10M,27.53%,124.74B,0.48,2.34,99.88%,7.93%,70.56%,3.73B,11.53,80.33%,-4.22%,2.76,207.08%,10.73B,17.45,55.46%,19.32%,26.65M,111.88%,20.91,30.61,54.98%,41.27%,366.30 -0.35%,915.86%,11.92,53.69,0.54% -,37.71%,35.00 942.86%,1262.22%,0.47 (0.13%),37.00,-20.28% -10.67%,42.68%,5.11%,7.04%,602.81%,0.45 (0.12%),11.62,149.53%,27.88%,21.04,1093.00%,"Mar 05, 2026",1.19,-31.20%,34.72%,70.06,1.64,- -41.82%,1.45,190.63%,17.97%,1.91,352.64,2.07%,0.71,-29.59%,26.30%,0.67,366.22,40000,0.39,Jan 29 AMC,113.25%,9.64M,365.00,"Mar 17, 1980",Yes / Yes,10.34% 2.99%,"

","6,420,959",-0.33%,WDC
Workday Inc,Technology,Software - Application,USA,NASD,"NDX, S&P 500",48.03,2.58,18.89%,212.08M,4.15%,31.90B,9.98,12.43,-3.09%,208.46M,-7.12%,30.27B,0.67,2.52,77.22%,7.90%,-37.80%,693.00M,3.35,13.43%,0.21%,3.00,-47.54%,9.53B,4.12,18.74%,3.81%,16.48M,-42.21%,30.12,5.85,15.01%,8.23%,276.00 -55.03%,-46.80%,21.21,11.49,- -,6.03%,110.36 12.47%,-36.03%,-,21.42,15.43% 17.27%,75.66%,5.32%,4.74%,-52.31%,-,3.17,31.76%,11.18%,6.52,61.61%,-,1.27,13.28%,7.27%,44.49,1.98,- -,1.27,58.14%,-1.92%,1.08,178.94,0.00%,0.49,14.93%,-9.23%,0.69,117.86,21000,0.47,Feb 24 AMC,-38.69%,5.50M,124.12,"Oct 12, 2012",Yes / Yes,6.44% 0.33%,"

","3,808,560",5.31%,WDAY
Walker & Dunlop Inc,Financial,Mortgage Finance,USA,NYSE,RUT,29.80,1.64,4.01%,33.39M,8.22%,1.67B,10.43,4.70,1.22%,32.69M,7.77%,3.83B,0.19,0.28,83.49%,3.17%,-22.30%,54.87M,1.36,118.90%,-2.55%,2.88,-39.87%,1.22B,0.94,30.83%,1.15%,1.04M,-18.55%,51.96,3.05,54.26%,3.15%,90.00 -45.57%,-33.86%,16.06,-,-36.27% -26.54%,1.98%,42.12 16.32%,-31.39%,2.72 (5.55%),8.50,-0.61% 3.23%,75.43%,2.92%,3.46%,-54.95%,2.69 (5.49%),3.13,-48.44%,16.49%,1.78,117.06%,"Mar 13, 2026",0.63,9.64%,4.49%,57.55,1.67,3.75% 13.23%,0.63,-130.82%,8.37%,1.52,67.50,162.92%,1.55,6.11%,-4.72%,0.62,48.21,1466,0.60,Feb 26 BMO,-28.31%,359.60K,48.99,"Dec 15, 2010",Yes / Yes,-133.24% -1.06%,"

","222,250",1.62%,WD
Waste Connections Inc,Industrials,Waste Management,Canada,NYSE,-,38.29,4.17,0.35%,255.61M,-1.97%,40.86B,25.92,6.17,-1.34%,254.79M,-4.45%,49.96B,2.69,1.19,90.19%,0.83%,-2.00%,1.08B,4.32,5.83%,0.71%,1.31,-7.09%,9.47B,4.95,13.12%,5.21%,2.10M,-8.87%,32.26,888.79,9.65%,13.37%,199.78 -20.01%,-18.47%,0.18,33.43,8.73% 39.94%,6.21%,154.90 3.16%,11.67%,1.41 (0.88%),16.65,9.49% 11.69%,29.36%,1.71%,1.94%,38.09%,1.33 (0.83%),5.28,74.72%,18.68%,3.24,276.19%,"Feb 25, 2026",0.58,6.14%,11.37%,41.32,1.40,11.41% 11.33%,0.62,232.69%,-1.17%,0.55,200.96,31.14%,1.11,5.00%,-3.25%,0.68,159.60,24214,1.10,Apr 22 AMC,-7.87%,1.61M,159.80,"May 20, 2003",Yes / Yes,1.09% 0.15%,"

","1,096,496",0.13%,WCN
"Wesco International, Inc",Industrials,Industrial Distribution,USA,NYSE,-,23.43,13.06,2.12%,48.66M,4.58%,14.89B,16.68,18.34,-4.80%,47.63M,18.55%,21.01B,0.89,2.84,100.64%,3.43%,10.54%,645.90M,0.63,21.35%,-5.17%,2.73,43.62%,23.51B,2.96,17.09%,4.09%,1.63M,25.05%,103.41,24.61,18.74%,12.91%,319.67 -4.30%,103.86%,12.43,590.76,-5.23% 53.91%,5.60%,142.14 115.23%,122.62%,1.82 (0.59%),13.88,3.15% 13.79%,20.14%,2.74%,3.84%,256.81%,1.86 (0.61%),0.89,-0.29%,5.43%,11.49,452.12%,"Mar 13, 2026",1.27,7.76%,2.75%,64.11,1.85,- -,2.20,10.29%,9.90%,1.47,323.50,13.91%,1.34,10.34%,7.74%,0.94,310.11,21000,1.29,Apr 30 BMO,23.89%,598.35K,305.93,"May 12, 1999",Yes / Yes,-12.60% 0.59%,"

","564,761",-1.35%,WCC
Webtoon Entertainment Inc,Communication Services,Internet Content & Information,USA,NASD,RUT,-,-2.65,84.58%,130.78M,7.20%,1.53B,85.41,0.13,0.00%,20.58M,27.62%,1.02B,-,-0.10,24.36%,26.32%,-15.17%,-346.13M,1.11,94.75%,2.68%,14.88,-34.33%,1.38B,1.28,196.06%,-19.61%,5.42M,-12.05%,8.95,2.58,-,-26.20%,22.47 -49.00%,38.24%,4.44,424.92,-37.54% -,-29.22%,7.82 46.45%,-,-,-,8.61% -,23.30%,4.02%,4.36%,-,-,0.74,-135.71%,-4.10%,0.50,-,-,2.61,2.54%,-25.03%,68.04,2.50,- -,2.61,-225.88%,17.16%,2.41,12.21,-,0.02,-6.28%,11.24%,0.69,11.30,1800,0.01,Mar 03 AMC,-13.02%,364.02K,11.46,"Jun 27, 2024",Yes / Yes,-1475.43% -1.93%,"

","249,450",1.42%,WBTN
Webster Financial Corp,Financial,Banks - Regional,USA,NYSE,-,12.27,5.91,0.89%,161.22M,1.23%,11.69B,9.75,7.44,-1.32%,159.79M,6.68%,-,0.86,1.53,90.11%,6.46%,15.39%,974.82M,2.65,11.41%,-2.22%,2.19,26.83%,4.42B,1.27,12.37%,1.21%,10.32M,15.22%,57.12,-,11.28%,10.65%,74.00 -2.00%,63.48%,-,11.59,16.66% 20.26%,9.37%,43.73 65.84%,94.63%,1.61 (2.23%),-,17.88% 28.17%,-,0.80%,1.11%,28.81%,1.60 (2.21%),-,35.11%,28.51%,1.05,95.47%,"Feb 09, 2026",-,5.83%,22.06%,64.25,2.73,0.00% 0.00%,0.05,53.28%,3.68%,1.05,74.14,27.11%,0.48,8.49%,2.73%,0.50,72.60,4601,0.10,Apr 28 AMC,15.52%,4.72M,72.52,"Dec 12, 1986",Yes / Yes,3.77% 2.07%,"

","2,342,635",-0.11%,WBS
WaterBridge Infrastructure LLC,Energy,Oil & Gas Equipment & Services,USA,NYSE,-,-,-,20.77%,43.26M,3.52%,1.15B,35.54,0.75,0.15%,34.28M,10.69%,3.79B,-,0.07,85.68%,8.07%,27.59%,-,-,195.67%,-0.73%,3.21,7.86%,-,1.90,50.22%,-,2.77M,32.43%,13.92,22.24,-,-,28.97 -8.53%,-,1.19,-,- -,-,18.64 42.17%,-,0.16 (0.61%),-,61.79% -,-,3.78%,5.01%,-,0.05 (0.19%),-,-,-,1.24,-,"Mar 05, 2026",1.38,-,-,54.55,1.89,- -,1.38,-,1.25%,-,29.88,-,2.41,-,4.87%,0.86,25.87,540,2.39,Mar 16 BMO,12.00%,861.86K,26.50,"Sep 17, 2025",Yes / Yes,36.54% 3.36%,"

","737,012",2.44%,WBI
Warner Bros. Discovery Inc,Communication Services,Entertainment,USA,NASD,"NDX, S&P 500",94.64,0.29,4.51%,2.48B,-1.27%,67.45B,-,-0.01,-7.83%,2.37B,-1.13%,100.86B,-,-0.11,71.24%,2.51%,-5.75%,728.00M,1.81,-132.98%,1.02%,2.34,52.98%,37.32B,1.88,85.82%,0.71%,59.43M,-5.62%,14.48,14.65,-,2.08%,30.00 -9.33%,229.70%,1.86,21.84,- -30.70%,1.01%,7.75 250.97%,97.39%,-,13.95,3.34% 28.53%,28.80%,0.45%,0.89%,-28.08%,-,2.70,106.35%,4.14%,0.25,-4.02%,"Mar 24, 2010",1.06,-5.02%,1.95%,41.68,3.09,- -,1.06,49.63%,-0.56%,1.66,30.15,0.00%,1.02,-5.41%,-1.94%,0.71,27.37,35500,1.01,Feb 26 BMO,24.74%,25.44M,27.20,"Jul 06, 2005",Yes / Yes,-209.60% 1.17%,"

","18,177,349",-0.62%,WBD
Weibo Corp ADR,Communication Services,Internet Content & Information,China,NASD,-,5.47,1.67,0.04%,156.45M,3.50%,1.43B,5.39,1.70,0.00%,156.38M,-5.47%,945.56M,2.29,0.36,31.37%,9.10%,-16.65%,449.89M,0.81,-1.70%,-0.79%,13.43,-21.10%,1.76B,0.58,4.68%,6.62%,14.23M,-10.37%,15.78,0.60,2.36%,12.15%,12.96 -29.32%,18.81%,15.37,-,67.39% 4.30%,7.78%,7.44 23.12%,-38.10%,0.61 (6.65%),1.80,-1.33% 0.84%,75.99%,2.13%,2.80%,-78.04%,0.82 (8.95%),0.54,48.25%,26.45%,0.25,-49.71%,"Apr 17, 2026",3.35,0.36%,25.53%,53.04,2.29,- -,3.39,-153.37%,4.41%,0.23,10.27,34.61%,0.48,4.42%,-3.40%,1.03,9.15,-,0.48,Mar 18 BMO,-12.64%,1.06M,9.16,"Apr 17, 2014",Yes / Yes,-20.79% 6.39%,"

","1,094,821",0.11%,WB
Waystar Holding Corp,Healthcare,Health Information Services,USA,NASD,RUT,40.49,0.61,28.68%,191.59M,8.96%,4.73B,13.38,1.84,-0.15%,136.72M,0.28%,6.12B,0.91,0.39,78.41%,8.05%,-19.29%,112.09M,4.30,14.72%,0.75%,4.17,-31.76%,1.10B,1.22,13.24%,2.09%,11.01M,-24.64%,20.25,46.52,14.77%,3.22%,42.55 -42.00%,-33.17%,0.53,16.71,- -,2.10%,20.93 17.89%,-,-,14.64,15.97% 17.41%,55.54%,6.58%,5.17%,-,-,5.57,631.61%,25.25%,1.28,-,-,1.41,16.50%,10.20%,55.50,1.16,- -,1.41,-4.88%,4.69%,0.54,36.09,0.00%,0.38,24.35%,1.57%,1.39,22.43,1700,0.38,Apr 29 AMC,-24.54%,2.64M,24.68,"Jun 07, 2024",Yes / Yes,-8.47% 2.97%,"

","3,668,812",10.03%,WAY
Waters Corp,Healthcare,Diagnostics & Research,USA,NYSE,S&P 500,30.30,10.77,0.16%,98.10M,2.41%,32.00B,19.99,16.31,0.96%,97.94M,12.48%,32.90B,1.79,2.31,60.02%,3.39%,-17.21%,642.63M,10.11,9.57%,-0.00%,2.88,-3.01%,3.17B,7.58,13.41%,13.35%,3.32M,-14.12%,43.01,54.44,11.17%,29.28%,414.15 -21.24%,0.85%,5.99,61.96,-2.83% 5.19%,18.05%,275.05 18.60%,6.20%,-,31.31,2.12% 6.00%,57.83%,2.66%,2.90%,8.86%,-,10.40,0.47%,26.68%,9.66,140.19%,-,1.27,6.99%,20.30%,61.66,1.96,- -,1.73,-2.87%,6.35%,1.22,387.24,0.00%,0.58,6.83%,3.06%,0.58,330.98,7900,0.39,Feb 09 BMO,-2.97%,1.15M,326.20,"Nov 17, 1995",Yes / Yes,0.45% 0.43%,"

","673,322",-1.44%,WAT
Western Alliance Bancorp,Financial,Banks - Regional,USA,NYSE,-,9.00,8.73,5.16%,109.51M,4.68%,8.63B,6.69,11.74,-0.35%,104.21M,16.02%,-,0.43,1.62,86.72%,2.87%,-10.27%,956.20M,1.60,11.67%,-5.83%,2.09,-0.43%,5.39B,1.17,20.42%,1.11%,2.99M,-6.61%,67.19,-,15.39%,13.50%,97.23 -19.25%,18.83%,-,-,-3.47% 11.62%,9.33%,62.38 25.86%,147.98%,1.63 (2.08%),-,25.53% 32.53%,-,2.56%,2.81%,-15.53%,1.60 (2.04%),-,23.22%,22.07%,2.49,122.60%,"Feb 20, 2026",-,7.26%,17.75%,60.85,1.56,3.18% 9.30%,0.08,32.75%,9.18%,1.35,88.25,17.86%,0.85,15.56%,-1.22%,0.79,77.61,3769,0.34,Apr 21 AMC,-5.03%,1.43M,78.51,"Jun 30, 2005",Yes / Yes,8.36% 7.48%,"

","1,133,375",1.16%,WAL
WaFd Inc,Financial,Banks - Regional,USA,NASD,RUT,11.24,2.89,1.68%,76.45M,-1.04%,2.46B,10.09,3.22,0.05%,74.59M,4.91%,-,-,0.75,81.98%,4.01%,0.40%,228.37M,1.77,17.30%,1.24%,4.42,12.08%,1.39B,0.91,4.38%,0.88%,2.99M,1.40%,35.70,-,-,8.03%,34.29 -5.29%,18.71%,-,11.44,-8.06% 3.11%,4.14%,26.31 23.45%,13.13%,1.09 (3.35%),-,24.34% 14.32%,-,1.95%,1.87%,0.74%,1.08 (3.33%),-,33.37%,22.40%,0.69,38.77%,"Feb 13, 2026",-,-6.67%,16.41%,56.54,3.00,4.04% 4.23%,0.14,46.74%,2.04%,0.81,32.88,40.61%,0.82,-5.08%,1.38%,0.66,32.71,1979,0.82,Jan 15 AMC,3.89%,676.45K,32.48,"Nov 09, 1982",Yes / Yes,4.64% -0.76%,"

","445,019",-0.70%,WAFD
Westamerica Bancorporation,Financial,Banks - Regional,USA,NASD,RUT,11.79,4.52,5.03%,24.62M,-0.74%,1.29B,12.63,4.22,0.00%,22.97M,4.88%,-,-,1.07,82.20%,2.26%,10.19%,116.17M,4.74,-5.75%,0.91%,2.75,16.02%,271.77M,1.41,-0.94%,1.93%,0.52M,11.44%,37.91,-,-,12.74%,54.71 -2.58%,18.44%,-,10.78,-0.08% 8.69%,12.24%,43.59 22.28%,31.87%,1.85 (3.48%),-,0.72% 5.50%,-,1.94%,1.87%,-16.71%,1.84 (3.45%),-,-12.96%,57.65%,1.08,5.59%,"Feb 02, 2026",-,-12.66%,42.75%,60.38,3.00,2.70% 2.10%,0.25,-5.74%,2.41%,0.56,55.00,40.22%,0.17,-8.55%,3.16%,0.70,53.57,627,0.02,Jan 15 BMO,7.55%,189.32K,53.30,"Mar 17, 1980",Yes / Yes,5.16% 2.67%,"

","133,009",-0.50%,WABC
Westinghouse Air Brake Technologies Corp,Industrials,Railroads,USA,NYSE,S&P 500,37.69,6.83,1.16%,170.60M,-4.55%,43.80B,21.59,11.92,-3.85%,168.54M,7.60%,48.99B,1.54,2.51,94.75%,1.31%,13.14%,1.17B,3.92,16.45%,0.41%,2.39,32.99%,11.17B,3.94,14.11%,5.73%,2.21M,20.58%,65.31,55.51,14.00%,11.01%,275.84 -6.69%,49.13%,4.64,29.22,25.35% 25.74%,7.42%,165.17 55.83%,158.08%,1.24 (0.48%),21.06,10.12% 8.13%,31.48%,2.72%,2.58%,219.01%,1.06 (0.41%),4.39,13.16%,16.34%,7.36,216.58%,"Feb 17, 2026",0.57,7.51%,10.47%,52.96,1.67,18.56% 15.81%,1.11,-4.16%,2.07%,1.00,292.92,14.66%,0.53,14.79%,2.13%,1.99,268.29,31000,0.41,Apr 22 BMO,18.72%,924.87K,257.38,"Jun 16, 1995",Yes / Yes,0.87% 3.49%,"

","1,836,414",-4.07%,WAB
Wayfair Inc,Consumer Cyclical,Internet Retail,USA,NYSE,-,-,-2.43,22.96%,108.37M,3.69%,10.06B,20.85,3.69,-6.04%,100.72M,-2.77%,12.81B,1.01,0.28,92.95%,18.32%,-35.39%,-313.00M,0.81,11.14%,4.38%,4.92,0.93%,12.46B,-,27.66%,-9.07%,18.46M,-23.39%,-21.34,6.52,20.65%,-,119.98 -35.89%,188.85%,11.79,30.57,42.04% -,-24.34%,24.45 214.60%,120.97%,0.01 (0.02%),32.19,0.65% -2.51%,28.35%,4.77%,5.80%,-76.05%,-,1.03,39.89%,0.75%,4.81,81.42%,-,0.89,5.11%,-2.51%,52.20,1.94,- -,0.92,12.86%,3.95%,3.28,104.44,-,-,6.92%,-2.01%,0.70,74.72,12800,-,Apr 30 BMO,-10.28%,3.75M,76.92,"Oct 02, 2014",Yes / Yes,22.80% 1.07%,"

","2,639,561",2.94%,W
Vizsla Silver Corp,Basic Materials,Other Industrial Metals & Mining,Canada,AMEX,-,-,-0.34,5.49%,349.43M,3.64%,1.20B,-,-0.06,0.00%,330.30M,-5.79%,998.22M,-,-0.02,63.71%,11.08%,-41.64%,-118.82M,-,-221.91%,6.26%,3.31,-29.48%,0.00M,3.36,8.32%,-23.51%,36.59M,-37.48%,1.02,2.77,-,-38.97%,7.19 -52.43%,54.75%,1.24,-,37.90% 23.49%,-20.11%,2.04 67.65%,111.11%,-,-,- -,-,4.42%,5.67%,118.94%,-,-,-2923.68%,-,0.21,-,-,65.89,-,-,47.81,1.83,- -,65.89,-3031.37%,5.52%,1.25,6.01,-,0.66,-,-8.31%,1.00,3.46,87,0.66,Mar 12 BMO,-18.31%,11.04M,3.42,"Oct 29, 2019",Yes / Yes,-1932.08% -,"

","11,013,448",-1.16%,VZLA
Verizon Communications Inc,Communication Services,Telecom Services,USA,NYSE,"DJIA, S&P 500",11.09,4.06,0.06%,4.22B,-6.27%,189.92B,8.59,5.24,-8.77%,4.22B,-11.65%,353.46B,1.28,1.21,68.28%,2.10%,15.43%,17.17B,1.37,4.03%,-0.15%,2.80,13.28%,138.19B,1.82,6.96%,4.35%,88.44M,10.56%,24.77,9.80,6.70%,16.86%,51.68 -12.87%,1.24%,4.60,9.44,-7.06% -1.14%,6.53%,38.39 17.30%,14.81%,2.81 (6.24%),7.07,0.33% 1.50%,45.79%,2.11%,1.93%,-21.96%,2.77 (6.14%),2.56,-2.07%,22.90%,1.00,-12.31%,"Apr 10, 2026",0.82,2.52%,12.43%,23.19,2.34,1.90% 1.94%,0.86,-53.30%,-7.80%,0.22,51.72,67.38%,1.74,1.96%,-8.39%,0.83,45.48,89900,1.52,Apr 27 BMO,3.39%,31.54M,45.03,"Nov 21, 1983",Yes / Yes,3.51% 0.86%,"

","26,100,043",-0.99%,VZ
V2X Inc,Industrials,Aerospace & Defense,USA,NYSE,RUT,28.12,2.45,17.24%,31.17M,-2.47%,2.15B,10.41,6.61,-60.47%,25.88M,2.50%,2.92B,0.85,1.25,85.47%,4.14%,5.05%,77.88M,0.48,11.37%,12.23%,2.10,20.10%,4.48B,1.98,13.30%,2.31%,1.07M,26.18%,34.80,5.83,12.26%,7.38%,75.00 -8.23%,41.25%,11.80,12.66,- -4.89%,3.54%,43.42 58.52%,63.73%,-,9.53,15.72% 26.27%,8.33%,4.43%,3.34%,33.13%,-,0.65,124.61%,4.34%,2.49,209.21%,-,1.17,3.65%,1.74%,49.92,2.33,- -,1.22,-9.20%,0.09%,0.15,76.12,0.00%,1.05,5.26%,0.03%,0.46,69.02,23500,1.03,Feb 23 AMC,15.82%,509.09K,68.83,"Sep 16, 2014",Yes / Yes,16.20% 0.41%,"

","234,989",-0.28%,VVX
Valvoline Inc,Consumer Cyclical,Auto & Truck Dealerships,USA,NYSE,-,49.25,0.67,0.31%,127.20M,-5.13%,4.21B,16.49,2.01,-1.66%,126.92M,-1.93%,6.18B,1.07,0.34,113.78%,10.50%,5.28%,86.30M,2.40,6.90%,3.91%,6.86,-6.13%,1.76B,13.68,18.06%,3.08%,13.32M,13.87%,2.42,60.27,15.38%,33.01%,41.33 -19.94%,-2.76%,0.55,72.89,-11.35% -0.57%,3.72%,28.50 16.11%,-3.92%,-,14.41,11.43% -6.18%,38.58%,3.23%,3.14%,22.60%,-,3.52,-67.77%,17.31%,1.15,-,"Dec 01, 2022",0.57,5.90%,4.91%,41.96,1.83,- -,0.70,-136.31%,-1.94%,1.09,41.73,0.00%,6.63,11.47%,-6.97%,0.73,33.14,11400,6.53,Feb 04 BMO,-5.22%,1.94M,33.09,"Sep 23, 2016",Yes / Yes,13.22% 0.04%,"

","1,408,510",-0.15%,VVV
Viatris Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NASD,S&P 500,-,-2.96,2.05%,1.15B,2.14%,15.96B,5.20,2.67,-0.09%,1.13B,2.59%,29.21B,0.55,0.51,84.10%,2.85%,3.66%,-3.51B,1.12,4.04%,0.22%,3.20,40.57%,14.29B,1.08,9.03%,-8.93%,32.12M,11.33%,12.78,10.97,9.42%,-21.08%,16.47 -15.85%,85.29%,1.26,8.24,- -21.93%,-12.84%,7.34 88.96%,40.43%,0.52 (3.74%),7.41,-4.04% 3.66%,38.49%,2.35%,2.53%,4.37%,0.48 (3.46%),2.04,-456.43%,7.99%,0.38,-70.44%,"Mar 09, 2026",0.74,-2.61%,-24.59%,52.68,2.38,0.00% -,1.30,31.80%,2.91%,0.84,15.88,-,1.00,6.60%,-3.53%,0.70,13.91,30000,0.86,Feb 26 BMO,19.90%,10.02M,13.86,"Mar 17, 1980",Yes / Yes,7.08% 4.85%,"

","6,978,848",-0.36%,VTRS
Ventas Inc,Real Estate,REIT - Healthcare Facilities,USA,NYSE,S&P 500,156.53,0.54,0.67%,474.93M,0.98%,41.28B,75.08,1.13,-19.31%,471.78M,-3.33%,54.21B,2.09,0.12,103.93%,3.87%,10.32%,251.38M,7.08,41.36%,6.99%,5.89,25.83%,5.83B,3.22,48.08%,0.93%,18.25M,9.68%,26.38,52.51,35.85%,2.16%,88.36 -3.96%,25.21%,1.62,31.35,- -14.17%,1.06%,61.76 37.42%,98.42%,2.07 (2.44%),24.57,12.23% 8.99%,19.39%,2.06%,1.99%,55.54%,1.96 (2.31%),9.29,185.15%,15.82%,1.60,37.02%,"Mar 31, 2026",0.51,18.47%,4.31%,55.18,1.45,2.17% -2.15%,0.51,9.86%,1.61%,0.76,93.47,353.33%,1.06,21.67%,0.47%,0.91,85.34,542,0.89,Apr 27 AMC,12.97%,3.10M,84.87,"Sep 19, 1989",Yes / Yes,48.96% 4.09%,"

","2,815,573",-0.55%,VTR
Bristow Group Inc,Energy,Oil & Gas Equipment & Services,USA,NYSE,RUT,11.41,4.32,3.00%,29.18M,-0.12%,1.44B,8.29,5.95,-30.27%,28.31M,14.50%,2.06B,0.62,1.01,96.28%,2.70%,23.57%,129.07M,0.97,18.10%,2.26%,3.69,30.96%,1.49B,1.36,16.54%,5.82%,0.76M,34.57%,36.32,4.90,13.46%,13.23%,50.28 -1.98%,75.44%,10.06,25.62,108.96% 13.24%,6.91%,26.53 85.75%,114.63%,-,9.13,6.61% 4.82%,21.33%,2.09%,2.60%,87.09%,0.12 (0.25%),1.38,34.81%,9.65%,1.29,81.11%,"Mar 13, 2026",1.54,5.30%,8.66%,64.94,1.25,- -,1.90,-42.37%,4.77%,1.36,60.00,0.00%,0.86,6.71%,7.18%,0.41,49.48,3660,0.76,Feb 25 AMC,23.84%,207.11K,49.28,"Jan 22, 2013",Yes / Yes,-31.77% 0.19%,"

","85,609",-0.40%,VTOL
Corporacion Inmobiliaria Vesta Sab ADR,Real Estate,Real Estate - Development,Mexico,NYSE,-,12.84,2.83,-,88.25M,3.21%,3.21B,16.30,2.23,-,88.25M,13.71%,4.15B,-,0.40,11.69%,0.24%,13.53%,242.35M,11.09,-15.08%,-6.23%,2.89,39.20%,289.03M,1.12,-7.28%,5.70%,0.22M,19.15%,32.48,9.52,-11.45%,9.07%,37.41 -2.89%,58.30%,3.82,19.91,-7.25% 19.58%,6.03%,22.86 58.92%,-,0.69 (1.91%),18.52,17.64% 14.14%,89.44%,2.63%,2.49%,-,0.81 (2.24%),14.34,13.01%,76.85%,0.98,-,"Jan 16, 2026",4.84,15.70%,83.85%,68.74,1.67,- -,4.84,380.98%,7.37%,0.73,39.49,24.20%,0.46,24.16%,7.72%,0.59,35.79,116,0.46,Apr 23 AMC,20.47%,74.52K,36.33,"Jun 30, 2023",No / Yes,393.12% -2.94%,"

","43,688",1.51%,VTMX
