Company,Sector,Industry,Country,Cap,Exchange,Index,Market Cap,Enterprise Value,Income,Sales,Book/sh,Cash/sh,Dividend Est.,Dividend TTM,Dividend Ex-Date,Dividend Gr. 3/5Y,Payout,Employees,IPO,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,EV/EBITDA,EV/Sales,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,Option/Short,EPS (ttm),EPS next Y,EPS next Q,EPS this Y,EPS next Y Percentage,EPS next 5Y,EPS past 3/5Y,Sales past 3/5Y,EPS Y/Y TTM,Sales Y/Y TTM,EPS Q/Q,Sales Q/Q,Earnings,EPS/Sales Surpr.,Insider Own,Insider Trans,Inst Own,Inst Trans,ROA,ROE,ROIC,Gross Margin,Oper. Margin,Profit Margin,SMA20,SMA50,SMA200,Trades,Shs Outstand,Shs Float,Short Float,Short Ratio,Short Interest,52W High,52W Low,Volatility W,Volatility M,ATR (14),RSI (14),Beta,Rel Volume,Avg Volume,Volume,Perf Week,Perf Month,Perf Quarter,Perf Half Y,Perf YTD,Perf Year,Perf 3Y,Perf 5Y,Perf 10Y,Recom,Target Price,Prev Close,Price,Change %,Ticker
Tesla Inc,Consumer Cyclical,Auto Manufacturers,USA,Mega,NASD,"NDX, S&P 500",1406.39B,1379.12B,3.81B,103.62B,21.99,11.15,-,-,-,- -,0.00%,134785,"Jun 29, 2010",330.85,158.91,6.71,13.57,16.19,31.95,244.08,122.60,13.31,1.55,1.94,0.19,0.16,Yes / Yes,1.08,2.24,0.46,1.47%,33.03%,23.67%,-33.28% 38.32%,5.19% 24.63%,-37.64%,11.75%,-5.50%,25.52%,Jul 22 AMC,-38.12% 6.86%,28.57%,-0.01%,44.23%,1.64%,2.75%,4.64%,3.79%,18.85%,4.61%,3.67%,3.95%,-0.77%,-11.02%,"

",3.95B,2.82B,2.45%,1.66,69.20M,498.83 -28.61%,297.38 19.74%,3.74%,3.42%,13.77,53.08,1.84,0.87,41.60M,"36,193,926",1.67%,10.56%,-15.96%,-9.26%,-20.82%,6.66%,45.34%,45.52%,2560.43%,2.45,374.27,367.95,356.09,-3.22%,TSLA
Lilly(Eli) & Co,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,S&P 500,1091.97B,1137.93B,26.71B,79.67B,35.98,9.51,6.88 (0.59%),6.69 (0.58%),"Aug 14, 2026",15.24% 15.18%,26.14%,50000,"Jul 09, 1970",39.42,24.88,0.82,13.71,32.24,122.01,60.03,27.28,14.28,1.00,1.35,1.62,1.41,Yes / Yes,29.43,46.62,9.85,50.33%,28.09%,30.24%,49.25% 27.59%,31.69% 21.58%,95.08%,49.58%,26.20%,47.67%,Aug 05 BMO,30.92% 10.33%,9.89%,-0.03%,76.26%,-0.00%,21.96%,102.43%,32.68%,83.40%,49.72%,33.53%,-3.86%,-2.45%,9.30%,"

",941.50M,848.28M,0.77%,2.27,6.56M,1292.65 -10.26%,712.05 62.91%,2.52%,3.15%,37.26,43.34,0.50,0.87,2.89M,"2,522,685",-5.97%,3.45%,9.01%,15.11%,7.94%,58.34%,108.22%,350.66%,1402.01%,1.58,1348.74,1156.73,1160.00,0.28%,LLY
Micron Technology Inc,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",1054.22B,1034.55B,50.47B,90.27B,89.22,23.06,0.58 (0.06%),0.53 (0.06%),"Jul 06, 2026",2.27% -,6.06%,53000,"Jun 01, 1984",21.13,6.01,0.03,11.68,10.46,40.47,40.28,15.13,11.46,2.98,3.42,0.06,0.06,Yes / Yes,44.17,155.39,31.14,785.02%,111.80%,173.61%,-0.66% 26.19%,6.71% 11.76%,701.44%,166.98%,1372.09%,345.72%,Jun 24 AMC,20.36% 15.44%,0.36%,-7.67%,80.56%,-1.14%,47.50%,66.64%,47.38%,72.60%,65.75%,55.91%,0.44%,-1.32%,56.76%,"

",1.13B,1.13B,2.67%,0.67,30.02M,1255.00 -25.62%,114.25 717.02%,4.30%,4.99%,57.42,50.45,2.22,0.62,45.03M,"27,762,236",0.05%,12.53%,-12.28%,145.85%,227.05%,684.34%,1226.10%,1166.20%,5509.62%,1.25,1575.35,958.73,933.44,-2.64%,MU
JPMorgan Chase & Co,Financial,Banks - Diversified,USA,Mega,NYSE,"DJIA, S&P 500",943.52B,-,63.63B,297.51B,133.01,-,6.39 (1.80%),6.00 (1.69%),"Jul 06, 2026",13.19% 10.01%,28.97%,318512,"Mar 05, 1969",15.21,14.13,1.31,3.17,2.67,-,6.14,-,-,-,1.15,3.41,1.33,Yes / Yes,23.34,25.12,5.84,24.01%,1.20%,10.76%,18.32% 17.66%,21.00% 17.27%,19.76%,8.20%,47.08%,18.21%,Jul 14 BMO,37.84% 13.06%,0.47%,-1.79%,76.76%,-0.85%,1.35%,17.71%,7.41%,-,28.36%,21.39%,-0.89%,1.91%,11.79%,"

",2.66B,2.65B,0.96%,3.02,25.29M,366.50 -3.15%,279.10 27.18%,1.27%,1.48%,5.62,51.30,0.98,0.61,8.37M,"5,079,833",-0.49%,0.66%,17.94%,18.21%,10.16%,17.76%,141.76%,122.23%,428.12%,2.03,376.35,356.02,354.95,-0.30%,JPM
SK Hynix Inc ADR,Technology,Semiconductors,South Korea,Mega,NASD,-,1171.87B,1128.91B,109.59B,129.01B,23.82,7.79,0.49 (0.30%),-,-,- -,-,34549,"Jul 10, 2026",10.44,4.79,0.04,9.08,6.75,20.64,18.74,11.56,8.75,2.29,2.59,0.08,0.06,Yes / Yes,15.40,33.53,6.15,520.17%,35.04%,110.04%,159.13% 49.26%,25.56% 20.38%,421.22%,134.05%,1180.72%,232.92%,Jul 29 BMO,89.46% -1.71%,-,-,0.00%,-30.23%,68.32%,93.70%,61.27%,75.63%,67.76%,84.95%,2.85%,3.10%,3.10%,"

",7.11B,-,-,0.76,27.23M,194.80 -17.46%,124.80 28.83%,3.20%,4.66%,10.30,50.79,-,0.30,35.84M,"10,875,746",0.78%,12.65%,-,-,-5.42%,-,-,-,-,1.18,253.00,164.58,160.78,-2.31%,SKHY
Walmart Inc,Consumer Defensive,Discount Stores,USA,Mega,NASD,"DJIA, NDX, S&P 500",840.34B,909.13B,22.08B,735.84B,12.37,1.45,1.00 (0.94%),0.98 (0.92%),"Dec 11, 2026",7.82% 5.48%,34.44%,2100000,"Nov 20, 1972",38.38,32.80,2.93,1.14,8.56,72.89,62.21,19.19,1.24,0.23,0.77,0.75,0.58,Yes / Yes,2.76,3.23,0.64,9.49%,11.71%,11.19%,24.21% 11.53%,5.27% 4.99%,4.00%,6.16%,-8.97%,5.94%,Aug 20 BMO,9.19% 0.69%,44.22%,-0.46%,38.70%,0.12%,7.82%,23.44%,14.20%,25.23%,4.39%,3.00%,-3.41%,-5.03%,-10.69%,"

",7.94B,4.43B,1.43%,2.54,63.07M,135.15 -21.63%,96.51 9.75%,1.65%,2.00%,2.59,41.72,0.59,0.89,24.79M,"22,074,574",0.51%,-4.33%,-6.32%,-17.19%,-4.93%,9.22%,96.67%,115.02%,336.24%,1.47,129.03,104.87,105.92,1.00%,WMT
Advanced Micro Devices Inc,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",750.30B,741.46B,6.43B,41.30B,41.19,8.04,-,-,-,- -,0.00%,31000,"Oct 15, 1979",117.95,29.22,0.39,18.16,11.16,57.18,89.29,77.92,17.95,1.91,2.61,0.06,0.05,Yes / Yes,3.90,15.73,1.93,82.98%,106.17%,75.71%,46.65% 5.13%,13.64% 28.82%,125.82%,39.54%,158.80%,50.11%,Aug 04 AMC,2.71% 2.00%,0.54%,-6.24%,75.17%,3.59%,8.12%,10.20%,9.11%,50.37%,15.71%,15.58%,-3.93%,-8.61%,36.09%,"

",1.63B,1.62B,2.47%,1.47,40.07M,584.73 -21.40%,149.22 208.01%,2.77%,3.70%,23.74,43.60,2.48,0.59,27.31M,"16,212,787",-4.08%,-5.16%,-11.87%,140.70%,114.61%,182.61%,319.93%,317.87%,6153.20%,1.52,625.35,470.72,459.61,-2.36%,AMD
Visa Inc,Financial,Credit Services,USA,Mega,NYSE,"DJIA, S&P 500",695.79B,704.27B,22.40B,44.49B,18.55,8.51,2.70 (0.72%),2.68 (0.72%),"Aug 11, 2026",16.31% 14.48%,23.37%,34100,"Mar 19, 2008",31.98,24.82,1.75,15.64,20.09,43.79,33.11,22.60,15.83,0.99,0.99,0.68,0.59,Yes / Yes,11.65,15.02,3.44,15.31%,13.55%,14.15%,13.82% 16.47%,10.92% 12.86%,14.71%,14.39%,10.41%,14.36%,Jul 28 AMC,2.68% 2.04%,9.09%,-0.09%,82.61%,0.89%,23.02%,60.67%,39.97%,77.16%,67.04%,50.35%,0.67%,3.41%,11.79%,"

",1.70B,1.70B,1.31%,2.81,22.25M,385.57 -3.35%,293.89 26.81%,1.31%,1.66%,6.59,54.10,0.76,0.74,7.92M,"5,858,724",-2.99%,1.91%,17.44%,16.16%,6.26%,5.94%,50.20%,61.95%,358.39%,1.40,423.40,379.37,372.67,-1.77%,V
ExxonMobil Holdings Corp,Energy,Oil & Gas Integrated,USA,Mega,NYSE,S&P 500,676.62B,715.13B,32.76B,363.39B,63.08,2.57,4.16 (2.53%),4.12 (2.50%),"Aug 17, 2026",4.06% 2.82%,59.70%,58000,"Jan 01, 1920",21.18,15.46,1.09,1.86,2.61,63.90,22.15,10.11,1.97,0.85,1.13,0.16,0.12,Yes / Yes,7.77,10.65,3.50,65.19%,-7.80%,14.14%,-20.34% -,-6.83% 12.70%,9.80%,10.58%,112.81%,43.14%,Jul 31 BMO,-1.00% 5.53%,0.21%,-65.79%,68.05%,-2.00%,7.18%,12.55%,11.23%,20.88%,11.30%,9.01%,2.78%,8.59%,14.20%,"

",4.11B,4.10B,0.90%,2.36,36.90M,176.41 -6.72%,108.35 51.87%,1.63%,1.92%,3.51,61.79,0.18,0.73,15.61M,"11,389,700",2.43%,6.12%,10.02%,8.38%,36.74%,43.98%,44.95%,206.03%,89.49%,2.37,169.73,160.95,164.55,2.24%,XOM
ASML Holding NV,Technology,Semiconductor Equipment & Materials,Netherlands,Mega,NASD,NDX,641.78B,635.38B,12.41B,41.20B,64.74,22.49,10.59 (0.64%),9.08 (0.55%),"Jul 28, 2026",13.12% 21.86%,26.75%,44209,"Mar 15, 1995",51.84,27.69,0.73,15.58,25.72,74.04,56.66,40.22,15.42,0.80,1.33,0.09,0.09,Yes / Yes,32.12,60.14,11.77,47.93%,37.63%,37.77%,23.38% 23.58%,18.33% 18.27%,23.14%,17.87%,31.87%,24.38%,Jul 15 BMO,9.60% 4.16%,0.04%,0.00%,19.89%,-2.35%,22.54%,54.37%,45.57%,52.73%,35.42%,30.11%,-5.21%,-5.30%,13.23%,"

",385.42M,385.26M,0.35%,0.73,1.35M,1999.96 -16.74%,716.20 132.50%,2.12%,2.40%,55.34,40.08,1.79,0.55,1.84M,"1,005,728",-4.53%,1.38%,-2.36%,22.35%,55.64%,124.23%,151.33%,97.72%,1449.11%,1.40,2320.02,1696.01,1665.14,-1.82%,ASML
Johnson & Johnson,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,"DJIA, S&P 500",653.54B,681.82B,21.04B,97.94B,35.28,8.61,5.38 (1.98%),5.28 (1.95%),"Aug 25, 2026",4.92% 5.25%,46.59%,140800,"Sep 25, 1944",31.43,21.27,2.19,6.67,7.69,31.48,29.38,19.95,6.96,0.81,1.09,0.58,0.44,Yes / Yes,8.63,12.75,2.90,7.37%,10.03%,9.72%,17.88% 14.90%,5.56% 2.67%,-7.21%,8.07%,-0.92%,6.64%,Jul 15 BMO,1.59% 0.99%,0.14%,-6.64%,77.52%,-0.06%,10.67%,25.74%,17.20%,68.03%,26.99%,21.48%,2.14%,4.43%,15.58%,"

",2.41B,2.41B,0.90%,2.75,21.59M,276.47 -1.91%,173.33 56.46%,1.47%,1.82%,5.34,58.79,0.23,0.77,7.85M,"6,035,327",-0.71%,6.60%,21.67%,9.90%,31.04%,53.07%,68.99%,56.09%,127.74%,1.81,277.81,265.85,271.19,2.01%,JNJ
Mastercard Incorporated,Financial,Credit Services,USA,Mega,NYSE,S&P 500,509.05B,521.59B,16.26B,35.13B,6.39,13.81,3.55 (0.61%),3.37 (0.58%),"Jul 09, 2026",15.58% 13.94%,19.07%,39800,"May 25, 2006",31.97,25.17,1.53,14.49,90.93,42.08,30.87,23.72,14.85,1.06,1.06,4.39,3.95,Yes / Yes,18.18,23.09,5.16,17.29%,15.73%,16.50%,17.34% 20.99%,13.90% 16.50%,22.59%,16.15%,22.05%,13.79%,Jul 30 BMO,5.69% 2.22%,7.91%,-0.14%,83.83%,-1.33%,29.80%,241.49%,58.49%,96.60%,59.19%,46.27%,0.62%,5.26%,9.69%,"

",871.00M,806.69M,0.89%,2.07,7.19M,601.62 -3.41%,464.52 25.10%,1.23%,1.59%,10.22,55.67,0.74,0.95,3.47M,"3,310,409",-3.05%,1.77%,21.65%,10.83%,1.79%,-2.38%,39.83%,66.23%,495.27%,1.39,672.25,589.31,581.10,-1.39%,MA
Intel Corp,Technology,Semiconductors,USA,Mega,NASD,"NDX, S&P 500",467.50B,503.74B,-11.29B,57.03B,17.36,5.69,0.04 (0.04%),-,"Aug 07, 2024",- -,-,85100,"May 03, 1973",-,43.00,0.46,8.20,5.13,15.64,1359.00,29.71,8.83,1.25,1.60,0.58,0.55,Yes / Yes,-2.12,2.07,0.38,256.65%,38.13%,93.94%,- -,-5.71% -7.46%,55.56%,7.47%,-223.64%,25.42%,Jul 23 AMC,93.28% 11.73%,14.73%,0.01%,63.19%,1.54%,-5.72%,-12.18%,-8.30%,39.05%,8.03%,-19.79%,-6.54%,-13.61%,21.38%,"

",5.04B,4.48B,3.03%,1.17,135.69M,142.35 -37.50%,23.68 275.72%,4.19%,4.74%,5.40,40.95,2.23,0.64,116.21M,"73,962,063",1.70%,-2.23%,-17.57%,106.43%,141.11%,265.38%,143.02%,65.77%,147.00%,2.43,121.24,89.51,88.97,-0.60%,INTC
Abbvie Inc,Healthcare,Drug Manufacturers - General,USA,Mega,NYSE,S&P 500,459.43B,523.73B,6.27B,64.39B,-3.36,3.72,6.87 (2.64%),6.83 (2.63%),"Jul 15, 2026",5.21% 6.56%,281.66%,57000,"Dec 10, 2012",73.51,15.93,0.74,7.14,-,69.94,25.23,17.51,8.13,0.69,0.81,-,-,Yes / Yes,3.54,16.32,3.86,40.31%,16.33%,21.47%,-29.11% -2.81%,1.75% 5.95%,68.16%,10.39%,288.03%,10.16%,Jul 31 BMO,1.24% 1.11%,0.12%,-2.60%,78.21%,0.50%,4.60%,15221.82%,11.08%,71.42%,34.18%,9.74%,1.79%,2.70%,14.06%,"

",1.77B,1.77B,1.04%,2.82,18.30M,267.47 -2.80%,190.75 36.30%,1.89%,2.01%,5.71,55.66,0.28,0.60,6.50M,"3,866,746",-2.18%,6.08%,20.70%,11.17%,13.79%,23.57%,75.43%,131.58%,306.04%,1.62,278.92,256.42,259.99,1.39%,ABBV
Palantir Technologies Inc,Technology,Software - Infrastructure,USA,Mega,NASD,"NDX, S&P 500",432.36B,423.28B,3.02B,6.16B,4.07,3.92,-,-,-,- -,0.00%,4429,"Sep 30, 2020",153.76,78.85,1.19,70.24,44.23,45.95,128.75,158.97,68.76,6.91,7.23,0.02,0.02,Yes / Yes,1.17,2.28,0.41,112.65%,43.07%,66.12%,- -,32.92% 32.58%,285.33%,78.92%,221.57%,92.83%,Aug 03 AMC,18.98% 6.80%,8.51%,-1.80%,62.69%,2.95%,31.68%,38.42%,30.21%,84.80%,42.80%,49.00%,2.86%,23.14%,18.89%,"

",2.40B,2.20B,3.11%,1.64,68.28M,207.52 -13.30%,106.37 69.15%,3.77%,4.58%,7.41,61.92,1.62,0.59,41.60M,"24,567,189",4.16%,43.19%,18.24%,22.21%,1.22%,14.81%,1085.24%,586.72%,-,1.89,200.88,186.38,179.92,-3.47%,PLTR
