Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Reaves Utility Income Fund,Financial,Closed-End Fund - Equity,USA,AMEX,-,4.93,8.57,0.03%,91.43M,2.65%,3.86B,-,-,11.65%,91.40M,2.87%,-,-,-,13.68%,0.11%,12.85%,-,41.41,-,-,0.38,2.10%,93.29M,1.09,-,-,0.10M,15.50%,38.85,-,-,-,42.35 -0.24%,35.07%,-,-,- -,-,30.57 38.21%,44.74%,-,-,- -,-,0.98%,1.75%,21.86%,2.37 (5.61%),-,-,-,0.66,45.48%,"Apr 17, 2026",-,-,-,68.87,-,1.01% 1.70%,-,2.30%,5.10%,0.87,-,26.87%,-,-5.60%,5.01%,0.72,41.82,-,-,-,9.98%,255.29K,42.25,"Feb 25, 2004",No / Yes,- -,"

","183,820",1.03%,UTG
Cohen & Steers Infrastructure Fund Inc,Financial,Closed-End Fund - Equity,USA,NYSE,-,6.69,3.96,-,111.81M,-1.27%,2.96B,-,-,-,111.80M,1.26%,-,-,-,22.82%,0.01%,8.16%,-,20.32,-,-,0.02,11.16%,145.79M,1.04,-,-,0.01M,9.91%,25.60,-,-,-,27.33 -3.04%,9.17%,-,-,- -,-,23.42 13.16%,13.39%,-,-,- -,-,1.03%,1.39%,-8.79%,1.86 (7.04%),-,-,-,0.35,40.30%,"May 12, 2026",-,-,-,56.86,-,0.27% 0.16%,-,-,1.92%,0.80,-,48.15%,-,-,0.94%,0.75,26.37,-,-,-,4.61%,367.59K,26.50,"Mar 26, 2004",No / Yes,- -,"

","277,480",0.49%,UTF
"U.S. Physical Therapy, Inc",Healthcare,Medical Care Facilities,USA,NYSE,RUT,55.24,1.42,2.03%,15.12M,1.52%,1.18B,23.61,3.31,-0.13%,14.82M,0.99%,1.76B,1.71,0.53,106.03%,6.96%,-9.01%,21.47M,1.51,9.40%,-5.30%,5.39,-14.06%,780.99M,2.48,15.09%,1.76%,1.03M,0.12%,31.50,33.24,13.84%,4.45%,93.50 -16.39%,14.21%,2.35,18.95,-14.24% -10.50%,2.90%,64.99 20.29%,-25.64%,1.83 (2.34%),16.83,12.19% 13.05%,17.91%,3.75%,3.31%,-28.89%,1.81 (2.32%),2.25,-23.11%,10.49%,2.64,57.62%,"Mar 13, 2026",1.01,16.33%,2.75%,54.59,1.25,3.15% 41.26%,1.01,-183.67%,3.58%,1.30,104.00,126.62%,0.66,12.35%,-2.01%,0.48,76.67,7294,0.55,Feb 25 AMC,-3.22%,191.27K,78.18,"May 28, 1992",Yes / Yes,-0.80% 1.42%,"

","91,903",1.97%,USPH
United States Lime & Minerals Inc,Basic Materials,Building Materials,USA,NASD,RUT,28.59,4.67,62.62%,28.67M,-1.92%,3.83B,21.62,6.18,-0.01%,10.72M,8.20%,3.46B,1.82,1.20,30.77%,4.37%,4.08%,134.28M,10.28,16.49%,0.26%,3.91,5.04%,372.73M,6.07,13.60%,21.88%,0.47M,11.59%,22.00,10.32,11.88%,23.80%,141.43 -5.53%,45.62%,12.94,37.46,42.96% 36.10%,21.21%,85.60 56.10%,335.10%,-,18.92,16.43% 18.32%,48.84%,2.73%,3.76%,357.60%,0.24 (0.18%),9.29,23.14%,42.35%,4.92,1126.20%,"Feb 20, 2026",17.96,17.31%,36.03%,58.22,1.00,14.47% 13.05%,19.27,13.13%,2.86%,0.89,138.00,5.14%,0.01,9.84%,10.80%,1.45,133.82,346,0.00,Feb 02 AMC,10.70%,119.64K,133.62,"Mar 17, 1980",Yes / Yes,-6.19% -9.34%,"

","173,187",-0.15%,USLM
US Foods Holding Corp,Consumer Defensive,Food Distribution,USA,NYSE,-,30.54,2.94,0.76%,220.50M,-2.47%,19.78B,15.95,5.63,-9.19%,218.86M,-2.56%,25.46B,0.87,0.81,105.10%,4.41%,8.91%,676.00M,0.50,20.03%,0.40%,3.48,16.47%,39.42B,4.60,17.85%,4.81%,9.65M,19.22%,19.53,482.38,18.30%,15.30%,102.13 -12.07%,45.92%,0.19,20.62,42.82% -,6.99%,60.46 48.53%,143.03%,-,13.91,5.00% 11.49%,17.41%,2.31%,2.47%,131.50%,-,0.65,46.16%,3.47%,2.35,-,-,0.68,4.08%,1.71%,45.32,1.67,- -,1.16,192.03%,-1.20%,0.91,108.20,0.00%,1.33,3.26%,-2.83%,0.68,90.21,30000,1.25,Feb 12 BMO,10.21%,2.78M,89.80,"May 26, 2016",Yes / Yes,3.69% -0.88%,"

","1,876,398",-0.45%,USFD
U.S. Bancorp,Financial,Banks - Regional,USA,NYSE,S&P 500,12.01,4.62,0.25%,1.56B,-1.51%,86.12B,9.84,5.64,-5.29%,1.55B,7.56%,-,0.94,1.25,82.27%,1.71%,3.70%,7.19B,2.01,9.83%,1.81%,2.40,17.82%,42.92B,1.48,11.16%,1.10%,26.43M,3.97%,37.54,-,10.45%,12.16%,61.19 -9.33%,46.69%,-,10.81,7.74% 8.57%,6.44%,37.24 48.96%,58.65%,2.12 (3.83%),-,15.50% 13.15%,-,2.29%,2.21%,-4.11%,2.06 (3.71%),-,21.96%,23.78%,1.32,34.99%,"Mar 31, 2026",-,1.44%,16.76%,58.39,2.17,2.76% 3.96%,0.14,24.60%,3.89%,1.03,62.35,44.18%,1.22,0.87%,1.35%,1.25,56.37,68520,0.71,Apr 16 BMO,9.52%,10.99M,55.48,"May 03, 1973",Yes / Yes,3.21% 0.10%,"

","13,685,633",-1.58%,USB
Americas Gold and Silver Corp,Basic Materials,Other Industrial Metals & Mining,Canada,AMEX,-,-,-0.33,22.01%,320.42M,12.78%,2.10B,9.85,0.65,0.00%,254.18M,-12.62%,2.03B,-,0.09,34.83%,4.41%,5.40%,-87.45M,17.88,180.02%,4.33%,1.55,44.39%,117.41M,9.31,147.46%,-28.88%,11.20M,26.03%,0.69,16.17,-,-63.58%,10.50 -38.67%,315.75%,0.40,-,17.58% 11.57%,-32.49%,1.24 417.79%,377.04%,-,-,12.29% 32.33%,3.93%,6.88%,8.81%,12.98%,-,17.27,23.59%,-20.43%,0.55,-6.05%,-,1.66,19.15%,-74.48%,52.97,1.00,- -,1.78,-61.28%,14.28%,0.93,10.20,-,0.27,38.84%,-9.41%,1.10,6.10,659,0.21,Mar 30 BMO,33.63%,7.25M,6.44,"May 31, 2006",Yes / Yes,-209.09% -22.53%,"

","7,974,185",5.57%,USAS
USA Rare Earth Inc,Basic Materials,Other Industrial Metals & Mining,USA,NASD,RUT,-,-2.92,13.59%,217.98M,10.23%,4.02B,-,-1.03,0.34%,188.35M,-6.35%,3.67B,-,-0.10,28.25%,14.26%,0.82%,-312.79M,2449.57,58.84%,15.65%,1.40,-50.91%,1.64M,5.54,-205.19%,-82.26%,26.86M,54.87%,3.33,11.16,-22.21%,-119.10%,43.98 -58.09%,17.69%,1.65,-,- -,-62.27%,8.00 130.38%,-,-,-,- -,-84.66%,9.02%,8.48%,-,-,2238.40,-1089.26%,-3620.94%,1.53,-,-,9.68,-,-19037.98%,56.04,1.00,- -,10.17,-1079.62%,12.96%,1.49,32.25,-,0.02,-,-0.03%,0.53,18.35,132,0.02,Mar 30 BMO,5.37%,19.17M,18.43,"Jul 17, 2023",Yes / Yes,-21.79% -,"

","10,090,167",0.44%,USAR
USA Compression Partners LP,Energy,Oil & Gas Equipment & Services,USA,NYSE,-,31.55,0.85,39.33%,126.80M,-3.50%,3.87B,15.97,1.67,-0.05%,87.95M,-5.95%,6.41B,0.51,0.35,35.84%,3.07%,5.45%,103.03M,3.88,63.97%,2.21%,12.26,16.99%,998.10M,-,20.03%,4.15%,2.70M,16.17%,-0.89,452.53,31.35%,314.74%,28.90 -7.54%,7.27%,0.06,13.98,- -,4.25%,21.85 22.29%,24.45%,2.10 (7.86%),10.62,12.31% 8.37%,38.52%,2.42%,2.92%,66.90%,2.10 (7.86%),6.42,17.39%,31.87%,0.78,106.65%,"Jan 26, 2026",0.55,5.01%,10.32%,40.00,2.86,0.00% 0.00%,1.27,25.41%,-3.69%,0.17,29.29,247.18%,-,2.68%,-2.45%,0.99,26.84,1479,-,Feb 17 BMO,7.68%,220.48K,26.72,"Jan 15, 2013",Yes / Yes,-20.20% -0.42%,"

","219,137",-0.45%,USAC
Liberty All-Star Equity Fund,Financial,Closed-End Fund - Equity,USA,NYSE,-,10.29,0.56,0.09%,301.55M,-0.69%,1.74B,-,-,1.84%,301.27M,0.70%,-,-,-,18.50%,0.09%,-9.15%,-,57.25,-,-,0.24,-8.57%,30.34M,0.84,-,-,0.28M,-8.28%,6.84,-,-,-,6.96 -17.24%,-7.40%,-,-,- -,-,5.40 6.67%,-7.10%,-,-,- -,-,1.52%,1.52%,-33.56%,0.68 (11.81%),-,-,-,0.10,13.61%,"Apr 16, 2026",-,-,-,51.23,-,-0.98% 1.24%,-,-39.20%,1.94%,1.01,-,117.13%,-,-9.80%,-0.85%,1.17,5.91,-,-,-,-7.76%,1.17M,5.76,"Oct 24, 1986",No / Yes,- -,"

","1,375,281",-2.54%,USA
"United Rentals, Inc",Industrials,Rental & Leasing Services,USA,NYSE,S&P 500,20.11,38.67,0.57%,63.10M,1.32%,48.98B,14.80,52.52,-1.10%,62.64M,4.36%,64.19B,1.16,8.95,92.15%,3.02%,-15.25%,2.49B,3.04,9.52%,-3.23%,2.87,-22.29%,16.10B,5.47,14.01%,8.41%,1.89M,-3.93%,142.13,106.71,12.71%,28.36%,1021.47 -23.89%,32.85%,7.29,73.99,9.18% 25.90%,10.97%,557.05 39.57%,105.66%,7.80 (1.00%),9.06,11.41% 13.55%,35.44%,2.54%,2.96%,136.94%,7.34 (0.94%),3.99,-0.28%,24.68%,24.37,1174.57%,"Feb 11, 2026",0.88,4.91%,15.49%,54.16,1.71,- -,0.94,-1.95%,4.35%,1.68,979.37,18.55%,1.75,2.76%,-2.71%,0.74,765.29,28500,1.54,Apr 22 AMC,-9.67%,659.94K,777.49,"Dec 18, 1997",Yes / Yes,-5.96% -0.81%,"

","486,088",1.59%,URI
UroGen Pharma Ltd,Healthcare,Biotechnology,USA,NASD,RUT,-,-3.21,17.98%,48.35M,4.19%,1.04B,20.66,1.04,-0.28%,39.93M,15.06%,1.05B,-,-0.49,82.23%,20.91%,14.14%,-153.49M,9.48,66.75%,3.91%,10.72,28.47%,109.79M,-,197.64%,-63.14%,8.35M,-8.67%,-2.18,8.55,-,-,30.00 -28.70%,105.87%,2.50,-,12.81% 11.57%,-671.51%,3.42 525.44%,122.12%,-,-,19.49% 56.22%,88.66%,6.57%,5.85%,16.57%,-,9.56,0.35%,-113.73%,1.24,-,-,3.65,21.45%,-139.81%,60.92,1.22,- -,4.01,31.63%,12.77%,1.51,36.11,-,-,54.03%,8.34%,1.28,21.51,291,-,Mar 02 BMO,7.47%,778.70K,21.39,"May 04, 2017",Yes / Yes,-7.48% -5.20%,"

","996,749",-0.56%,URGN
"Urban Outfitters, Inc",Consumer Cyclical,Apparel Retail,USA,NASD,RUT,13.71,5.07,42.08%,89.70M,1.11%,5.95B,10.77,6.45,-4.18%,49.58M,6.25%,6.48B,1.46,1.14,80.30%,15.81%,-0.87%,464.92M,0.96,8.28%,-3.38%,4.91,2.30%,6.17B,2.21,9.56%,9.76%,7.84M,-7.68%,31.39,8.55,7.38%,17.59%,84.35 -17.63%,45.66%,8.13,18.88,43.99% 231.76%,12.19%,46.82 48.38%,162.09%,-,8.75,8.74% 12.31%,36.00%,3.88%,3.95%,86.22%,-,1.05,18.69%,9.86%,2.67,121.06%,-,0.88,11.07%,7.54%,60.32,2.31,- -,1.51,-17.43%,7.14%,1.23,85.30,0.00%,0.44,10.12%,4.65%,0.61,68.20,31000,0.36,Feb 25 AMC,-1.85%,1.60M,69.48,"Nov 09, 1993",Yes / Yes,14.05% 0.62%,"

","981,198",1.88%,URBN
Upwork Inc,Communication Services,Internet Content & Information,USA,NASD,RUT,13.25,0.83,7.27%,130.55M,5.94%,1.44B,6.39,1.73,-7.41%,120.90M,-10.45%,1.14B,0.54,0.27,104.92%,18.57%,-44.98%,115.42M,1.83,2.14%,11.88%,5.86,-34.71%,787.78M,2.29,20.18%,9.16%,22.45M,-44.20%,4.83,2.13,11.81%,19.15%,22.84 -51.58%,-12.64%,5.19,6.46,- -,18.03%,10.27 7.74%,7.07%,-,7.30,8.41% 16.09%,77.82%,4.64%,4.73%,-77.43%,-,1.44,-46.04%,16.41%,0.59,-,-,1.46,2.40%,14.65%,42.62,1.73,- -,1.46,-88.88%,0.04%,1.17,21.40,0.00%,0.59,3.62%,-12.68%,0.82,11.30,630,0.02,Feb 09 AMC,-31.06%,3.83M,11.06,"Oct 03, 2018",Yes / Yes,15.53% 0.45%,"

","3,125,319",-2.12%,UPWK
Upstart Holdings Inc,Financial,Credit Services,USA,NASD,RUT,76.95,0.43,12.93%,98.03M,20.72%,3.24B,11.31,2.93,0.39%,85.38M,18.90%,4.08B,0.28,0.39,66.32%,32.37%,-28.76%,53.60M,3.11,19.15%,5.61%,5.38,-34.33%,1.04B,4.06,48.24%,2.01%,27.64M,-24.33%,8.15,3.07,40.97%,7.49%,87.30 -62.10%,-16.06%,10.78,-,- 40.90%,2.00%,23.97 38.08%,114.87%,-,60.54,7.41% 34.93%,97.62%,6.09%,5.79%,-68.38%,-,3.91,137.77%,4.08%,1.83,-,-,3.95,63.99%,5.13%,67.82,2.25,- -,3.95,676.25%,21.73%,2.34,42.62,0.00%,2.37,35.22%,14.20%,1.13,33.36,1405,2.36,May 05 AMC,-33.19%,5.13M,33.09,"Dec 16, 2020",Yes / Yes,-0.98% 2.64%,"

","5,790,676",-0.81%,UPST
"United Parcel Service, Inc",Industrials,Integrated Freight & Logistics,USA,NYSE,S&P 500,16.02,6.56,12.40%,849.96M,3.36%,89.30B,13.23,7.94,-0.02%,744.53M,7.46%,112.02B,2.14,1.05,60.53%,2.36%,-2.18%,5.57B,1.01,-1.97%,3.13%,2.68,25.00%,88.64B,5.50,13.14%,7.78%,17.56M,5.92%,19.12,15.16,6.18%,33.83%,122.41 -14.17%,11.53%,6.93,18.74,-20.80% 33.57%,12.83%,82.00 28.12%,-45.53%,6.57 (6.26%),9.17,-3.95% 0.98%,18.53%,1.90%,2.22%,-41.54%,6.56 (6.24%),1.26,-2.88%,9.56%,2.46,-0.45%,"Feb 17, 2026",1.17,-2.49%,6.29%,62.59,2.44,2.57% 10.18%,1.22,4.19%,6.07%,1.03,113.31,100.07%,1.76,-2.96%,-0.88%,0.81,103.57,460000,1.68,Apr 28 BMO,8.12%,6.55M,105.06,"Nov 10, 1999",Yes / Yes,8.15% 2.02%,"

","5,291,924",1.44%,UPS
Upbound Group Inc,Technology,Software - Application,USA,NASD,RUT,15.10,1.25,9.86%,57.94M,2.05%,1.10B,3.90,4.84,0.08%,52.38M,4.31%,2.83B,0.28,1.07,95.60%,9.29%,-3.38%,73.24M,0.23,1.62%,3.07%,5.99,-11.86%,4.70B,1.57,15.31%,2.47%,4.87M,7.52%,12.01,9.10,13.98%,11.06%,28.02 -32.63%,-7.31%,2.07,4.60,81.33% -19.66%,2.99%,15.82 19.34%,-21.14%,1.57 (8.30%),5.81,3.41% 10.78%,32.70%,3.47%,4.04%,-66.81%,1.56 (8.26%),0.60,-42.54%,7.52%,0.82,25.53%,"Apr 07, 2026",0.67,8.67%,1.56%,52.73,1.43,4.68% 5.74%,2.52,-38.92%,3.69%,1.85,28.50,124.84%,2.67,10.86%,-2.58%,0.94,18.92,12050,2.52,Apr 30 BMO,-10.27%,811.98K,18.88,"Jan 25, 1995",Yes / Yes,3.81% 2.09%,"

","765,940",-0.21%,UPBD
Union Pacific Corp,Industrials,Railroads,USA,NYSE,S&P 500,20.95,11.98,0.19%,593.25M,-0.03%,149.05B,18.47,13.60,-0.18%,592.55M,3.61%,180.35B,2.17,2.85,87.85%,4.76%,10.54%,7.14B,6.08,6.79%,1.77%,8.31,10.56%,24.51B,8.07,9.19%,10.28%,28.20M,8.54%,31.13,97.74,8.50%,40.38%,268.14 -6.37%,15.91%,2.57,27.11,2.22% 8.75%,14.42%,206.63 21.51%,26.46%,5.50 (2.19%),14.65,-0.49% 4.64%,45.65%,1.56%,1.73%,12.73%,5.48 (2.18%),7.36,8.06%,40.04%,4.52,209.16%,"Feb 27, 2026",0.75,1.07%,29.12%,57.39,1.85,2.31% 6.99%,0.91,6.95%,2.88%,0.96,275.09,45.41%,1.78,-0.59%,-0.32%,0.78,248.03,29287,1.68,Apr 23 BMO,7.52%,3.39M,251.07,"Jul 16, 1969",Yes / Yes,-0.11% -0.43%,"

","2,638,858",1.23%,UNP
Unum Group,Financial,Insurance - Life,USA,NYSE,-,18.58,4.25,1.00%,165.69M,3.07%,12.75B,8.15,9.69,-2.08%,159.87M,5.04%,-,0.81,2.05,91.20%,2.02%,-1.05%,738.50M,0.98,7.17%,-1.07%,1.94,3.09%,13.06B,1.18,11.23%,1.41%,3.23M,1.91%,67.11,-,10.02%,6.69%,83.12 -4.99%,4.36%,-,22.96,-15.03% 1.87%,4.94%,68.28 15.68%,97.30%,1.93 (2.44%),-,2.95% -0.16%,-,1.79%,2.05%,171.41%,1.80 (2.28%),-,-55.13%,8.91%,1.68,144.44%,"Apr 24, 2026",-,1.22%,5.66%,69.10,1.60,11.78% 9.07%,-,-46.03%,5.06%,0.21,93.15,41.21%,0.35,0.23%,6.99%,0.72,78.90,10910,0.34,Apr 28 AMC,4.70%,1.66M,78.98,"Nov 06, 1986",Yes / Yes,-9.10% -1.29%,"

","1,200,893",0.10%,UNM
Uniti Group Inc,Real Estate,REIT - Specialty,USA,NASD,RUT,2.99,3.70,5.33%,239.00M,3.66%,2.64B,-,-1.12,-0.06%,226.33M,36.54%,12.53B,-,-0.34,87.25%,6.91%,42.71%,1.25B,1.18,-131.81%,9.19%,7.14,106.34%,2.23B,6.95,27.72%,14.78%,15.64M,57.77%,1.59,19.72,-,-,11.06 0.00%,46.23%,0.56,-,- -,12.21%,5.30 108.68%,100.24%,-,11.20,25.56% 15.93%,33.70%,2.61%,5.17%,-38.49%,-,5.61,845.94%,17.02%,0.44,-71.60%,"Jun 14, 2024",0.70,91.49%,56.13%,80.55,2.89,- -,0.74,-942.39%,16.95%,1.40,8.81,0.00%,26.35,212.74%,28.85%,1.03,11.05,-,26.01,Mar 02 BMO,51.65%,2.19M,11.06,"Apr 20, 2015",Yes / Yes,-233.24% 4.62%,"

","2,263,203",0.09%,UNIT
Unitedhealth Group Inc,Healthcare,Healthcare Plans,USA,NYSE,"DJIA, S&P 500",23.98,13.19,0.21%,906.00M,3.09%,287.19B,15.72,20.13,0.00%,905.79M,10.03%,-,1.10,6.59,83.90%,1.95%,-5.54%,12.06B,0.64,9.26%,0.53%,1.76,-12.09%,447.57B,3.05,12.71%,3.92%,17.69M,-4.15%,103.87,-,14.23%,12.91%,594.81 -46.81%,-45.92%,-,17.87,-14.51% -3.76%,7.09%,234.60 34.87%,-38.18%,8.83 (2.79%),-,11.35% 11.72%,-,2.32%,2.69%,-19.08%,8.84 (2.79%),-,-15.23%,4.24%,8.41,148.49%,"Mar 09, 2026",-,11.81%,2.69%,69.41,1.69,10.90% 12.57%,0.79,-99.82%,10.19%,0.46,359.31,65.97%,0.88,12.31%,10.88%,0.51,314.05,390000,0.81,Apr 21 BMO,1.21%,10.05M,316.40,"Oct 17, 1984",Yes / Yes,0.27% -0.49%,"

","5,174,163",0.75%,UNH
United Natural Foods Inc,Consumer Defensive,Food Distribution,USA,NYSE,RUT,-,-1.30,2.51%,60.80M,-0.91%,2.86B,14.63,3.21,0.22%,59.23M,17.00%,6.04B,0.20,0.76,95.97%,4.22%,35.45%,-78.00M,0.09,260.69%,-0.15%,3.28,11.82%,31.54B,1.84,25.41%,-1.04%,2.50M,39.59%,25.51,54.91,74.65%,-4.91%,48.13 -2.35%,93.97%,0.86,7.23,- 17.38%,-1.68%,20.78 126.18%,82.95%,-,10.56,3.19% 3.66%,12.48%,2.87%,3.59%,30.63%,-,0.19,6.45%,0.83%,1.69,31.87%,-,0.52,-0.44%,-0.25%,63.40,2.27,- -,1.33,740.56%,5.46%,0.79,47.56,-,2.09,-2.59%,13.60%,0.61,46.97,25600,1.99,Mar 10 BMO,34.72%,762.03K,47.00,"Nov 01, 1996",Yes / Yes,22.75% -1.99%,"

","461,830",0.06%,UNFI
Unifirst Corp,Industrials,Specialty Business Services,USA,NYSE,RUT,35.54,7.38,17.36%,14.53M,1.90%,4.55B,33.09,7.92,-0.09%,14.36M,-4.13%,4.48B,44.12,1.90,82.27%,3.36%,29.77%,135.55M,1.84,-13.89%,-1.66%,1.54,60.62%,2.47B,2.09,11.37%,4.90%,0.48M,35.89%,125.70,28.92,0.75%,6.27%,283.77 -7.62%,51.17%,9.06,50.41,13.47% 2.28%,6.04%,147.66 77.53%,56.52%,1.39 (0.53%),14.32,6.73% 6.16%,30.88%,1.38%,2.04%,15.14%,1.43 (0.55%),1.81,-8.22%,6.84%,5.68,137.23%,"Jun 05, 2026",1.72,0.76%,5.49%,59.15,3.17,5.27% 6.96%,3.04,-13.92%,1.70%,0.67,279.00,17.54%,0.04,3.36%,5.74%,0.54,259.81,16000,0.03,Apr 01 BMO,35.07%,312.75K,262.14,"Jun 07, 1983",Yes / Yes,4.88% 1.17%,"

","168,448",0.90%,UNF
UMH Properties Inc,Real Estate,REIT - Residential,USA,NYSE,RUT,216.74,0.07,6.19%,84.85M,-1.30%,1.29B,133.68,0.11,0.07%,79.75M,2.36%,2.30B,-,0.01,82.40%,4.52%,-5.61%,5.97M,4.92,51.43%,3.58%,6.43,4.63%,261.75M,2.21,6.92%,1.62%,3.61M,-4.78%,6.87,17.86,-,2.91%,17.97 -15.69%,-10.57%,0.85,15.71,- -,0.37%,13.93 8.76%,8.19%,0.90 (5.97%),20.55,10.17% 9.85%,29.28%,1.70%,1.79%,-17.88%,0.90 (5.94%),8.80,178.66%,17.40%,0.29,67.07%,"May 15, 2026",2.15,8.81%,2.28%,54.09,1.50,3.62% 4.33%,2.66,-2100.00%,2.72%,1.00,19.36,1264.20%,0.84,8.23%,-0.26%,0.75,15.30,540,0.78,Apr 30 AMC,-2.12%,560.42K,15.15,"Feb 20, 1985",Yes / Yes,-123.53% -15.28%,"

","418,598",-0.98%,UMH
United Micro Electronics ADR,Technology,Semiconductors,Taiwan,NYSE,-,19.81,0.54,0.00%,2.52B,11.44%,26.72B,14.79,0.72,-,2.52B,11.55%,25.15B,1.35,0.13,6.05%,1.20%,20.82%,1.35B,3.50,12.41%,4.09%,2.99,43.51%,7.63B,2.21,19.64%,7.53%,30.27M,35.11%,4.80,6.54,10.93%,11.43%,12.68 -16.25%,55.04%,1.62,15.89,-23.31% 5.48%,9.85%,6.56 61.89%,26.88%,0.43 (4.07%),7.74,-6.57% 4.89%,27.15%,2.19%,2.52%,19.51%,0.48 (4.55%),3.30,-8.52%,17.69%,0.35,466.50%,"Jun 24, 2025",1.91,5.48%,17.69%,68.51,3.67,- -,2.34,24.73%,14.47%,1.07,8.87,-,0.21,6.64%,9.34%,1.14,9.95,-,0.13,Jan 28 AMC,29.61%,10.11M,10.62,"Sep 19, 2000",Yes / Yes,-4.78% 1.77%,"

","11,519,516",6.73%,UMC
UMB Financial Corp,Financial,Banks - Regional,USA,NASD,RUT,13.19,9.14,4.04%,75.96M,-0.22%,9.18B,9.11,13.23,-1.25%,73.06M,8.89%,-,0.92,2.82,93.79%,3.85%,-0.16%,684.62M,2.22,6.30%,0.59%,4.85,1.80%,4.13B,1.24,9.65%,1.13%,2.81M,4.79%,97.41,-,9.90%,12.59%,136.11 -11.43%,32.40%,-,9.44,1.62% 9.41%,8.32%,89.34 34.93%,107.17%,1.72 (1.43%),-,34.42% 26.89%,-,1.65%,2.25%,27.78%,1.66 (1.38%),-,1.53%,21.20%,2.97,134.90%,"Mar 10, 2026",-,47.88%,16.59%,62.37,1.38,3.04% 5.45%,0.48,12.38%,4.79%,0.76,142.23,17.54%,0.50,51.20%,1.44%,0.88,119.87,5222,0.07,Apr 28 AMC,3.60%,579.98K,120.55,"Mar 17, 1980",Yes / Yes,13.89% 6.36%,"

","510,208",0.57%,UMBF
Ulta Beauty Inc,Consumer Cyclical,Specialty Retail,USA,NASD,S&P 500,21.04,25.64,0.29%,44.17M,1.25%,23.59B,17.06,31.61,-0.36%,43.61M,3.13%,25.28B,1.63,6.88,99.41%,4.85%,-18.74%,1.15B,1.90,11.30%,-3.27%,3.12,-0.29%,12.39B,8.50,10.79%,16.12%,2.12M,-10.84%,63.48,47.74,10.47%,43.59%,714.97 -24.55%,54.31%,11.30,22.11,2.21% 52.49%,24.99%,347.48 55.24%,0.89%,-,13.67,6.68% 15.04%,39.10%,2.62%,2.95%,63.12%,-,2.04,1.00%,12.50%,17.62,164.35%,-,0.41,9.71%,9.31%,43.97,1.97,- -,1.39,-5.32%,2.17%,0.92,686.57,0.00%,0.78,11.78%,-10.63%,1.03,539.14,65000,0.65,Mar 12 AMC,-4.23%,678.35K,539.44,"Oct 25, 2007",Yes / Yes,-1.06% 1.56%,"

","701,770",0.06%,ULTA
UL Solutions Inc,Industrials,Specialty Business Services,USA,NYSE,-,56.20,1.59,61.99%,77.27M,6.06%,18.02B,36.18,2.48,-10.35%,76.42M,4.45%,18.44B,3.22,0.41,43.28%,5.72%,16.36%,324.00M,5.90,10.50%,8.76%,4.76,15.55%,3.05B,14.27,12.64%,11.33%,4.37M,13.63%,6.28,61.07,11.23%,29.92%,91.95 -2.54%,62.40%,1.47,44.70,3.00% 6.75%,17.03%,52.40 71.01%,-,0.59 (0.66%),24.68,6.60% 5.82%,49.23%,3.03%,3.50%,-,0.54 (0.60%),6.04,-0.98%,18.31%,2.99,-,"Mar 02, 2026",1.32,6.38%,10.61%,62.77,2.21,- -,1.32,-20.04%,5.10%,0.67,94.98,32.48%,0.54,6.77%,10.09%,0.53,90.42,14851,0.51,Feb 19 BMO,17.50%,919.83K,89.61,"Apr 12, 2024",Yes / Yes,18.97% 0.85%,"

","483,049",-0.90%,ULS
