Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Sezzle Inc,Financial,Credit Services,USA,NASD,RUT,17.55,3.73,51.31%,33.80M,-5.40%,2.21B,11.06,5.92,-0.29%,16.46M,3.33%,2.28B,-,1.20,39.29%,27.57%,-1.00%,133.13M,4.92,30.54%,24.04%,5.74,-26.25%,450.28M,13.04,26.36%,38.03%,4.54M,3.21%,5.02,30.56,-,103.34%,186.74 -64.92%,80.59%,2.14,10.58,- -,42.88%,24.86 163.52%,-,-,12.81,53.06% 50.26%,72.87%,5.51%,7.94%,-,-,5.07,68.68%,39.26%,5.31,-,-,3.92,66.08%,29.57%,45.94,1.40,- -,3.92,72.31%,-5.11%,8.52,97.00,0.00%,0.83,32.22%,-4.27%,0.48,68.12,201,0.83,Feb 25 AMC,-27.52%,790.25K,65.51,"Aug 17, 2023",Yes / Yes,25.26% 1.79%,"

","382,480",-3.83%,SEZL
Septerna Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-1.11,39.85%,44.81M,-8.36%,1.08B,-,-2.34,-0.43%,27.01M,-20.43%,715.22M,-,-0.37,65.36%,6.84%,-11.30%,-48.88M,23.56,-49.09%,2.54%,6.08,66.97%,45.95M,2.83,-42.51%,-9.24%,1.85M,-13.52%,8.52,2.77,-,-12.19%,32.63 -26.11%,286.38%,8.71,9.87,-18.79% -,-12.12%,4.66 417.38%,-,-,-,- -,96.52%,7.04%,7.47%,-,-,15.57,38.11%,-175.83%,1.92,-,-,4.73,4174.51%,-106.37%,37.22,1.00,- -,4.73,62.25%,-12.92%,3.60,45.50,-,0.06,11276.42%,-9.56%,0.76,25.17,130,0.06,Mar 09 AMC,21.65%,303.85K,24.11,"Oct 25, 2024",Yes / Yes,5.62% 32.52%,"

","232,076",-4.21%,SEPN
SEMrush Holdings Inc,Technology,Software - Application,USA,NYSE,RUT,-,-0.13,71.38%,129.74M,0.00%,1.80B,24.33,0.49,-0.98%,43.21M,0.93%,1.55B,1.53,0.09,30.49%,12.39%,0.51%,-18.96M,4.06,3.23%,5.74%,2.59,60.86%,443.64M,6.23,24.05%,-4.39%,5.35M,0.25%,1.91,6.68,15.85%,-6.95%,11.95 -0.25%,23.65%,1.78,31.14,18.97% -19.67%,-6.41%,6.56 81.76%,39.25%,-,-,20.38% 28.86%,80.55%,0.14%,0.23%,-,-,3.48,-325.18%,-5.04%,0.03,-,-,2.02,17.74%,-4.27%,60.38,3.00,- -,2.02,-430.80%,0.33%,1.54,12.00,0.00%,0.04,14.63%,0.34%,0.38,11.93,1567,0.02,Mar 02 AMC,23.66%,2.07M,11.92,"Mar 25, 2021",Yes / Yes,11.39% -0.82%,"

","785,133",-0.08%,SEMR
Select Medical Holdings Corporation,Healthcare,Medical Care Facilities,USA,NYSE,RUT,14.03,1.16,14.14%,124.02M,0.31%,2.02B,11.66,1.39,0.00%,106.48M,-0.79%,5.19B,1.28,0.46,81.53%,2.85%,3.90%,146.22M,0.37,8.48%,0.13%,1.85,33.97%,5.45B,1.18,10.76%,2.49%,3.03M,9.43%,13.75,75.99,9.11%,8.44%,18.60 -12.66%,-3.90%,0.21,17.19,-1.82% -9.58%,3.37%,11.65 39.48%,21.91%,0.17 (1.03%),10.92,-4.87% -0.29%,8.97%,0.19%,1.30%,-16.74%,0.25 (1.53%),0.95,-30.16%,6.14%,0.21,164.22%,"Mar 02, 2026",1.04,-17.66%,2.68%,63.13,2.83,-20.63% -,1.04,231.00%,3.03%,1.17,17.30,21.46%,1.68,6.41%,4.43%,2.43,16.26,45300,1.55,Feb 19 AMC,13.31%,1.64M,16.25,"Sep 25, 2009",Yes / Yes,-31.06% 2.41%,"

","3,984,807",-0.06%,SEM
SEI Investments Co,Financial,Asset Management,USA,NASD,-,13.77,5.63,18.07%,122.23M,-2.60%,9.48B,12.13,6.40,-1.08%,100.15M,-1.83%,9.33B,0.95,1.35,73.62%,1.64%,-5.39%,715.30M,4.12,10.63%,-0.06%,2.17,-11.05%,2.30B,3.87,12.72%,23.53%,1.64M,-5.43%,20.03,21.87,12.81%,30.44%,93.96 -17.44%,3.50%,3.55,16.27,17.61% 13.40%,28.99%,64.66 19.96%,40.68%,1.07 (1.38%),13.12,4.97% 6.44%,85.91%,2.50%,2.93%,27.08%,1.01 (1.30%),4.06,28.99%,27.59%,2.49,84.91%,"Dec 29, 2025",3.29,8.11%,31.10%,37.82,1.57,6.76% 7.00%,3.29,16.19%,-3.77%,0.95,113.40,17.94%,0.01,9.25%,-6.66%,0.66,78.77,5029,0.01,Jan 28 AMC,-8.62%,755.69K,77.57,"Mar 25, 1981",Yes / Yes,7.99% 1.75%,"

","498,059",-1.52%,SEIC
Solaris Energy Infrastructure Inc,Energy,Oil & Gas Equipment & Services,USA,NYSE,RUT,100.73,0.68,24.81%,53.08M,23.87%,4.70B,23.81,2.88,-11.31%,39.94M,30.49%,5.69B,0.25,0.34,125.18%,31.84%,57.39%,28.56M,7.55,135.97%,24.74%,4.62,113.12%,622.21M,6.45,84.90%,1.75%,12.72M,49.14%,10.63,13.29,94.61%,6.21%,66.66 2.85%,198.48%,5.16,-,0.77% -,1.75%,14.27 380.45%,777.85%,0.48 (0.70%),25.87,24.81% 43.30%,32.32%,8.66%,8.64%,372.83%,0.48 (0.70%),9.14,44.48%,21.78%,4.96,-,"Mar 10, 2026",2.87,98.73%,4.59%,71.33,1.15,4.55% 2.71%,2.96,-119.92%,29.55%,1.07,69.67,72.69%,1.91,86.61%,28.94%,2.26,63.19,468,1.90,Feb 24 AMC,62.84%,2.75M,68.56,"May 12, 2017",Yes / Yes,-113.15% 9.55%,"

","6,221,158",8.50%,SEI
Sealed Air Corp,Consumer Cyclical,Packaging & Containers,USA,NYSE,-,13.95,2.99,1.80%,147.25M,-0.57%,6.15B,11.34,3.68,0.00%,144.73M,-0.50%,9.91B,2.00,0.79,93.42%,6.77%,-0.81%,441.20M,1.15,1.88%,-7.38%,3.15,23.24%,5.36B,4.97,8.14%,6.29%,9.80M,0.75%,8.40,17.81,5.66%,47.39%,44.27 -5.71%,39.79%,2.34,13.42,-3.54% -0.72%,9.63%,22.78 83.23%,-5.35%,0.81 (1.94%),9.07,-1.70% 1.80%,28.67%,0.27%,0.23%,-9.06%,0.80 (1.92%),1.85,62.12%,15.81%,0.12,-11.36%,"Mar 13, 2026",0.56,-0.61%,8.23%,39.01,2.90,0.00% 4.56%,0.91,11196.30%,-0.45%,1.33,44.03,26.75%,3.31,2.05%,-0.24%,1.01,41.81,16100,2.70,Mar 02 BMO,13.99%,3.11M,41.74,"May 31, 1979",Yes / Yes,5.38% 4.38%,"

","3,153,168",-0.17%,SEE
Solaredge Technologies Inc,Technology,Solar,Israel,NASD,-,-,-6.88,2.47%,60.36M,24.36%,2.71B,28.32,1.58,0.00%,58.87M,20.87%,2.54B,-,-0.29,103.49%,18.42%,57.25%,-405.45M,2.29,101.58%,1.93%,3.49,35.55%,1.18B,6.34,4100.98%,-16.85%,10.85M,55.56%,7.08,4.69,-,-74.68%,48.60 -7.65%,165.88%,9.57,33.53,- -,-49.80%,11.00 308.00%,-83.20%,-,-,-27.52% -4.09%,15.29%,6.05%,8.92%,-83.16%,-,2.14,77.95%,-22.18%,3.09,71.30%,-,1.48,27.78%,-34.23%,63.47,3.29,- -,2.17,55.80%,16.81%,1.56,34.90,-,0.95,70.91%,25.51%,1.33,42.88,3576,0.90,Feb 18 BMO,40.81%,3.11M,44.88,"Mar 26, 2015",Yes / Yes,46.28% 1.60%,"

","4,122,487",4.66%,SEDG
Seaboard Corp,Industrials,Conglomerates,USA,AMEX,-,9.62,516.02,74.56%,0.96M,0.30%,4.75B,-,-,0.00%,0.24M,1.00%,5.45B,-,-,23.50%,6.33%,10.44%,496.00M,0.49,-,1.30%,0.75,26.86%,9.75B,0.91,-,5.90%,0.02M,11.68%,5441.67,3.82,-,9.98%,5654.00 -12.20%,83.99%,1299.86,792.43,0.98% 16.12%,7.61%,2437.00 103.70%,30.81%,-,9.68,-4.65% 6.46%,7.17%,3.22%,3.77%,34.17%,9.00 (0.18%),0.56,469.42%,2.51%,196.89,74.18%,"Feb 23, 2026",1.40,7.10%,5.09%,47.64,-,0.00% 0.00%,2.40,66.56%,-0.50%,0.35,-,1.75%,0.37,-2.90%,-0.40%,1.00,4941.54,14000,0.25,Feb 12 AMC,25.73%,20.15K,4964.12,"Jul 02, 1962",No / Yes,- -,"

","20,117",0.46%,SEB
Sea Ltd ADR,Consumer Cyclical,Internet Retail,Singapore,NYSE,-,32.75,2.58,-,546.49M,-3.81%,46.16B,17.82,4.74,-,539.56M,-22.15%,36.83B,0.94,0.81,69.88%,3.52%,-30.51%,1.58B,2.01,3.30%,0.53%,3.21,-55.32%,22.94B,4.90,31.15%,6.07%,18.98M,-33.79%,17.22,3.61,19.02%,15.10%,199.30 -57.62%,-32.49%,23.40,-,- -,11.15%,77.05 9.63%,7.74%,-,18.91,22.59% 39.28%,45.84%,3.43%,4.73%,-60.02%,-,1.61,245.29%,8.13%,5.08,-,-,1.57,36.38%,6.88%,31.17,1.25,- -,1.58,62.00%,-12.85%,1.67,141.88,0.00%,0.27,38.41%,-23.86%,0.54,87.59,80700,0.13,Mar 03 BMO,-42.64%,5.91M,84.47,"Oct 20, 2017",Yes / Yes,4.26% 6.21%,"

","3,166,514",-3.56%,SE
Seadrill Ltd,Energy,Oil & Gas Drilling,Bermuda,NYSE,RUT,-,-1.24,-,62.37M,2.89%,2.75B,12.74,3.47,-,-,3.95%,3.02B,-,-0.26,104.41%,-,38.11%,-77.00M,1.91,163.57%,0.07%,4.95,29.83%,1.44B,0.96,339.98%,-1.90%,4.61M,27.69%,45.82,7.53,-,-2.67%,45.90 -3.75%,77.00%,5.87,-,- 51.57%,-2.21%,17.74 149.04%,28.62%,0.33 (0.75%),9.79,12.40% 6.29%,12.04%,4.02%,4.00%,-,-,2.10,-119.04%,4.87%,1.85,-,-,1.81,3.75%,-5.36%,57.29,1.75,- -,1.81,-110.15%,1.35%,1.86,49.45,0.00%,0.22,25.26%,9.52%,1.12,45.12,3000,0.22,Feb 25 AMC,34.64%,931.75K,44.18,"Jun 13, 2022",Yes / Yes,-404.18% 7.27%,"

","1,045,145",-2.08%,SDRL
Stepan Co,Basic Materials,Specialty Chemicals,USA,NYSE,RUT,22.11,2.05,4.88%,22.62M,-2.87%,1.03B,10.86,4.17,0.00%,21.53M,-31.84%,1.58B,-,0.44,85.42%,1.94%,-6.02%,46.90M,0.44,55.22%,-0.61%,2.31,-7.15%,2.33B,0.82,47.61%,2.01%,0.42M,-4.35%,54.99,7.73,-,3.89%,68.00 -33.38%,-22.84%,5.86,40.42,-31.52% -17.78%,2.87%,41.82 8.32%,-52.31%,-,8.13,-5.61% 4.52%,11.57%,2.88%,4.03%,-65.27%,1.56 (3.44%),0.68,-7.05%,2.95%,1.93,-17.17%,"Mar 02, 2026",0.84,6.96%,2.01%,25.08,1.00,4.20% 6.52%,1.29,49.52%,-10.61%,1.05,75.00,75.66%,0.56,5.38%,-17.21%,1.06,46.85,2328,0.31,Feb 23 BMO,-10.99%,181.31K,45.30,"Jul 02, 1962",Yes / Yes,-105.06% -2.93%,"

","192,638",-3.31%,SCL
Service Corp. International,Consumer Cyclical,Personal Services,USA,NYSE,-,20.23,3.80,2.99%,139.68M,-3.13%,10.71B,16.63,4.63,-3.84%,135.06M,-4.37%,15.68B,1.57,1.01,89.22%,3.41%,-1.59%,542.61M,2.49,9.08%,0.76%,4.37,-3.60%,4.31B,6.56,10.20%,3.01%,4.60M,-1.31%,11.73,43.58,10.58%,32.72%,86.67 -11.21%,-2.68%,1.77,22.12,2.51% 5.70%,8.02%,71.75 7.25%,18.09%,2.25 (2.92%),11.93,1.60% 4.18%,26.46%,2.16%,2.47%,57.62%,1.32 (1.72%),3.64,7.33%,22.60%,2.06,224.55%,"Mar 13, 2026",0.50,2.93%,12.59%,35.36,1.17,8.42% 10.76%,0.55,9.11%,-4.89%,1.01,97.83,34.19%,3.18,1.69%,-5.17%,1.07,79.37,25187,3.13,Feb 11 AMC,-3.96%,1.05M,76.95,"Dec 07, 1970",Yes / Yes,-0.42% -0.48%,"

","1,126,564",-3.05%,SCI
Charles Schwab Corp,Financial,Capital Markets,USA,NYSE,S&P 500,20.02,4.66,5.84%,1.76B,0.66%,163.45B,13.60,6.86,-1.29%,1.65B,0.21%,129.55B,0.78,1.35,83.90%,0.77%,-2.10%,8.42B,5.91,20.68%,-1.33%,1.21,2.47%,27.68B,3.84,16.66%,1.82%,12.74M,-6.64%,24.26,2.25,17.53%,18.10%,107.50 -13.23%,20.27%,41.39,12.31,9.92% 17.02%,12.02%,65.88 41.59%,65.36%,1.20 (1.29%),8.91,7.45% 17.98%,83.42%,1.81%,2.36%,41.18%,1.13 (1.21%),4.68,55.98%,47.64%,2.45,228.80%,"Feb 13, 2026",1.28,6.45%,30.41%,42.72,1.55,8.74% 8.45%,1.28,42.43%,-1.01%,0.92,121.17,23.21%,0.64,7.81%,-5.37%,0.78,93.93,33000,0.42,Jan 21 BMO,-2.10%,10.55M,93.28,"Sep 22, 1987",Yes / Yes,-0.40% -0.70%,"

","8,175,210",-0.69%,SCHW
Southern Copper Corporation,Basic Materials,Copper,USA,NYSE,-,32.10,5.19,89.74%,826.06M,-13.18%,136.56B,26.11,6.39,-0.00%,84.01M,-11.32%,139.13B,3.39,1.76,9.10%,14.79%,16.88%,4.33B,10.18,33.25%,0.13%,6.10,55.04%,13.42B,12.48,-7.77%,21.62%,12.43M,17.19%,13.36,27.82,7.70%,42.90%,223.88 -25.53%,73.60%,5.99,39.85,17.64% 22.29%,23.60%,72.75 129.18%,159.33%,4.07 (2.44%),17.64,10.13% 10.94%,53.20%,4.12%,4.64%,142.16%,3.32 (1.99%),10.37,26.70%,52.17%,10.42,531.78%,"Nov 12, 2025",3.40,17.38%,32.30%,36.16,3.80,-2.82% 16.54%,3.89,60.43%,-14.97%,1.13,153.62,57.85%,0.67,38.99%,-12.46%,0.99,177.02,16617,0.66,Jan 27 BMO,24.86%,2.04M,166.72,"Jan 05, 1996",Yes / Yes,1.43% 4.30%,"

","2,013,920",-5.82%,SCCO
Starbucks Corp,Consumer Cyclical,Restaurants,USA,NASD,"NDX, S&P 500",77.20,1.20,0.22%,1.14B,-8.66%,105.57B,31.44,2.95,0.28%,1.14B,-2.86%,127.45B,1.62,0.41,81.94%,3.63%,8.50%,1.37B,2.80,7.57%,-0.86%,4.43,9.83%,37.68B,-,28.64%,4.27%,41.24M,10.03%,-7.36,29.34,19.42%,-,104.82 -11.60%,-5.72%,3.16,45.17,-16.85% 15.70%,9.61%,75.50 22.73%,-6.12%,2.51 (2.71%),24.96,4.86% 9.59%,15.73%,2.73%,2.65%,-13.90%,2.46 (2.65%),3.38,-61.20%,8.85%,2.73,55.21%,"Feb 13, 2026",0.86,4.32%,3.63%,37.10,2.48,7.57% 8.27%,1.05,-62.56%,-5.27%,0.92,100.60,149.81%,-,5.53%,-3.05%,0.81,97.57,381000,-,Jan 28 BMO,3.54%,9.31M,92.66,"Jun 26, 1992",Yes / Yes,-4.39% 2.70%,"

","7,579,302",-5.03%,SBUX
Sibanye Stillwater Limited ADR,Basic Materials,Other Precious Metals & Mining,South Africa,NYSE,-,-,-0.40,0.00%,707.64M,-10.14%,8.84B,4.79,2.61,-,707.64M,-22.23%,10.73B,-,-,20.69%,1.99%,-7.96%,-286.23M,1.21,833.14%,5.46%,1.85,44.90%,7.29B,3.89,-22.05%,-3.50%,14.11M,-12.35%,3.21,8.53,-,-12.14%,21.29 -41.33%,189.12%,1.46,84.39,- -,-6.60%,3.18 292.77%,50.66%,1.10 (8.84%),5.46,-4.94% -1.28%,23.87%,4.31%,4.78%,-34.47%,-,1.47,27.86%,18.98%,1.00,32.42%,"Mar 20, 2026",0.86,19.11%,-3.93%,34.52,2.27,- -,1.78,-4383.33%,-16.29%,0.71,20.41,-,1.11,35.87%,-23.52%,0.89,13.36,72423,0.82,Feb 20 BMO,7.83%,7.65M,12.49,"Feb 11, 2013",Yes / Yes,-125.38% 20.56%,"

","6,798,988",-6.51%,SBSW
Companhia de Saneamento Basico do Estado de Sao Paulo. ADR,Utilities,Utilities - Regulated Water,Brazil,NYSE,-,13.13,2.14,0.00%,700.22M,-1.82%,19.69B,11.53,2.44,-,700.21M,-3.73%,24.73B,-,0.34,10.36%,0.48%,12.84%,1.52B,2.88,-22.44%,-1.66%,2.49,21.30%,6.84B,2.54,33.87%,9.30%,3.35M,17.90%,11.05,8.72,-16.43%,22.23%,30.63 -8.19%,64.60%,3.23,13.53,38.48% 53.44%,10.78%,16.05 75.21%,208.45%,0.74 (2.64%),9.53,16.88% 14.59%,36.45%,2.68%,2.70%,312.04%,1.07 (3.81%),3.61,-11.06%,32.17%,0.95,454.83%,"Dec 29, 2025",1.12,2.62%,22.28%,49.24,1.31,55.85% 21.52%,1.12,113.97%,-2.44%,0.77,29.95,21.63%,0.94,55.66%,2.91%,1.09,28.76,8717,0.83,Mar 16 BMO,19.32%,1.35M,28.12,"May 10, 2002",Yes / Yes,14.74% -0.03%,"

","1,472,224",-2.23%,SBS
Sabra Healthcare REIT Inc,Real Estate,REIT - Healthcare Facilities,USA,NASD,RUT,32.23,0.64,2.09%,251.70M,-0.10%,5.20B,26.73,0.77,0.00%,246.87M,0.19%,7.68B,3.20,0.16,103.28%,10.07%,7.48%,155.61M,6.72,8.49%,7.60%,9.20,9.33%,773.78M,1.84,11.16%,2.88%,24.87M,8.92%,11.21,66.57,8.36%,5.59%,21.07 -2.09%,16.03%,0.31,14.64,- -0.96%,2.90%,15.75 30.98%,100.79%,1.22 (5.91%),16.97,7.62% 5.48%,40.80%,2.22%,2.20%,22.52%,1.20 (5.82%),9.93,19.69%,34.34%,0.45,8.30%,"Feb 13, 2026",0.64,10.37%,20.11%,56.47,2.08,0.00% -2.33%,0.64,-44.71%,0.56%,0.63,21.85,188.56%,0.91,14.47%,4.58%,0.92,20.74,58,0.90,Feb 12 AMC,9.50%,2.70M,20.63,"Apr 02, 2002",Yes / Yes,-32.97% 7.04%,"

","2,495,383",-0.53%,SBRA
Sabine Royalty Trust,Energy,Oil & Gas Midstream,USA,NYSE,-,14.68,5.04,3.70%,14.58M,-1.03%,1.08B,-,-,0.00%,14.04M,6.52%,1.07B,-,-,15.09%,0.06%,6.74%,73.44M,13.91,-,-1.58%,0.22,-3.41%,77.53M,157.49,-,869.45%,0.01M,7.88%,0.47,142.46,-,944.34%,84.39 -12.35%,12.30%,0.52,-,-15.72% 17.13%,1072.55%,58.25 26.99%,11.74%,-,14.58,-14.94% 16.35%,-,2.37%,2.39%,142.05%,4.87 (6.58%),13.81,-7.78%,94.72%,1.79,130.80%,"Mar 16, 2026",9.51,-6.78%,94.72%,54.74,-,-15.82% 16.54%,9.51,-31.32%,1.31%,0.31,-,102.52%,0.00,-30.17%,4.55%,1.28,75.30,-,0.00,-,4.01%,39.46K,73.97,"Jan 03, 1983",No / Yes,- -,"

","50,339",-1.77%,SBR
Star Bulk Carriers Corp,Industrials,Marine Shipping,Greece,NASD,-,30.96,0.74,22.78%,113.85M,-2.19%,2.60B,7.14,3.19,0.00%,87.91M,-7.05%,3.17B,0.12,0.43,31.68%,1.36%,25.07%,84.17M,2.49,227.74%,3.00%,0.74,18.13%,1.04B,1.08,0.39%,2.13%,1.19M,18.63%,21.15,5.19,58.89%,3.41%,27.20 -16.18%,36.69%,4.39,11.98,-49.12% 48.67%,2.56%,12.06 89.05%,11.44%,2.42 (10.60%),10.25,-10.15% 8.54%,22.48%,3.77%,3.48%,39.88%,0.58 (2.54%),3.04,-74.58%,13.49%,0.89,533.33%,"Mar 09, 2026",1.55,-17.62%,8.07%,44.29,1.33,-64.13% 43.10%,1.78,58.91%,-6.19%,0.79,28.13,41.10%,0.44,-2.70%,-0.53%,1.11,22.23,301,0.34,Feb 25 AMC,16.30%,1.60M,22.80,"Feb 27, 2006",Yes / Yes,2.07% -11.53%,"

","1,778,415",2.56%,SBLK
Sally Beauty Holdings Inc,Consumer Cyclical,Specialty Retail,USA,NYSE,RUT,7.68,1.76,1.30%,97.49M,-9.44%,1.31B,5.98,2.26,-1.63%,95.75M,-13.99%,2.70B,0.68,0.41,119.49%,18.97%,-9.32%,180.42M,0.35,8.88%,-2.64%,10.88,-10.23%,3.71B,1.60,9.29%,6.49%,18.17M,-5.19%,8.45,8.34,8.84%,24.38%,17.92 -24.55%,54.51%,1.62,6.05,4.27% 13.82%,8.19%,7.54 79.31%,-5.78%,-,6.61,-1.01% 1.04%,51.62%,3.86%,3.97%,-33.14%,-,0.73,5.81%,8.36%,0.70,-58.40%,-,0.57,-0.45%,4.87%,31.79,2.40,- -,2.37,-22.21%,-11.27%,1.11,18.80,0.00%,1.87,0.56%,-13.00%,0.96,14.10,27000,1.68,Feb 09 BMO,-1.78%,1.67M,13.52,"Nov 13, 2006",Yes / Yes,3.45% 0.31%,"

","1,595,471",-4.11%,SBH
Sinclair Inc,Communication Services,Broadcasting,USA,NASD,RUT,-,-1.69,42.46%,45.98M,-5.51%,946.09M,-,-1.38,-0.21%,41.21M,-11.64%,4.53B,-,-0.80,41.89%,8.20%,-18.20%,-112.00M,0.30,162.73%,1.45%,8.19,-5.24%,3.17B,2.08,-236.14%,-1.77%,3.38M,-13.66%,6.35,1.09,-,-21.83%,17.88 -26.12%,-17.39%,12.09,8.23,- 44.29%,-2.28%,11.89 11.08%,4.47%,-,9.49,-6.91% -11.82%,36.13%,3.53%,4.85%,-63.19%,1.00 (7.57%),1.43,-135.92%,4.86%,0.69,-59.15%,"Mar 10, 2026",2.42,-10.68%,-3.53%,35.02,3.00,0.00% 4.56%,2.42,-40.56%,-10.06%,0.98,18.20,21.32%,10.20,-16.73%,-10.35%,1.22,14.07,7100,10.09,Feb 25 AMC,-9.00%,413.02K,13.21,"Jun 07, 1995",Yes / Yes,2653.54% -0.31%,"

","504,949",-6.11%,SBGI
Sharplink Inc,Financial,Capital Markets,USA,NASD,-,-,-9.22,2.72%,196.70M,3.69%,1.55B,1.75,4.51,0.00%,191.79M,18.17%,1.52B,-,-0.79,44.41%,14.44%,-17.25%,-734.59M,55.32,119.27%,14.68%,3.79,-53.57%,28.05M,0.64,217.50%,-60.35%,27.68M,-11.97%,12.30,51.01,-,-60.68%,124.12 -93.66%,99.77%,0.15,-,78.44% 22.18%,-30.37%,2.26 248.85%,-82.01%,-,-,100.32% 65.22%,93.22%,4.97%,6.25%,-98.77%,-,54.23,35.68%,-116.73%,0.55,-98.48%,-,2.44,666.04%,-2618.38%,52.09,1.17,- -,2.44,-44.48%,6.30%,11.40,19.08,-,0.00,1815.43%,-4.41%,0.69,8.31,15,0.00,Mar 09 BMO,-46.91%,7.30M,7.87,"May 21, 1997",Yes / Yes,-17575.00% -10.37%,"

","5,068,632",-5.29%,SBET
Seacoast Banking Corp. Of Florida,Financial,Banks - Regional,USA,NASD,RUT,18.26,1.60,1.74%,97.93M,-4.54%,2.86B,10.41,2.80,-2.53%,96.25M,-13.17%,-,-,0.53,84.10%,3.64%,-10.68%,141.31M,3.06,36.52%,2.23%,4.49,-3.85%,935.65M,1.05,11.62%,0.79%,3.51M,-7.07%,27.70,-,-,5.48%,35.55 -17.86%,11.54%,-,16.67,-1.69% 1.78%,4.09%,21.36 36.70%,15.87%,0.77 (2.63%),-,27.75% 21.99%,-,2.39%,3.31%,-24.51%,0.74 (2.53%),-,12.67%,23.40%,1.03,87.90%,"Mar 13, 2026",-,15.72%,15.10%,32.04,2.40,4.48% -,0.03,-21.42%,-6.76%,0.94,36.10,46.36%,0.46,40.32%,-10.71%,1.08,29.84,1962,0.13,Jan 29 AMC,-4.39%,781.44K,29.20,"Feb 02, 1984",Yes / Yes,-11.70% 1.76%,"

","846,420",-2.14%,SBCF
SBA Communications Corp,Real Estate,REIT - Specialty,USA,NASD,S&P 500,18.66,9.81,1.12%,105.67M,-2.93%,19.36B,21.97,8.33,0.00%,104.61M,-9.89%,34.32B,-,1.76,99.06%,2.42%,-5.23%,1.05B,6.88,-22.58%,-1.25%,2.85,-8.11%,2.82B,-,9.78%,9.17%,2.54M,-5.38%,-45.93,44.10,-1.60%,-,245.16 -25.34%,-17.98%,4.15,2521.16,32.43% 115.18%,12.80%,177.49 3.12%,-28.50%,4.96 (2.71%),18.59,2.25% 6.21%,64.77%,2.05%,2.53%,-31.62%,4.58 (2.50%),12.19,41.27%,54.91%,4.89,84.56%,"Mar 13, 2026",0.29,5.06%,37.43%,37.23,2.14,16.06% 19.01%,0.29,116.18%,-5.74%,0.84,224.47,45.31%,-,3.73%,-3.81%,0.70,187.15,1844,-,Feb 26 AMC,-10.09%,890.09K,183.03,"Jun 16, 1999",Yes / Yes,-8.48% -0.92%,"

","620,323",-2.20%,SBAC
EchoStar Corp,Communication Services,Telecom Services,USA,NASD,RUT,-,-50.32,55.00%,157.48M,-3.95%,31.13B,166.18,0.65,-0.28%,129.99M,-4.65%,59.02B,-,-0.48,51.56%,23.04%,3.68%,-14.50B,2.07,96.64%,6.59%,5.80,54.37%,15.00B,5.40,138.31%,-27.89%,29.95M,-0.87%,19.96,9.85,-,-111.70%,132.25 -18.53%,316.67%,10.94,-,- -161.79%,-50.75%,14.90 623.15%,492.68%,-,39.49,-6.97% 51.37%,15.71%,4.12%,5.11%,308.30%,-,3.93,-9888.71%,-0.61%,5.90,195.17%,-,0.38,-5.18%,-96.62%,45.47,2.14,- -,0.42,-457.08%,-2.84%,1.03,117.75,-,5.38,-4.31%,-6.52%,0.80,112.27,12100,3.95,Mar 02 BMO,48.37%,5.16M,107.75,"Dec 31, 2007",Yes / Yes,-389.01% 0.78%,"

","4,114,110",-4.03%,SATS
StandardAero Inc,Industrials,Aerospace & Defense,USA,NYSE,-,32.73,0.83,31.58%,334.29M,-4.27%,9.03B,17.17,1.58,-43.06%,227.61M,-12.50%,11.19B,0.55,0.27,62.09%,5.12%,-0.88%,277.42M,1.49,56.35%,5.56%,2.79,-0.55%,6.06B,3.40,21.88%,4.34%,11.66M,-5.30%,7.98,31.18,31.42%,11.01%,34.48 -21.23%,-5.50%,0.87,38.56,- -,5.47%,21.31 27.45%,-,-,14.43,13.46% 14.89%,13.18%,3.43%,3.52%,-,-,1.85,2547.65%,9.60%,1.10,-,-,1.57,15.76%,4.58%,35.92,1.69,- -,2.20,648.25%,-7.57%,1.22,37.55,0.00%,0.92,13.51%,-11.02%,0.90,26.96,8000,0.90,Feb 25 AMC,-5.22%,4.17M,27.16,"Oct 02, 2024",Yes / Yes,-0.74% 1.65%,"

","3,740,018",0.74%,SARO
