Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker,Category,Asset Type,Tags,Return% 1Y,Total Holdings,Sponsor,ETF Type,Return% 3Y,AUM,Fund Family,Bond Type,Return% 5Y,NAV/sh,Average Maturity,Return% 10Y,Index Weighting,Commodity Type,Return% SI,Active/Passive,Quant Type,Flows% 1M,ESG Type,Flows% 3M,Dividend Type,Sector/Theme,Flows% YTD,Structure Type,Region,Flows% 1Y,Expense,Growth/Value,Flows% 3Y,Inverse/Leveraged,Flows% 5Y
CNA Financial Corp,Financial,Insurance - Property & Casualty,USA,NYSE,-,9.77,4.69,0.55%,270.67M,1.57%,12.40B,8.73,5.25,-1.86%,269.18M,-3.58%,-,-,1.27,100.07%,0.74%,-0.23%,1.28B,0.83,-2.63%,-0.01%,4.25,3.76%,14.99B,1.07,9.39%,2.06%,1.99M,0.00%,42.93,-,-,11.55%,49.71 -7.80%,-5.01%,-,5.16,23.30% 13.12%,8.65%,41.56 10.28%,39.43%,3.92 (8.55%),-,8.06% 6.76%,-,1.25%,1.95%,22.35%,1.81 (3.94%),-,33.43%,11.71%,0.87,115.02%,"Feb 23, 2026",-,5.04%,8.53%,42.69,3.67,4.77% 4.45%,0.41,1339.35%,-2.51%,0.35,43.00,39.22%,0.27,3.77%,-1.63%,0.63,45.54,6600,0.27,Feb 09 BMO,2.04%,467.52K,45.83,"Feb 03, 1969",Yes / Yes,-10.31% -,"

","292,622",0.64%,CNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMS Energy Corporation,Utilities,Utilities - Regulated Electric,USA,NYSE,S&P 500,21.67,3.52,0.69%,306.40M,-1.45%,23.39B,18.25,4.18,-1.06%,304.32M,-0.34%,42.49B,2.38,1.11,96.63%,5.30%,9.01%,1.06B,2.74,7.42%,0.33%,5.34,6.52%,8.54B,2.62,7.87%,2.79%,16.12M,9.15%,29.11,38.03,7.68%,12.33%,78.88 -3.23%,4.12%,2.01,-,7.32% 5.98%,3.91%,67.71 12.74%,26.31%,2.29 (3.00%),14.01,-0.22% 5.88%,26.23%,2.30%,1.66%,25.27%,2.20 (2.88%),4.98,5.91%,20.22%,1.35,83.13%,"Feb 17, 2026",0.76,13.63%,12.43%,51.78,2.29,5.65% 5.89%,0.98,6.66%,-0.75%,0.44,80.75,61.56%,2.07,12.27%,2.15%,0.70,75.44,8350,1.96,Feb 05 BMO,5.12%,3.02M,76.33,"Feb 03, 1947",Yes / Yes,1.87% 18.55%,"

","2,118,219",1.18%,CMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costamare Inc,Industrials,Marine Shipping,Monaco,NYSE,RUT,5.90,2.86,28.76%,120.58M,-0.94%,2.03B,6.46,2.61,0.00%,85.90M,-0.94%,3.07B,-,0.69,31.88%,2.51%,7.66%,343.66M,1.90,-12.97%,6.46%,4.40,32.86%,1.07B,0.97,-3.81%,8.46%,2.16M,6.78%,17.30,3.72,-,16.57%,17.91 -5.86%,125.69%,4.54,-,-12.45% -,10.31%,6.02 180.23%,147.03%,0.46 (2.73%),5.36,-8.74% 12.96%,44.02%,3.03%,3.24%,132.09%,0.43 (2.55%),2.87,17.23%,38.50%,0.55,162.46%,"Jan 20, 2026",1.70,-48.06%,32.12%,49.86,3.00,0.00% 2.83%,1.73,142.91%,-0.73%,1.24,17.00,16.09%,0.73,-62.61%,1.03%,1.01,17.05,1880,0.60,Feb 18 BMO,26.01%,490.40K,16.86,"Nov 04, 2010",Yes / Yes,10.93% 11.34%,"

","493,289",-1.11%,CMRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cimpress plc,Industrials,Specialty Business Services,Ireland,NASD,RUT,81.83,0.90,16.60%,24.41M,4.44%,1.79B,16.52,4.46,-0.46%,20.25M,2.09%,3.29B,0.13,0.17,89.67%,9.65%,3.68%,23.43M,0.50,467.24%,0.07%,14.88,18.98%,3.56B,-,35.41%,1.17%,1.95M,10.54%,-21.74,6.93,124.58%,-,82.43 -10.70%,73.57%,10.63,8.11,- -27.84%,2.00%,35.21 109.06%,135.93%,-,8.35,5.63% 6.52%,46.57%,3.26%,3.95%,-26.50%,-,0.92,-84.81%,7.01%,2.93,-15.21%,-,0.53,6.17%,0.66%,54.35,1.00,- -,0.68,-17.24%,2.93%,1.72,97.50,0.00%,-,10.97%,-0.95%,0.76,74.41,15500,-,Jan 28 AMC,14.55%,131.36K,73.61,"Sep 30, 2005",Yes / Yes,18.90% 4.88%,"

","99,260",-1.08%,CMPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compass Minerals International Inc,Basic Materials,Other Industrial Metals & Mining,USA,NYSE,RUT,-,-0.92,23.09%,41.83M,8.32%,997.18M,23.47,1.01,0.00%,32.20M,-4.18%,1.85B,-,0.59,73.33%,7.54%,16.03%,-37.90M,0.75,268.23%,-1.89%,4.58,24.97%,1.33B,3.82,25.70%,-2.33%,2.43M,21.28%,6.23,21.35,-,-14.48%,27.00 -11.78%,146.33%,1.12,10.60,-44.89% -,-3.29%,8.60 177.14%,-23.75%,-,8.49,-0.03% 2.77%,16.14%,5.31%,4.93%,-63.34%,-,1.39,75.55%,8.62%,1.23,-66.92%,"Mar 08, 2024",1.53,23.08%,-2.84%,52.79,2.50,- -,2.59,176.03%,1.57%,1.16,25.75,-,3.44,28.94%,-0.02%,1.02,24.51,1849,3.42,Feb 04 AMC,16.26%,530.30K,23.82,"Dec 12, 2003",Yes / Yes,67.51% 10.09%,"

","540,131",-2.82%,CMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cummins Inc,Industrials,Specialty Industrial Machinery,USA,NYSE,S&P 500,25.84,20.51,0.33%,138.17M,-1.90%,73.23B,17.01,31.16,-11.96%,137.71M,-10.84%,78.79B,1.21,5.62,86.50%,1.19%,2.50%,2.84B,2.17,10.15%,0.36%,1.76,26.80%,33.67B,5.93,18.87%,8.68%,1.64M,3.83%,89.38,20.29,14.06%,25.14%,617.98 -14.24%,61.58%,26.12,30.69,10.68% 11.29%,14.53%,260.02 103.83%,136.71%,8.40 (1.58%),15.77,6.25% 11.19%,24.99%,3.03%,2.88%,101.97%,7.82 (1.48%),2.34,-27.23%,11.56%,17.95,393.48%,"Feb 20, 2026",1.16,-1.27%,8.44%,39.42,2.16,8.15% 7.67%,1.76,41.26%,-3.85%,1.13,629.24,37.27%,0.66,1.05%,-7.29%,1.10,553.36,67400,0.58,Feb 05 BMO,15.35%,931.34K,530.00,"Sep 10, 1964",Yes / Yes,14.39% 5.26%,"

","1,024,805",-4.22%,CMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chipotle Mexican Grill,Consumer Cyclical,Restaurants,USA,NYSE,S&P 500,28.14,1.14,0.73%,1.30B,-2.34%,41.90B,23.61,1.36,-2.00%,1.29B,-14.21%,45.93B,2.00,0.24,90.39%,3.59%,-14.87%,1.54B,3.51,-2.51%,-0.79%,2.71,-18.66%,11.93B,14.82,19.45%,14.68%,46.42M,-13.05%,2.17,39.94,11.83%,47.36%,58.42 -44.93%,-35.75%,0.81,28.94,21.31% 35.50%,20.20%,29.75 8.13%,-0.97%,-,19.38,11.36% 14.79%,22.35%,2.83%,3.27%,11.28%,-,3.85,2.39%,16.84%,1.20,241.24%,-,1.19,5.41%,12.88%,33.98,1.71,- -,1.23,3.42%,-6.37%,1.06,44.85,0.00%,1.79,4.86%,-13.02%,0.59,32.50,130301,1.69,Feb 03 AMC,-20.56%,17.11M,32.17,"Jan 26, 2006",Yes / Yes,5.00% 0.70%,"

","10,144,673",-1.02%,CMG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CME Group Inc,Financial,Financial Data & Stock Exchanges,USA,NASD,S&P 500,26.66,11.16,0.43%,358.95M,-4.23%,106.72B,23.42,12.71,-2.98%,357.07M,-1.28%,105.93B,3.28,3.11,92.77%,1.56%,10.13%,4.02B,16.37,7.50%,0.38%,2.46,14.75%,6.52B,3.72,5.55%,2.41%,5.57M,11.11%,80.03,23.46,7.15%,14.65%,322.82 -7.82%,15.49%,12.68,25.45,14.69% 13.70%,12.40%,243.74 22.09%,73.66%,11.77 (3.95%),23.23,9.11% 5.95%,82.58%,2.16%,1.92%,59.26%,4.98 (1.67%),16.25,15.41%,64.86%,6.41,280.54%,"Mar 10, 2026",1.03,6.37%,61.67%,42.93,2.61,-16.21% -3.26%,1.03,35.17%,-3.82%,0.27,312.50,44.80%,0.13,8.09%,0.03%,0.92,293.93,3875,0.13,Feb 04 BMO,8.53%,2.26M,297.58,"Dec 06, 2002",Yes / Yes,0.75% 0.09%,"

","2,073,331",1.24%,CME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comcast Corp,Communication Services,Telecom Services,USA,NASD,"NDX, S&P 500",5.34,5.38,1.01%,3.59B,-0.90%,103.33B,7.32,3.92,-0.19%,3.56B,-6.72%,199.36B,33.27,0.79,85.71%,1.94%,4.34%,20.00B,0.84,-15.81%,-0.82%,2.00,-3.02%,123.71B,1.07,8.14%,7.42%,69.03M,2.56%,26.89,10.90,0.22%,21.92%,35.34 -18.73%,-17.96%,2.64,4.72,64.46% 18.80%,10.24%,24.12 19.05%,-14.65%,1.24 (4.32%),5.37,0.62% 3.62%,58.64%,2.33%,2.72%,-44.44%,1.26 (4.38%),1.61,29.42%,16.90%,0.79,2.17%,"Apr 01, 2026",0.88,-0.02%,16.17%,35.67,2.66,6.92% 7.49%,0.88,-52.05%,-4.91%,0.79,33.41,24.48%,1.08,1.24%,-5.05%,0.72,28.73,179000,1.02,Jan 29 BMO,-2.93%,34.57M,28.72,"Mar 17, 1980",Yes / Yes,15.21% -0.09%,"

","25,048,827",-0.03%,CMCSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commercial Metals Co,Industrials,Metal Fabrication,USA,NYSE,RUT,15.33,3.88,0.76%,111.01M,-2.73%,6.60B,8.45,7.04,-3.17%,110.07M,-20.25%,6.92B,0.31,1.88,93.15%,4.49%,-15.55%,437.66M,0.82,121.94%,-0.90%,3.89,4.28%,8.01B,1.53,1.27%,5.47%,4.94M,-14.07%,38.85,2.18,26.92%,10.51%,84.87 -29.92%,21.84%,27.34,22.27,-57.90% -20.41%,5.75%,37.92 56.86%,27.80%,0.72 (1.21%),7.25,-4.36% 7.33%,17.37%,5.49%,3.98%,87.40%,0.72 (1.21%),0.86,244.57%,8.31%,2.87,255.32%,"Apr 06, 2026",3.70,2.26%,5.46%,29.60,2.00,8.74% 8.45%,4.47,202.51%,-8.40%,1.46,81.40,97.02%,0.78,11.03%,-18.35%,1.19,62.41,12690,0.77,Mar 26 BMO,-4.50%,1.27M,59.48,"Jul 06, 1962",Yes / Yes,-9.30% 2.11%,"

","1,506,296",-4.69%,CMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMB.Tech NV,Energy,Oil & Gas Midstream,Belgium,NYSE,-,15.30,0.83,70.50%,290.17M,-1.17%,3.68B,12.26,1.04,0.00%,85.61M,-11.63%,9.10B,0.49,0.33,13.02%,1.68%,33.72%,161.70M,2.21,96.63%,0.48%,0.67,26.27%,1.67B,1.40,-24.78%,2.62%,1.44M,31.50%,9.04,25.13,24.80%,8.47%,14.93 -15.00%,28.05%,0.50,-,-11.23% -20.73%,2.20%,7.65 65.88%,8.73%,0.75 (5.89%),12.55,24.92% 6.60%,28.95%,3.14%,3.32%,92.45%,0.10 (0.79%),5.46,-84.90%,20.22%,0.47,82.88%,"Apr 15, 2026",0.44,77.21%,9.70%,47.68,1.55,-45.95% -28.60%,0.52,-35.27%,-2.85%,0.07,15.96,25.07%,2.12,160.64%,-1.22%,0.62,12.72,2500,1.80,Feb 26 BMO,22.75%,2.15M,12.69,"Jan 23, 2015",Yes / Yes,-16.15% 28.87%,"

","1,329,447",-0.24%,CMBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canadian Imperial Bank Of Commerce,Financial,Banks - Diversified,Canada,NYSE,-,13.69,6.89,5.28%,920.35M,-1.27%,87.40B,11.57,8.15,0.00%,877.64M,-6.40%,-,0.85,1.76,49.99%,1.02%,2.08%,6.45B,1.99,21.24%,-1.63%,7.25,16.89%,44.00B,2.03,8.82%,0.85%,8.97M,4.09%,46.53,-,13.54%,14.85%,105.00 -10.17%,62.40%,-,12.52,5.80% 15.01%,10.04%,53.62 75.90%,128.27%,3.13 (3.32%),-,22.18% 18.91%,-,2.14%,2.06%,89.55%,2.87 (3.04%),-,23.83%,18.05%,2.15,160.70%,"Mar 27, 2026",-,-5.44%,14.66%,42.05,1.25,2.93% 5.10%,0.27,49.88%,-3.70%,1.01,111.86,45.00%,2.66,-0.02%,-2.15%,5.25,97.39,49824,0.33,Feb 26 BMO,12.09%,1.24M,94.32,"Nov 13, 1997",Yes / Yes,14.71% 8.73%,"

","6,491,176",-3.15%,CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clorox Co,Consumer Defensive,Household & Personal Products,USA,NYSE,S&P 500,16.70,6.12,0.49%,120.89M,-4.16%,12.35B,15.04,6.79,0.68%,120.32M,-19.06%,15.50B,-,1.59,83.34%,6.10%,4.88%,755.00M,1.83,-23.42%,-4.40%,3.30,-16.98%,6.76B,-,14.88%,13.49%,7.34M,1.34%,-1.03,54.43,-2.27%,4163.16%,150.84 -32.26%,-28.54%,1.88,15.88,20.46% -2.39%,27.94%,96.66 5.71%,-35.12%,5.01 (4.90%),12.43,-0.01% 1.11%,44.04%,2.82%,2.96%,-46.29%,4.94 (4.83%),2.29,66.74%,15.15%,3.34,-19.26%,"Apr 22, 2026",0.48,-5.68%,11.17%,30.19,3.09,1.69% 2.69%,0.74,-16.82%,-8.84%,0.63,121.00,75.19%,-,-0.77%,-11.56%,0.98,104.76,7600,-,Feb 03 AMC,-11.96%,2.22M,102.18,"Aug 01, 1968",Yes / Yes,-3.01% 2.04%,"

","2,188,652",-2.46%,CLX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clarivate Plc,Technology,Information Technology Services,United Kingdom,NYSE,-,-,-0.29,45.42%,640.70M,-4.35%,1.55B,3.03,0.80,0.68%,349.69M,5.22%,5.70B,0.31,0.14,57.52%,15.86%,-26.67%,-201.10M,0.63,5.53%,-4.20%,7.64,-36.81%,2.46B,0.32,9.62%,-1.78%,55.46M,-27.54%,7.56,4.71,9.63%,-4.03%,4.77 -49.27%,-39.35%,0.51,4.24,63.69% 16.31%,-2.19%,1.66 45.78%,-73.87%,-,6.19,-2.63% 14.38%,35.21%,5.85%,7.06%,-90.26%,-,2.32,69.60%,6.68%,0.17,-,-,0.84,-3.97%,-8.19%,47.20,2.70,- -,0.84,101.72%,-4.08%,1.43,3.30,-,0.92,-6.94%,-0.85%,0.48,2.48,12000,0.90,Feb 24 BMO,-31.33%,7.26M,2.42,"Oct 29, 2018",Yes / Yes,21.95% 2.02%,"

","3,476,691",-2.42%,CLVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleanspark Inc,Financial,Capital Markets,USA,NASD,RUT,-,-1.07,3.70%,255.75M,-5.39%,2.38B,-,-1.23,-1.23%,246.28M,-11.00%,3.71B,-,-0.40,80.57%,34.36%,-19.20%,-267.04M,3.03,-271.88%,4.03%,3.32,-35.64%,785.19M,1.72,36.27%,-8.55%,84.61M,-8.10%,5.40,5.16,59.67%,-15.34%,23.61 -60.61%,14.53%,1.80,-,- -,-8.43%,6.45 44.14%,245.72%,-,16.47,79.94% 138.03%,-10.06%,8.19%,7.52%,-55.78%,-,4.72,-631.50%,-20.81%,0.81,-69.00%,-,10.54,67.96%,-34.01%,43.59,1.08,- -,10.54,-262.43%,-5.41%,3.49,19.23,0.00%,1.29,11.63%,-12.46%,0.63,9.96,314,1.29,Feb 05 AMC,-23.96%,25.48M,9.30,"Jul 18, 2012",Yes / Yes,-719.27% -5.71%,"

","16,093,762",-6.63%,CLSK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Celestica, Inc",Technology,Electronic Components,Canada,NYSE,-,38.09,7.18,1.11%,114.91M,-3.84%,31.43B,21.25,12.87,-20.93%,113.69M,-7.01%,31.75B,0.53,2.07,72.23%,3.22%,-9.91%,832.50M,2.54,47.92%,-0.30%,1.46,13.69%,12.39B,14.17,43.78%,12.61%,3.66M,-7.52%,19.29,52.77,40.46%,40.49%,363.40 -24.77%,211.86%,5.18,68.44,82.53% 72.48%,27.08%,58.05 370.94%,2110.02%,-,26.88,19.56% 16.60%,11.54%,6.58%,5.95%,3205.68%,-,2.56,99.07%,8.12%,18.03,2440.71%,-,0.88,28.46%,6.72%,47.20,1.23,- -,1.44,78.46%,0.10%,1.87,385.43,-,0.41,43.57%,-5.33%,0.71,302.22,29591,0.39,Jan 28 AMC,7.22%,2.50M,273.38,"Jun 30, 1998",Yes / Yes,7.44% 4.91%,"

","1,786,364",-9.54%,CLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calumet Inc,Basic Materials,Specialty Chemicals,USA,NASD,RUT,-,-0.40,22.24%,86.78M,7.21%,2.67B,43.40,0.71,-0.42%,67.48M,4.06%,5.17B,-,-0.32,52.24%,8.03%,53.95%,-33.80M,0.65,64.74%,-1.67%,4.03,66.34%,4.14B,-,616.00%,-1.24%,5.42M,54.96%,-8.44,13.03,-,-,31.41 -1.97%,151.76%,2.36,47.21,43.33% 26.87%,-2.24%,7.68 300.91%,83.27%,-,21.19,-4.07% 12.77%,5.94%,6.51%,5.50%,414.88%,-,1.25,84.76%,1.31%,1.48,171.76%,"Jan 29, 2016",0.56,-1.25%,-0.82%,65.56,2.00,- -,1.02,9.22%,6.59%,0.99,30.20,-,-,9.38%,16.81%,0.91,29.99,1540,-,Feb 27 BMO,54.78%,1.35M,30.79,"Jan 26, 2006",Yes / Yes,-8.42% -1.80%,"

","1,218,650",2.67%,CLMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornerstone Strategic Investment Fund Inc,Financial,Closed-End Fund - Equity,USA,AMEX,-,7.48,0.95,-,297.92M,-3.00%,2.12B,-,-,-,297.91M,-10.23%,-,-,-,10.05%,9.63%,-14.23%,-,81.02,-,-,11.09,-13.08%,26.14M,1.06,-,-,28.68M,-14.95%,6.73,-,-,-,8.53 -16.65%,-6.45%,-,-,- -,-,6.16 15.50%,-5.58%,-,-,- -,-,1.75%,2.05%,-46.78%,1.46 (20.59%),-,-,-,0.15,-50.56%,"Apr 15, 2026",-,-,-,31.76,-,-12.32% -7.99%,-,47.40%,-4.27%,1.21,-,127.98%,-,147.30%,-8.94%,0.70,7.20,-,-,-,-12.18%,2.59M,7.11,"Jun 23, 1987",No / Yes,- -,"

","1,821,335",-1.25%,CLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clean Harbors, Inc",Industrials,Waste Management,USA,NYSE,-,38.86,7.28,5.32%,52.87M,-2.28%,14.97B,30.35,9.32,-7.15%,50.09M,-1.12%,17.28B,2.33,1.15,98.61%,1.81%,17.95%,390.97M,2.48,13.19%,1.71%,1.81,21.39%,6.03B,5.45,13.11%,5.21%,0.91M,20.63%,51.93,15.69,13.01%,14.70%,298.12 -5.12%,41.84%,18.02,33.87,-1.24% 24.62%,6.64%,178.29 58.65%,115.73%,-,15.24,5.29% 13.91%,23.64%,3.57%,2.80%,225.53%,-,2.86,-2.06%,11.17%,8.26,490.25%,-,2.00,2.39%,6.48%,49.23,2.06,- -,2.33,4.64%,-1.99%,0.94,302.08,0.00%,1.19,4.79%,2.36%,0.72,288.29,22155,1.15,Feb 18 BMO,15.99%,499.51K,282.85,"Nov 24, 1987",Yes / Yes,1.52% 2.46%,"

","359,419",-1.89%,CLH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland-Cliffs Inc,Basic Materials,Steel,USA,NYSE,-,-,-2.92,1.26%,569.76M,3.79%,4.84B,12.77,0.66,-30.68%,563.22M,-21.32%,12.93B,-,-0.37,81.22%,12.80%,-38.79%,-1.47B,0.26,89.26%,14.63%,3.92,-27.62%,18.61B,0.79,349.64%,-7.16%,72.11M,-36.07%,10.73,84.96,-,-22.96%,16.70 -49.16%,-7.11%,0.10,-,- -55.32%,-10.56%,5.63 50.80%,-51.29%,-,-,-6.80% 28.89%,-4.06%,4.57%,5.33%,-48.76%,-,0.69,-86.28%,-7.25%,0.55,202.85%,"Apr 02, 2020",0.50,-3.00%,-7.91%,35.47,2.85,- -,1.95,52.17%,-8.09%,1.91,12.71,-,1.30,-0.28%,-25.53%,0.60,8.54,25000,1.28,Feb 09 BMO,-24.77%,18.41M,8.49,"Jul 27, 1960",Yes / Yes,30.78% -5.53%,"

","10,973,555",-0.59%,CLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celldex Therapeutics Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-3.90,2.86%,66.55M,5.73%,2.11B,-,-4.82,-2.73%,64.66M,3.02%,1.60B,-,-1.20,108.35%,14.29%,19.45%,-258.76M,1363.54,-23.89%,4.47%,10.66,24.02%,1.55M,4.01,0.29%,-37.63%,9.24M,16.90%,7.92,4.11,2.37%,-40.62%,34.52 -8.02%,62.24%,7.72,-,-17.59% -14.07%,-49.01%,14.40 120.49%,-13.16%,-,-,-13.13% -26.93%,-118.63%,5.61%,4.95%,33.68%,-,1033.32,-59.30%,-18587.71%,1.63,-40.04%,-,10.49,-77.98%,-16737.19%,62.78,1.38,- -,10.49,-72.33%,4.86%,1.21,54.33,-,0.00,-89.70%,16.87%,0.88,31.68,198,0.00,Feb 25 AMC,26.24%,866.48K,31.75,"May 15, 1986",Yes / Yes,-19.35% -92.40%,"

","762,608",0.22%,CLDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cellebrite DI Ltd,Technology,Software - Infrastructure,Israel,NASD,-,44.28,0.31,51.45%,248.58M,-7.08%,3.44B,30.43,0.45,0.00%,121.11M,0.51%,3.03B,1.31,0.05,46.10%,4.09%,-26.96%,77.81M,7.23,18.71%,1.42%,2.97,-25.30%,475.68M,7.08,23.13%,9.52%,4.96M,-23.52%,1.95,7.87,23.24%,18.97%,20.86 -33.89%,-30.88%,1.75,21.46,-19.38% 46.15%,15.47%,11.76 17.26%,135.32%,-,36.82,20.68% 19.53%,84.20%,4.93%,4.37%,39.86%,-,6.36,123.12%,14.78%,0.68,-,-,1.52,18.56%,16.36%,42.90,1.00,- -,1.54,5.91%,-4.27%,1.28,21.67,0.00%,0.05,18.13%,-5.99%,0.85,14.16,1285,0.04,Feb 11 BMO,-15.35%,1.67M,13.79,"Nov 06, 2020",Yes / Yes,-19.92% 2.12%,"

","1,418,686",-2.61%,CLBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columbia Financial, Inc",Financial,Banks - Regional,USA,NASD,RUT,34.10,0.51,74.63%,103.98M,-0.69%,1.81B,21.95,0.79,0.00%,26.41M,-4.67%,-,-,0.15,12.62%,6.68%,7.43%,51.77M,3.56,38.96%,-,7.25,12.09%,507.15M,1.55,4.64%,0.48%,1.76M,11.58%,11.16,-,-,4.62%,18.87 -8.11%,13.93%,-,30.83,-14.43% -0.63%,2.83%,12.64 37.18%,-6.17%,0.03 (0.14%),-,14.20% 9.23%,-,1.93%,2.35%,-2.97%,-,-,544.10%,13.45%,0.43,-,-,-,12.52%,10.21%,44.65,3.00,- -,0.05,174.13%,-1.99%,0.20,18.50,0.00%,1.03,49.14%,-0.68%,0.67,17.38,796,0.58,Feb 02 BMO,10.38%,243.29K,17.34,"Apr 20, 2018",Yes / Yes,1.33% -,"

","163,774",-0.23%,CLBK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colgate-Palmolive Co,Consumer Defensive,Household & Personal Products,USA,NYSE,S&P 500,32.10,2.62,0.14%,801.24M,-1.59%,67.44B,20.43,4.12,-19.18%,800.41M,-12.96%,74.91B,3.25,0.94,85.42%,2.54%,5.27%,2.13B,3.31,4.76%,-0.94%,2.97,3.71%,20.38B,1248.37,6.53%,13.16%,20.34M,6.48%,0.07,48.35,6.28%,1602.26%,99.33 -15.29%,-8.57%,1.74,18.56,7.29% -3.47%,28.90%,74.54 12.87%,14.60%,2.15 (2.55%),14.66,4.29% 4.35%,60.11%,2.13%,2.07%,6.21%,2.08 (2.47%),3.68,-25.45%,21.98%,1.96,20.35%,"Apr 20, 2026",0.54,1.40%,10.46%,32.41,2.04,3.46% 3.32%,0.83,-105.10%,-6.67%,0.32,97.78,78.37%,158.41,5.78%,-7.44%,0.71,85.49,33600,135.54,Jan 30 BMO,-0.50%,6.85M,84.14,"Mar 31, 1930",Yes / Yes,4.19% 2.09%,"

","4,889,625",-1.58%,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cincinnati Financial Corp,Financial,Insurance - Property & Casualty,USA,NASD,S&P 500,10.39,15.17,1.79%,155.40M,-0.19%,24.52B,17.31,9.10,0.08%,152.83M,-3.78%,-,-,1.98,70.56%,1.66%,-4.96%,2.39B,1.94,6.64%,0.78%,3.31,1.96%,12.63B,1.54,7.38%,6.21%,2.54M,-3.53%,102.39,-,-,16.04%,174.27 -9.59%,7.55%,-,7.93,- 15.17%,14.29%,123.01 28.08%,47.80%,3.62 (2.30%),-,24.39% 10.88%,-,1.73%,2.13%,48.93%,3.55 (2.25%),-,4.67%,24.01%,3.58,145.00%,"Mar 24, 2026",-,11.41%,18.95%,40.91,2.18,8.03% 7.71%,0.56,67.55%,-3.39%,0.65,173.67,22.93%,0.06,21.79%,-3.34%,0.63,155.45,5705,0.05,Feb 09 AMC,-0.22%,769.21K,157.55,"Mar 17, 1980",Yes / Yes,16.32% 1.54%,"

","485,582",1.35%,CINF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
