Company,Sector,Industry,Country,Cap,Exchange,Index,Market Cap,Enterprise Value,Income,Sales,Book/sh,Cash/sh,Dividend Est.,Dividend TTM,Dividend Ex-Date,Dividend Gr. 3/5Y,Payout,Employees,IPO,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,EV/EBITDA,EV/Sales,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,Option/Short,EPS (ttm),EPS next Y,EPS next Q,EPS this Y,EPS next Y Percentage,EPS next 5Y,EPS past 3/5Y,Sales past 3/5Y,EPS Y/Y TTM,Sales Y/Y TTM,EPS Q/Q,Sales Q/Q,Earnings,EPS/Sales Surpr.,Insider Own,Insider Trans,Inst Own,Inst Trans,ROA,ROE,ROIC,Gross Margin,Oper. Margin,Profit Margin,SMA20,SMA50,SMA200,Trades,Shs Outstand,Shs Float,Short Float,Short Ratio,Short Interest,52W High,52W Low,Volatility W,Volatility M,ATR (14),RSI (14),Beta,Rel Volume,Avg Volume,Volume,Perf Week,Perf Month,Perf Quarter,Perf Half Y,Perf YTD,Perf Year,Perf 3Y,Perf 5Y,Perf 10Y,Recom,Target Price,Prev Close,Price,Change %,Ticker
Crescent Biopharma Inc,Healthcare,Biotechnology,USA,Small,NASD,RUT,757.74M,591.59M,-165.12M,11.88M,5.74,4.62,-,-,-,- -,-,44,"Jan 10, 2014",-,-,-,63.78,3.56,4.42,-,-,49.80,9.66,9.66,0.01,0.01,Yes / Yes,-7.65,-2.91,-0.67,78.41%,-5.24%,37.95%,45.01% 33.26%,424.86% 1.31%,78.59%,-100.00%,85.60%,-,Jul 30 BMO,-0.58% -100.00%,16.90%,14.30%,70.82%,12.01%,-97.08%,-109.17%,-100.55%,98.22%,-1417.74%,-1389.58%,17.61%,22.01%,32.31%,"

",37.14M,30.86M,10.42%,10.20,3.22M,27.41 -25.57%,8.72 133.94%,10.33%,6.96%,1.38,66.48,1.23,2.45,315.27K,"773,532",14.86%,29.36%,10.57%,80.05%,72.01%,54.20%,-87.01%,-91.28%,-97.19%,1.25,30.60,18.54,20.40,10.03%,CBIO
Sprout Social Inc,Technology,Software - Application,USA,Small,NASD,RUT,689.39M,613.40M,-29.55M,481.82M,3.77,2.01,-,-,-,- -,-,1362,"Dec 13, 2019",-,7.24,0.23,1.43,3.01,5.66,13.56,-,1.27,0.90,0.90,0.20,0.19,Yes / Yes,-0.50,1.57,0.29,37.49%,39.24%,32.15%,7.04% -3.70%,21.70% 28.04%,47.54%,11.85%,75.02%,10.80%,Aug 06 AMC,61.19% 1.36%,17.12%,-2.88%,83.29%,5.30%,-6.25%,-14.30%,-10.88%,77.45%,-5.56%,-6.13%,8.83%,25.06%,39.72%,"

",54.97M,50.25M,7.66%,3.00,3.85M,15.56 -26.93%,4.92 131.10%,4.53%,5.07%,0.54,69.62,0.99,1.22,1.28M,"1,560,826",2.99%,31.75%,54.07%,61.51%,0.89%,-25.34%,-78.47%,-91.14%,-,2.50,10.67,11.34,11.37,0.26%,SPT
Tiptree Inc,Financial,Asset Management,USA,Small,NASD,RUT,692.29M,-,-83.99M,541.37M,24.34,-,-,0.24 (1.29%),"Aug 17, 2026",14.47% 8.45%,31.63%,1486,"Jun 22, 2007",-,-,-,1.28,0.76,-,3.18,-,-,-,5.07,0.01,0.01,Yes / Yes,-2.10,-,-,-,-,-,- -,-87.72% -68.12%,-226.17%,-73.08%,-802.03%,-99.25%,Jul 29 BMO,- -,39.19%,0.03%,45.38%,0.75%,-0.66%,-2.34%,-9.18%,-,4.96%,-15.51%,1.99%,3.05%,5.78%,"

",37.27M,22.64M,3.77%,3.54,0.85M,27.41 -32.18%,15.49 20.01%,1.65%,1.96%,0.37,58.63,0.94,0.58,241.27K,"139,242",1.64%,3.74%,6.41%,12.33%,1.75%,-19.63%,6.38%,86.22%,235.86%,-,-,18.40,18.59,1.03%,TIPT
Cannae Holdings Inc,Consumer Cyclical,Restaurants,USA,Small,NYSE,RUT,687.05M,770.65M,-145.40M,408.60M,22.08,1.62,-,0.60 (3.79%),"Sep 16, 2026",- -,-,6602,"Jun 23, 2014",-,-,-,1.68,0.72,9.76,-,-,1.89,1.24,1.24,0.21,0.19,Yes / Yes,-2.83,-1.42,-0.18,95.21%,-225.29%,-,-11.90% -,-13.83% -6.27%,57.86%,-6.54%,121.90%,-7.26%,Aug 10 AMC,304.76% 2.56%,16.59%,-0.00%,86.38%,-3.17%,-9.55%,-12.43%,-12.79%,12.82%,-17.28%,-35.58%,3.79%,6.10%,11.21%,"

",43.37M,36.18M,10.85%,8.30,3.93M,19.88 -20.32%,10.46 51.43%,2.61%,3.10%,0.45,61.87,1.24,0.92,473.16K,"435,547",2.52%,6.38%,9.70%,32.44%,0.70%,-15.47%,-20.76%,-51.26%,26.72%,1.00,16.75,15.79,15.84,0.32%,CNNE
IMC Rare Earths Ltd,Basic Materials,Other Industrial Metals & Mining,USA,,AMEX,-,-,-,-,-,-,-,-,-,-,- -,-,-,"Jul 29, 2026",-,-,-,-,-,-,-,-,-,-,-,-,-,No / Yes,-,-,-,-,-,-,- -,- -,-,-,-,-,-,- -,-,-,-,-,-,-,-,-,-,-,-21.96%,-15.26%,-15.26%,"

",-,-,-,0.05,0.02M,11.84 -39.19%,4.51 59.65%,25.24%,19.01%,1.59,47.20,-,0.38,313.39K,"117,658",-33.46%,6.51%,-,-,39.00%,-,-,-,-,-,-,6.51,7.20,10.60%,IMC
Allogene Therapeutics Inc,Healthcare,Biotechnology,USA,Small,NASD,RUT,684.07M,430.48M,-165.49M,4.64M,1.26,0.96,-,-,-,- -,-,152,"Oct 11, 2018",-,-,-,147.43,1.57,2.06,-,-,92.78,10.72,10.72,0.18,0.16,Yes / Yes,-0.67,-0.64,-0.15,30.88%,-5.70%,13.94%,28.61% 16.08%,- -,40.16%,-100.00%,44.26%,-,Aug 12 AMC,24.15% 186372.00%,30.82%,-0.10%,71.18%,53.51%,-32.43%,-42.39%,-32.67%,-151.47%,-3886.14%,-3566.68%,-3.78%,-0.33%,0.87%,"

",345.35M,239.01M,24.66%,7.85,58.95M,4.46 -55.61%,1.04 90.38%,4.58%,5.72%,0.12,47.69,0.54,0.59,7.51M,"4,425,096",-5.26%,1.54%,-2.94%,-14.29%,44.53%,76.79%,-51.11%,-92.23%,-,1.27,8.75,1.98,1.98,0.00%,ALLO
Claritev Corp,Healthcare,Health Information Services,USA,Small,NYSE,RUT,662.48M,5.33B,-283.11M,994.67M,-17.39,1.63,-,-,-,- -,-,3000,"Apr 03, 2020",-,-,-,0.67,-,23.93,-,10.89,5.36,1.00,1.00,-,-,Yes / Yes,-17.01,-13.53,-3.63,12.62%,10.52%,11.90%,21.58% 17.12%,-3.66% 0.58%,58.48%,6.32%,8.30%,6.59%,Aug 07 BMO,15.32% 5.17%,48.51%,0.49%,55.98%,-2.46%,-5.76%,-646.34%,-6.47%,28.18%,4.21%,-28.46%,5.16%,22.12%,38.26%,"

",16.94M,8.73M,10.57%,7.71,0.92M,74.07 -47.23%,11.50 239.91%,6.96%,8.95%,2.77,61.35,0.87,0.70,119.68K,"83,867",0.80%,49.60%,41.78%,120.72%,-8.56%,-42.83%,-44.47%,-84.06%,-,1.50,45.83,40.23,39.09,-2.83%,CTEV
SS Innovations International Inc,Healthcare,Medical Devices,USA,Small,NASD,-,679.63M,675.20M,-12.43M,52.34M,0.27,0.11,-,-,-,- -,-,483,"Oct 17, 2018",-,-,-,12.98,12.71,30.48,-,-,12.90,1.66,2.24,0.33,0.05,No / Yes,-0.06,-0.06,-0.01,0.00%,0.00%,44.97%,36.64% 33.24%,209.10% -,-0.32%,89.98%,-923.08%,39.48%,Aug 13 BMO,0.00% 16.16%,80.55%,0.81%,0.85%,-1.28%,-14.89%,-26.06%,-22.22%,45.14%,-16.24%,-23.76%,-5.66%,-7.78%,-24.43%,"

",200.17M,38.99M,0.17%,1.08,0.07M,10.00 -66.10%,3.11 9.00%,5.43%,5.72%,0.23,39.89,-110.66,0.78,62.81K,"48,698",-0.88%,-11.95%,-11.72%,-31.24%,-40.32%,-50.87%,-73.41%,13.00%,-,1.00,7.00,3.40,3.39,-0.29%,SSII
Park Aerospace Corp,Industrials,Aerospace & Defense,USA,Small,NYSE,RUT,669.94M,580.84M,12.72M,76.21M,6.27,4.11,0.38 (1.23%),0.50 (1.62%),"Jul 01, 2026",-1.92% 4.56%,89.24%,125,"Jul 03, 1962",49.56,-,-,8.79,4.91,7.49,61.13,34.23,7.62,14.20,15.29,0.00,0.00,Yes / Yes,0.62,-,0.16,25.00%,-,20.10%,2.31% 18.73%,10.69% 9.64%,80.66%,20.10%,59.69%,18.91%,Jul 20 AMC,22.74% 2.00%,8.41%,-9.58%,91.68%,9.32%,9.60%,10.79%,9.69%,31.92%,19.81%,16.70%,-11.11%,-11.76%,5.28%,"

",20.88M,19.92M,5.96%,3.70,1.19M,39.86 -22.73%,18.19 69.32%,4.05%,4.09%,1.50,31.52,0.40,1.04,320.96K,"335,121",-5.55%,-18.50%,-6.44%,12.74%,44.33%,64.27%,124.82%,131.11%,189.13%,1.00,42.50,31.31,30.80,-1.63%,PKE
Calamos Dynamic Convertible and Income Fund,Financial,Closed-End Fund - Equity,USA,Small,NASD,-,693.13M,-,-,-,-,-,-,2.34 (9.65%),"Sep 14, 2026",0.34% 3.40%,47.59%,-,"Mar 27, 2015",2.79,-,-,-,-,-,-,-,-,-,-,-,-,No / Yes,8.68,-,-,-,-,-,- -,- -,-,-,-,-,-,- -,25.99%,13.44%,45.37%,-,-,-,-,-,-,-,-4.30%,-4.19%,3.29%,"

",28.58M,21.15M,0.46%,1.41,0.10M,26.99 -10.15%,19.99 21.34%,1.94%,1.88%,0.52,35.67,0.94,0.72,68.08K,"49,146",-2.84%,-4.83%,-6.01%,8.74%,16.25%,17.49%,19.52%,-22.72%,28.61%,-,-,24.17,24.25,0.33%,CCD
Granite Ridge Resources Inc,Energy,Oil & Gas E&P,USA,Small,NYSE,RUT,670.06M,1.09B,-28.06M,495.69M,4.26,0.33,0.44 (8.66%),0.44 (8.66%),"Aug 28, 2026",76.52% -,238.74%,6,"Nov 06, 2020",-,7.76,0.46,1.35,1.19,15.20,-,3.36,2.20,1.02,1.02,0.82,0.76,Yes / Yes,-0.22,0.66,0.14,3.10%,47.74%,16.93%,-54.61% 28.80%,-3.26% -,-187.70%,14.60%,19.00%,36.67%,Aug 06 AMC,19.84% 7.05%,49.30%,0.32%,37.47%,4.82%,-2.40%,-4.66%,-2.84%,27.39%,20.68%,-5.66%,-0.27%,5.78%,0.67%,"

",131.90M,66.88M,7.10%,4.91,4.75M,6.14 -17.33%,4.18 21.53%,2.91%,2.92%,0.15,54.65,0.18,2.26,966.30K,"2,184,272",0.79%,9.72%,1.80%,-4.87%,8.09%,-3.97%,-33.68%,-47.84%,-,1.57,7.79,5.16,5.08,-1.55%,GRNT
Evotec SE ADR,Healthcare,Drug Manufacturers - Specialty & Generic,Germany,Small,NASD,-,674.84M,686.59M,-230.23M,836.40M,2.14,1.50,-,-,"Jan 11, 2019",- -,-,4553,"Feb 05, 2004",-,-,-,0.81,0.89,1.27,-,-,0.82,2.21,2.33,0.71,0.62,No / Yes,-0.65,-0.18,-0.27,-119.83%,75.31%,-,14.30% -,4.05% 9.27%,-35.64%,-0.86%,-10.02%,-14.05%,Aug 13 BMO,-275.25% 0.91%,5.17%,0.00%,0.91%,2.02%,-11.74%,-26.25%,-18.65%,10.47%,-18.62%,-27.53%,-3.01%,-12.02%,-33.08%,"

",355.18M,336.82M,0.02%,0.94,0.05M,4.27 -55.50%,1.80 5.56%,2.57%,2.42%,0.07,43.01,1.96,1.74,54.10K,"94,286",-3.55%,-4.04%,-36.03%,-39.10%,-38.31%,-44.77%,-83.91%,-92.40%,-24.45%,2.40,2.75,1.90,1.90,0.00%,EVO
BlackRock Multi-Sector Income Trust,Financial,Closed-End Fund - Debt,USA,Small,NYSE,-,678.48M,-,-,-,-,-,-,1.49 (12.51%),"Sep 15, 2026",6.56% 0.16%,122.53%,-,"Feb 26, 2013",11.22,-,-,-,-,-,-,-,-,-,-,-,-,No / Yes,1.06,-,-,-,-,-,- -,- -,-,-,-,-,-,- -,-,-,32.00%,-,-,-,-,-,-,-,-1.39%,-2.82%,-6.50%,"

",57.06M,57.06M,0.23%,0.41,0.13M,13.99 -15.01%,11.81 0.68%,0.64%,0.75%,0.09,33.48,0.50,0.55,315.54K,"174,420",-0.50%,-3.25%,-6.08%,-8.96%,-8.96%,-11.53%,-18.08%,-34.86%,-26.48%,-,-,11.91,11.89,-0.17%,BIT
Hovnanian Enterprises Inc,Consumer Cyclical,Residential Construction,USA,Small,NYSE,RUT,699.64M,1.52B,6.92M,2.82B,114.68,50.41,-,-,-,- -,0.00%,1891,"Sep 07, 1983",140.22,56.38,-,0.25,1.06,2.40,3.54,15.19,0.54,0.50,2.64,1.19,1.19,No / Yes,0.86,2.15,2.80,-46.30%,-46.12%,-18.85%,-36.47% 1.13%,0.66% 4.95%,-95.27%,-10.16%,-135.01%,-11.87%,Aug 20 BMO,-25.00% -2.45%,27.88%,-0.86%,56.63%,1.80%,0.64%,2.13%,0.98%,13.55%,2.98%,0.24%,-5.52%,-7.42%,2.83%,"

",5.12M,4.30M,8.39%,2.62,0.36M,162.05 -25.20%,91.52 32.45%,3.54%,5.37%,6.75,44.01,1.81,1.25,137.50K,"172,350",-4.34%,-12.12%,8.44%,7.09%,24.28%,-12.79%,-3.29%,19.48%,159.29%,3.00,120.00,117.69,121.22,3.00%,HOV
CBRE Global Real Estate Income Fund,Financial,Closed-End Fund - Foreign,USA,Small,NYSE,-,683.88M,-,-,35.35M,4.57,-,-,0.72 (15.96%),"Sep 21, 2026",0.94% 3.71%,-,-,"Feb 25, 2004",15.03,-,-,19.34,0.99,-,-,-,-,-,-,-,-,No / Yes,0.30,-,-,-,-,-,- -,- -,-,-,77.50%,-23.10%,-,- -,0.03%,0.96%,24.34%,-,-,-,-,-,-,-,-2.68%,-2.93%,-2.61%,"

",151.64M,151.49M,0.78%,2.34,1.19M,5.28 -14.50%,4.15 8.67%,1.37%,1.41%,0.07,39.00,1.33,0.83,508.68K,"423,474",-2.38%,-3.84%,-0.66%,-6.82%,2.97%,-9.07%,-12.60%,-52.12%,-47.50%,-,-,4.48,4.51,0.67%,IGR
Pimco Income Strategy Fund II,Financial,Closed-End Fund - Debt,USA,Small,NYSE,-,679.35M,-,-,82.86M,7.20,-,-,0.86 (12.54%),"Sep 11, 2026",0.00% -2.09%,85.16%,-,"Oct 27, 2004",13.25,-,-,8.20,0.96,-,-,-,-,-,-,-,-,No / Yes,0.52,-,-,-,-,-,- -,- -,-,-,-20.10%,-3.40%,-,- -,-,-,18.28%,-,-,-,-,-,-,-,-1.78%,-2.36%,-3.43%,"

",98.60M,98.60M,1.43%,3.08,1.41M,7.67 -10.17%,6.53 5.51%,0.99%,0.86%,0.07,37.96,0.54,0.46,457.37K,"210,951",-1.43%,-1.99%,-0.14%,-3.91%,-8.13%,-9.10%,0.29%,-32.32%,-27.70%,-,-,6.87,6.89,0.29%,PFN
Red River Bancshares Inc,Financial,Banks - Regional,USA,Small,NASD,RUT,681.39M,-,45.95M,175.33M,58.40,-,1.00 (0.97%),0.80 (0.77%),"Sep 08, 2026",24.47% 17.61%,8.47%,375,"May 03, 2019",14.90,13.46,1.94,3.89,1.77,-,13.76,-,-,-,0.10,0.00,0.00,No / Yes,6.94,7.69,1.83,14.37%,5.39%,6.93%,7.53% 10.73%,14.51% 11.06%,22.64%,7.25%,17.98%,6.89%,Jul 30 BMO,1.33% 0.13%,24.82%,0.15%,45.97%,9.13%,1.42%,12.77%,11.91%,-,32.61%,26.21%,1.96%,4.50%,17.39%,"

",6.58M,4.95M,4.89%,2.85,0.24M,104.35 -0.82%,61.60 68.00%,1.65%,1.92%,2.10,61.89,0.42,1.22,85.04K,"103,707",1.94%,2.47%,14.67%,18.07%,44.88%,60.60%,114.71%,104.32%,-,2.33,108.00,102.81,103.49,0.66%,RRBI
Sagimet Biosciences Inc,Healthcare,Biotechnology,USA,Small,NASD,RUT,672.58M,434.39M,-47.08M,0.00M,4.15,3.90,-,-,-,- -,-,16,"Jul 14, 2023",-,-,-,-,2.63,2.80,-,-,-,44.94,44.94,0.01,0.01,Yes / Yes,-1.28,-1.39,-0.26,25.90%,-18.60%,-1.97%,-3.41% -24.29%,- -,30.54%,-100.00%,18.57%,-,Aug 11 BMO,-3.59% -,7.62%,-9.01%,79.92%,125.11%,-23.49%,-24.37%,-18.25%,-,-,-,6.68%,27.20%,60.27%,"

",61.22M,57.42M,20.46%,9.64,11.75M,11.15 -2.06%,4.50 142.67%,4.43%,6.18%,0.55,67.88,3.45,0.94,1.22M,"1,142,062",1.58%,26.39%,54.67%,100.37%,84.46%,48.77%,-9.00%,-,-,1.00,30.36,10.99,10.92,-0.64%,SGMT
Ballard Power Systems Inc,Industrials,Electrical Equipment & Parts,Canada,Small,NASD,-,690.46M,205.00M,-77.27M,106.16M,1.86,1.68,-,-,-,- -,-,492,"Nov 08, 1995",-,-,-,6.50,1.23,1.37,-,-,1.93,10.36,11.19,0.04,0.03,Yes / Yes,-0.26,-0.12,-0.03,44.76%,29.06%,35.94%,19.56% -7.93%,6.67% -0.88%,74.09%,46.41%,17.04%,15.45%,Jul 31 BMO,-58.37% -19.56%,11.62%,0.00%,36.16%,5.11%,-11.20%,-12.92%,-13.41%,14.74%,-47.54%,-72.78%,-5.78%,-18.35%,-24.62%,"

",301.51M,266.48M,6.78%,3.12,18.06M,6.57 -65.14%,1.83 25.14%,4.20%,4.46%,0.14,37.27,2.26,0.29,5.80M,"1,670,631",-2.14%,-13.26%,-62.27%,9.05%,-9.84%,21.16%,-45.86%,-86.04%,7.01%,2.82,4.05,2.24,2.29,2.23%,BLDP
Aquestive Therapeutics Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,Small,NASD,RUT,671.48M,722.08M,-78.23M,54.09M,-0.45,0.78,-,-,-,- -,-,147,"Jul 25, 2018",-,-,-,12.41,-,6.82,-,-,13.35,6.74,7.19,-,-,Yes / Yes,-0.65,-0.50,-0.12,37.04%,-1.81%,21.87%,11.13% 13.92%,-2.24% -0.58%,5.86%,22.56%,-34.09%,38.15%,Aug 11 AMC,-71.43% 21.03%,5.22%,-7.14%,55.29%,0.08%,-69.29%,-,-86.35%,67.04%,-97.52%,-144.63%,13.52%,24.83%,19.77%,"

",125.51M,118.96M,17.61%,7.93,20.95M,7.55 -29.14%,2.93 82.59%,4.08%,5.80%,0.25,70.12,1.47,0.69,2.64M,"1,832,179",3.68%,42.48%,29.23%,25.59%,-17.18%,35.44%,220.36%,18.10%,-,1.00,9.33,5.38,5.35,-0.56%,AQST
Gyre Therapeutics Inc,Healthcare,Biotechnology,USA,Small,NASD,RUT,682.85M,668.46M,-18.47M,119.38M,1.02,0.71,-,-,"Jan 13, 2023",- -,0.00%,625,"Apr 12, 2006",-,-,-,5.72,6.33,9.13,-,-,5.60,3.66,4.26,0.03,0.02,Yes / Yes,-0.20,-0.23,-0.12,-2100.00%,41.25%,-,-63.33% -,4.46% 40.96%,-494.61%,16.83%,-5368.18%,8.72%,Aug 07 BMO,-111.64% 9.87%,73.89%,-0.19%,4.64%,9.20%,-9.89%,-15.66%,-13.15%,94.30%,-11.41%,-15.47%,-3.64%,-0.41%,-9.90%,"

",106.03M,27.69M,6.31%,22.21,1.75M,9.42 -31.63%,5.44 18.38%,3.55%,4.55%,0.28,47.13,1.83,0.52,78.60K,"41,205",-3.59%,3.37%,4.04%,-17.75%,-8.78%,-20.30%,-5.58%,-41.24%,-85.93%,1.00,18.67,6.36,6.44,1.26%,GYRE
AgomAb Therapeutics NV ADR,Healthcare,Biotechnology,Belgium,Small,NASD,-,730.38M,443.59M,-,-,6.16,5.85,-,-,-,- -,-,62,"Feb 06, 2026",-,-,-,-,2.41,2.54,-,-,-,12.88,12.88,0.00,0.00,No / Yes,-,-2.09,-0.43,98.93%,-17.58%,76.29%,-102.05% -,- -,-,-,-,-,Aug 06 AMC,-177.84% -,25.98%,0.00%,26.72%,0.05%,-,-,-,-,-,-,7.16%,11.30%,17.50%,"

",48.74M,36.45M,2.58%,8.14,0.94M,17.82 -16.78%,8.75 69.49%,9.61%,7.78%,1.07,60.26,-,3.53,115.67K,"407,964",7.15%,3.56%,24.73%,4.36%,0.88%,-,-,-,-,1.00,37.27,13.66,14.83,8.57%,AGMB
Whitefiber Inc,Technology,Information Technology Services,USA,Small,NASD,RUT,729.57M,731.64M,-0.36M,0.76M,0.07,0.01,-,-,-,- -,-,83,"Aug 07, 2025",-,51.92,-,959.96,272.29,1519.93,-,-,962.68,0.77,0.77,0.95,0.76,Yes / Yes,-0.01,0.36,-0.34,-26.78%,136.58%,-,-400.00% -,- -,14.04%,-93.81%,-72.22%,59.49%,Aug 12 BMO,4.65% 54.95%,75.60%,-0.02%,26.12%,5.25%,-7.06%,-13.77%,-7.60%,32.15%,-37.13%,-47.07%,-16.59%,-30.50%,-12.78%,"

",38.84M,9.48M,63.77%,2.22,6.04M,46.87 -59.93%,10.51 78.69%,8.29%,8.99%,2.54,39.26,6.34,0.91,2.72M,"2,485,370",-3.10%,-27.94%,-31.61%,17.82%,18.86%,12.39%,-,-,-,1.18,40.82,17.31,18.78,8.49%,WYFI
CorMedix Inc,Healthcare,Biotechnology,USA,Small,NASD,RUT,660.19M,547.99M,187.17M,462.25M,5.93,3.30,-,-,-,- -,0.00%,191,"May 13, 2010",4.02,141.17,-,1.43,1.43,2.57,2.64,2.17,1.19,2.36,2.56,0.31,0.31,Yes / Yes,2.10,0.06,-0.10,-76.08%,-87.70%,-,- -,1582.83% 319.75%,210.82%,280.50%,1.92%,156.52%,Aug 13 BMO,21.85% 6.13%,7.88%,0.00%,57.09%,3.02%,32.36%,54.93%,30.89%,82.78%,46.95%,40.49%,4.96%,5.36%,2.51%,"

",77.67M,71.80M,23.89%,13.25,17.15M,14.66 -42.22%,6.12 38.29%,3.29%,4.71%,0.36,56.70,1.39,0.55,1.29M,"707,673",1.93%,14.30%,-0.82%,34.44%,-27.17%,-38.18%,105.08%,31.11%,-7.43%,1.00,15.40,8.61,8.47,-1.63%,CRMD
ODDITY Tech Ltd,Consumer Defensive,Household & Personal Products,Israel,Small,NASD,RUT,651.74M,965.05M,51.55M,739.71M,5.28,6.41,-,-,-,- -,0.00%,658,"Jul 19, 2023",17.87,13.94,-,0.88,2.68,2.20,-,15.34,1.30,2.86,4.06,2.04,2.02,Yes / Yes,0.79,1.01,0.12,-94.17%,686.21%,-19.99%,67.21% 54.03%,35.64% 48.90%,-51.68%,5.15%,-160.48%,-26.16%,Sep 09 BMO,-448.39% 5.36%,39.08%,-1.10%,75.31%,3.31%,6.51%,16.40%,5.72%,71.09%,6.84%,6.97%,4.40%,-5.56%,-35.01%,"

",45.11M,28.10M,23.43%,5.64,6.58M,64.23 -78.00%,9.25 52.76%,6.34%,6.56%,0.92,50.13,2.36,0.58,1.17M,"674,935",-5.74%,-7.16%,40.32%,1.44%,-64.83%,-76.73%,-66.33%,-,-,3.55,11.64,14.49,14.13,-2.48%,ODD
Bar Harbor Bankshares Inc,Financial,Banks - Regional,USA,Small,AMEX,RUT,673.83M,-,49.37M,267.49M,32.80,-,1.34 (3.33%),1.32 (3.28%),"Aug 20, 2026",7.30% 7.44%,54.45%,530,"May 12, 1995",13.59,10.62,-,2.52,1.23,-,11.27,-,-,-,0.04,0.51,0.25,Yes / Yes,2.96,3.79,0.94,11.20%,4.41%,-,-7.06% 1.23%,14.66% 7.61%,14.83%,18.94%,128.51%,26.82%,Jul 21 BMO,2.22% 0.72%,3.30%,0.23%,64.05%,3.75%,1.12%,9.70%,7.21%,-,23.34%,18.46%,1.11%,2.96%,15.57%,"

",16.75M,16.21M,3.86%,5.42,0.63M,41.08 -2.17%,28.11 42.97%,2.60%,2.28%,0.94,58.02,0.62,0.76,115.60K,"87,352",2.42%,-0.86%,13.34%,24.04%,29.44%,26.22%,61.99%,48.69%,63.37%,2.00,41.00,39.81,40.19,0.95%,BHB
AGNT Inc,Real Estate,Real Estate Services,USA,Small,NASD,RUT,675.16M,468.44M,-17.19M,4.96B,1.68,1.26,-,0.20 (4.95%),"Aug 14, 2026",5.57% -,-,1834,"Nov 19, 2013",-,71.29,-,0.14,2.40,3.20,7.27,-,0.09,1.52,1.52,0.02,0.00,Yes / Yes,-0.11,0.06,0.04,192.86%,-56.41%,-,- -,1.25% 21.56%,47.74%,8.07%,-10.20%,10.75%,Aug 04 AMC,372.46% 4.20%,40.73%,0.00%,39.18%,4.80%,-3.37%,-6.89%,-6.12%,6.83%,-0.23%,-0.35%,-6.65%,-9.66%,-39.66%,"

",167.12M,99.05M,13.26%,9.32,13.13M,12.23 -66.96%,3.68 9.63%,4.01%,5.01%,0.23,41.92,2.05,0.88,1.41M,"1,239,056",-4.04%,-0.25%,-15.48%,-40.41%,-55.36%,-62.45%,-78.83%,-91.81%,164.05%,2.33,5.38,3.99,4.04,1.25%,AGNT
Helen of Troy Ltd,Consumer Defensive,Household & Personal Products,Bermuda,Small,NASD,RUT,656.37M,1.40B,-412.50M,1.82B,36.22,1.04,-,-,-,- -,-,1854,"Mar 18, 1980",-,-,-,0.36,0.78,27.15,8.15,8.56,0.77,0.81,1.78,0.91,0.88,Yes / Yes,-18.00,-,0.50,1.20%,-,6.47%,- -,-4.55% -3.10%,-23.88%,-2.08%,107.66%,8.09%,Jul 08 BMO,818.92% 7.36%,2.44%,0.00%,96.65%,3.21%,-17.43%,-39.83%,-25.95%,45.64%,6.11%,-22.62%,-2.79%,-0.83%,26.45%,"

",23.29M,22.72M,12.45%,5.81,2.83M,30.68 -8.15%,13.85 103.47%,5.33%,4.58%,1.41,47.27,1.33,0.57,486.81K,"277,478",-2.56%,-4.67%,12.58%,66.16%,32.61%,8.72%,-76.94%,-88.24%,-69.10%,2.80,31.00,28.59,28.18,-1.43%,HELE
Janus International Group Inc,Industrials,Building Products & Equipment,USA,Small,NYSE,RUT,683.55M,1.18B,33.20M,901.80M,4.19,0.93,-,-,-,- -,0.00%,2243,"Dec 20, 2019",20.89,7.65,-,0.76,1.20,5.38,8.40,7.72,1.31,2.50,2.94,1.09,1.06,Yes / Yes,0.24,0.66,0.18,-7.92%,18.55%,-8.13%,-19.34% -,-4.64% -,-22.34%,0.26%,-47.02%,2.37%,Aug 11 BMO,20.48% -2.21%,7.49%,0.00%,93.74%,-1.82%,2.54%,5.95%,2.81%,30.88%,10.84%,3.68%,-0.95%,-4.28%,-13.45%,"

",136.47M,126.22M,3.97%,2.95,5.01M,10.80 -53.61%,4.26 17.61%,4.43%,4.16%,0.20,46.96,1.41,1.20,1.70M,"2,044,029",1.21%,-11.17%,-0.99%,-14.07%,-23.39%,-50.49%,-56.40%,-68.21%,-,1.80,7.62,4.88,5.01,2.66%,JBI
Prime Medicine Inc,Healthcare,Biotechnology,USA,Small,NASD,RUT,672.91M,690.32M,-187.89M,4.07M,0.22,0.52,-,-,-,- -,-,146,"Oct 20, 2022",-,-,-,165.33,16.84,7.08,-,-,169.61,3.05,3.05,2.83,2.60,Yes / Yes,-1.09,-0.93,-0.24,27.81%,4.94%,13.70%,2.55% -91.28%,- -2.32%,32.10%,-17.90%,41.64%,3.50%,Aug 06 BMO,6.69% -48.74%,47.42%,0.00%,49.32%,6.65%,-71.16%,-373.29%,-131.10%,-81.64%,-4824.94%,-4613.11%,9.65%,9.79%,4.63%,"

",180.74M,95.37M,36.72%,10.68,35.02M,6.94 -46.54%,2.67 38.95%,6.27%,6.85%,0.24,59.82,2.33,0.71,3.28M,"2,312,568",1.92%,20.45%,6.92%,-5.60%,6.92%,11.08%,-70.97%,-,-,1.43,7.11,3.67,3.71,1.09%,PRME
