Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Enterprise Value,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Income,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Sales,P/B,EPS next Y Percentage,ROA,Short Interest,Perf YTD,Book/sh,P/C,EPS next 5Y,ROE,52W High,Perf Year,Cash/sh,P/FCF,EPS past 3/5Y,ROIC,52W Low,Perf 3Y,Dividend Est.,EV/EBITDA,Sales past 3/5Y,Gross Margin,Volatility W,Volatility M,Perf 5Y,Dividend TTM,EV/Sales,EPS Y/Y TTM,Oper. Margin,ATR (14),Perf 10Y,Dividend Ex-Date,Quick Ratio,Sales Y/Y TTM,Profit Margin,RSI (14),Recom,Dividend Gr. 3/5Y,Current Ratio,EPS Q/Q,SMA20,Beta,Target Price,Payout,Debt/Eq,Sales Q/Q,SMA50,Rel Volume,Prev Close,Employees,LT Debt/Eq,Earnings,SMA200,Avg Volume,Price,IPO,Option/Short,EPS/Sales Surpr.,Trades,Volume,Change,Ticker
Vista Energy SAB de CV ADR,Energy,Oil & Gas E&P,Mexico,Mid,-,11.08,6.71,1.08%,104.30M,5.72%,7.08B,8.09,9.19,0.00%,94.17M,-1.52%,9.83B,0.64,3.41,54.02%,2.50%,22.66%,722.08M,2.85,33.12%,-0.45%,1.34,56.46%,2.48B,3.09,0.38%,12.73%,2.35M,52.73%,24.08,13.14,12.64%,34.94%,79.20 -6.16%,64.53%,5.66,-,31.72% -,13.36%,31.63 134.97%,255.26%,0.48 (0.65%),6.58,27.69% 55.33%,47.36%,3.00%,4.29%,2693.98%,-,3.96,41.74%,30.25%,3.10,-,-,0.86,52.24%,29.10%,64.36,1.15,- -,0.86,-12.55%,8.08%,0.65,91.19,0.00%,1.31,54.74%,12.14%,0.78,74.37,-,1.15,Apr 29 AMC,47.59%,1.76M,74.32,"Jul 26, 2019",Yes / Yes,-26.31% -5.36%,"

","1,375,261",-0.07%,VIST
Vistance Networks Inc,Technology,Communication Equipment,USA,Mid,RUT,2.14,5.97,3.64%,225.46M,37.43%,2.88B,13.20,0.97,0.00%,217.26M,44.07%,10.74B,-,0.28,83.32%,4.42%,42.04%,1.35B,0.62,25.42%,-5.61%,0.98,64.19%,4.64B,-,0.35%,4.15%,9.59M,44.63%,-4.65,3.82,-,-,10.83 18.15%,601.10%,3.35,11.42,- -,17.73%,1.73 638.62%,431.87%,-,10.84,-36.45% -25.53%,38.13%,5.54%,3.88%,59.40%,-,2.31,421.24%,15.61%,0.55,-13.77%,"Apr 28, 2026",3.67,-3.37%,28.98%,90.83,2.20,- -,3.88,12917.80%,34.17%,2.36,22.38,0.00%,26.69,-55.99%,41.39%,3.06,10.47,4500,26.64,Apr 30 BMO,55.31%,9.74M,12.80,"Oct 25, 2013",Yes / Yes,56.47% 2.14%,"

","29,853,343",22.21%,VISN
Virtu Financial Inc,Financial,Capital Markets,USA,Mid,-,8.06,6.16,5.25%,86.60M,3.03%,7.68B,8.52,5.83,-3.64%,82.06M,12.91%,8.69B,26.62,1.46,88.28%,4.31%,22.13%,526.76M,2.14,7.89%,1.18%,2.82,43.65%,3.58B,2.67,-5.71%,2.47%,3.53M,49.04%,18.63,1.91,0.32%,30.05%,52.21 -4.88%,26.85%,26.05,5.92,28.04% -0.13%,11.79%,31.55 57.40%,147.68%,0.96 (1.93%),5.94,16.37% 2.26%,51.16%,4.11%,3.43%,67.60%,0.96 (1.93%),2.43,77.06%,37.73%,1.62,138.18%,"Jun 01, 2026",0.94,28.70%,14.71%,59.53,2.43,0.00% 0.00%,1.12,95.28%,1.05%,0.63,50.57,18.71%,2.11,42.16%,11.68%,1.11,50.82,1027,1.03,Apr 29 BMO,27.63%,1.25M,49.66,"Apr 16, 2015",Yes / Yes,36.06% 28.28%,"

","1,390,436",-2.28%,VIRT
Vir Biotechnology Inc,Healthcare,Biotechnology,USA,Small,RUT,-,-3.16,27.99%,139.47M,-1.30%,1.65B,-,-2.31,-2.60%,116.11M,14.01%,1.28B,-,-0.10,49.24%,14.48%,31.30%,-437.99M,24.02,35.35%,3.92%,4.81,58.86%,68.56M,1.86,-12.87%,-35.78%,16.81M,69.40%,5.49,3.51,19.87%,-45.73%,11.66 -12.39%,66.91%,2.91,-,- -4.76%,-51.27%,4.16 145.85%,-59.38%,-,-,-65.12% -2.14%,82.92%,4.76%,5.31%,-78.60%,-,18.61,17.32%,-682.68%,0.53,-,-,5.54,-7.61%,-638.87%,54.42,1.10,- -,5.54,59.67%,1.36%,1.70,20.78,-,0.13,417.78%,7.72%,0.33,10.08,367,0.12,May 06 AMC,51.32%,3.49M,10.22,"Oct 11, 2019",Yes / Yes,36.88% 221.87%,"

","1,159,445",1.34%,VIR
Vipshop Holdings Ltd ADR,Consumer Cyclical,Internet Retail,China,Mid,-,7.29,1.97,0.00%,401.04M,0.98%,5.77B,5.22,2.76,-,401.04M,-8.46%,2.91B,1.14,0.67,65.99%,1.10%,-17.77%,1.01B,0.39,4.07%,-1.86%,2.17,-22.88%,14.74B,1.17,5.90%,9.36%,4.40M,-18.65%,12.25,1.35,4.58%,17.78%,21.08 -31.74%,5.65%,10.67,-,10.47% 9.21%,16.96%,13.35 7.75%,-8.34%,0.57 (3.97%),-,-1.29% -0.03%,23.12%,2.42%,2.96%,-53.23%,0.62 (4.31%),0.20,-0.38%,6.69%,0.48,5.50%,"Apr 10, 2026",1.11,-2.12%,6.84%,39.24,2.09,- -,1.28,10.73%,-3.14%,0.64,19.88,30.49%,0.16,-0.90%,-8.36%,0.75,14.14,15145,0.01,Feb 26 BMO,-17.56%,2.03M,14.39,"Mar 23, 2012",Yes / Yes,4.40% -1.59%,"

","1,520,017",1.77%,VIPS
Viking Holdings Ltd,Consumer Cyclical,Travel Services,Bermuda,Large,-,31.88,2.57,53.74%,317.91M,1.15%,36.51B,19.85,4.13,-0.04%,206.21M,11.47%,38.48B,0.82,-0.11,46.23%,3.72%,10.26%,1.15B,5.62,27.45%,1.26%,2.76,39.54%,6.50B,33.38,24.03%,10.27%,7.68M,14.70%,2.45,9.60,24.12%,263.49%,87.00 -5.85%,99.63%,8.53,28.03,40.96% -,17.84%,38.50 112.75%,-,-,21.54,26.97% 79.58%,38.96%,3.10%,3.89%,-,-,5.92,697.07%,23.10%,3.46,-,-,0.77,21.89%,17.65%,56.76,1.58,- -,0.79,179.27%,2.97%,1.52,86.33,0.00%,5.25,27.76%,8.06%,1.06,78.54,13000,4.88,May 14 BMO,21.65%,2.78M,81.91,"May 01, 2024",Yes / Yes,23.07% -1.26%,"

","2,930,512",4.29%,VIK
Vicor Corp,Technology,Electronic Components,USA,Large,RUT,90.10,2.99,46.30%,45.37M,3.51%,12.22B,47.73,5.64,-5.35%,24.38M,67.25%,11.82B,1.31,0.50,46.07%,6.76%,56.98%,136.68M,28.63,6.18%,4.90%,1.90,200.36%,426.70M,17.13,103.60%,18.60%,1.65M,145.68%,15.72,30.22,36.49%,20.49%,293.95 -8.40%,574.78%,8.91,102.47,66.34% 44.90%,17.99%,38.92 591.77%,526.65%,-,205.19,0.72% 6.57%,56.91%,8.03%,8.27%,191.95%,-,27.70,491.65%,12.62%,20.65,2707.82%,"Aug 05, 2011",12.03,15.59%,32.03%,69.83,1.00,- -,14.30,688.53%,24.48%,2.27,282.50,0.00%,0.01,20.22%,39.09%,0.71,256.70,1092,0.01,Apr 21 BMO,137.64%,868.87K,269.27,"Apr 03, 1990",Yes / Yes,17.68% 3.31%,"

","618,775",4.90%,VICR
VICI Properties Inc,Real Estate,REIT - Diversified,USA,Large,S&P 500,10.02,2.91,0.32%,1.07B,2.42%,31.21B,9.94,2.94,0.00%,1.07B,6.88%,48.87B,1.96,0.72,99.42%,2.47%,3.88%,3.10B,7.73,9.56%,-0.62%,2.92,-3.82%,4.04B,1.11,2.75%,6.70%,26.31M,3.84%,26.37,65.00,5.06%,11.33%,34.01 -14.14%,-8.81%,0.45,12.25,27.15% 8.40%,7.04%,26.55 9.98%,-13.48%,1.83 (6.27%),12.25,15.49% 26.73%,99.25%,1.62%,1.55%,-7.36%,1.78 (6.10%),12.09,16.23%,98.68%,0.49,-,"Mar 19, 2026",0.22,4.08%,76.83%,62.91,1.75,5.47% 7.08%,0.22,58.65%,3.09%,0.69,34.18,67.58%,0.63,3.49%,2.20%,1.84,28.60,28,0.56,Apr 29 AMC,-2.97%,9.01M,29.20,"Oct 17, 2017",Yes / Yes,15.95% 0.42%,"

","16,588,798",2.10%,VICI
Viavi Solutions Inc,Technology,Communication Equipment,USA,Large,RUT,-,-0.25,1.28%,231.39M,13.54%,12.12B,42.38,1.24,-29.81%,228.46M,57.45%,12.70B,0.74,0.30,97.92%,6.38%,112.15%,-55.10M,8.88,96.86%,0.89%,2.47,274.29%,1.37B,14.53,33.63%,-2.47%,14.58M,194.05%,3.61,23.87,57.36%,-7.00%,48.89 7.18%,395.27%,2.20,154.06,33.30% 4.66%,-3.27%,8.10 546.91%,484.82%,-,61.34,-5.68% -0.93%,55.69%,9.22%,7.26%,220.29%,-,9.30,-1171.00%,8.16%,3.56,704.92%,-,1.39,30.59%,-4.03%,71.85,1.44,- -,1.61,-70.20%,22.26%,1.06,64.43,0.00%,1.28,42.84%,45.27%,3.59,45.53,3600,0.99,Apr 29 AMC,153.18%,5.89M,52.40,"Nov 17, 1993",Yes / Yes,17.04% 3.30%,"

","21,163,678",15.09%,VIAV
Via Transportation Inc,Technology,Software - Application,USA,Small,RUT,-,-1.21,55.92%,77.28M,-2.50%,1.24B,26.55,0.57,0.00%,35.81M,1.40%,883.83M,-,-0.06,22.84%,11.40%,-36.28%,-96.36M,2.84,97.15%,6.64%,5.51,-71.15%,434.34M,1.97,2413.33%,-17.03%,4.08M,-47.57%,7.74,3.33,-,-,56.31 -72.99%,-,4.57,-,10.03% -,-15.12%,13.11 16.02%,-,-,-,32.11% -,38.57%,4.75%,6.00%,-,-,2.03,-6.22%,-16.33%,1.01,-,-,4.97,28.64%,-22.19%,42.52,1.09,- -,4.97,-14.43%,-5.52%,-,33.70,-,0.03,29.69%,-6.04%,0.34,15.43,1040,0.01,May 12 BMO,-50.02%,740.10K,15.21,"Sep 12, 2025",Yes / Yes,15.37% 3.51%,"

","249,289",-1.43%,VIA
Versigent Plc,Consumer Cyclical,Auto Parts,USA,Mid,-,-,-,-,71.05M,1.92%,2.48B,4.54,7.71,-,-,9.80%,2.64B,-,1.17,0.02%,-,-,-,-,-25.85%,3.20%,0.45,-,-,1.50,13.83%,-,1.71M,15.79%,23.32,9.00,-3.53%,-,36.87 -5.15%,-,3.88,-,5.16% -,-,26.34 32.76%,-,0.52 (1.48%),-,3.23% -,-,5.46%,7.45%,-,-,-,-,-,2.46,-,-,0.92,-,-,60.30,1.44,- -,1.28,-,7.89%,-,41.33,-,0.15,-,9.12%,0.28,34.34,-,0.08,May 05 AMC,9.12%,3.79M,34.97,"Mar 27, 2026",Yes / Yes,- -,"

","1,066,911",1.83%,VGNT
Venture Global Inc,Energy,Oil & Gas Midstream,USA,Large,-,14.35,0.93,79.94%,2.48B,2.47%,32.94B,22.53,0.59,-0.78%,497.94M,-15.80%,70.87B,-,0.12,19.28%,6.92%,37.23%,2.26B,2.39,46.87%,0.45%,1.40,41.32%,13.77B,4.84,-53.36%,5.56%,34.48M,94.57%,2.74,12.92,-0.26%,41.93%,19.50 -31.95%,58.16%,1.03,-,6.20% -,5.28%,5.72 131.99%,-,0.06 (0.44%),11.71,28.77% -,49.85%,5.92%,7.25%,-,0.07 (0.51%),5.15,51.81%,37.11%,1.01,-,"Mar 16, 2026",0.87,176.93%,16.41%,52.02,2.16,- -,0.93,20.64%,2.05%,0.54,14.67,7.28%,4.17,191.67%,2.41%,0.73,13.16,2000,4.07,May 12 BMO,19.95%,24.68M,13.27,"Jan 24, 2025",Yes / Yes,18.46% 0.14%,"

","17,979,135",0.84%,VG
VinFast Auto Ltd,Consumer Cyclical,Auto Manufacturers,Vietnam,Mid,-,-,-1.59,97.88%,2.31B,-4.08%,9.90B,-,-0.99,0.00%,49.63M,9.87%,16.76B,-,-0.31,0.16%,4.71%,26.27%,-3.72B,2.86,19.88%,1.59%,3.31,28.96%,3.47B,-,24.74%,-57.12%,2.34M,26.65%,-2.79,23.76,20.15%,-,5.28 -19.96%,23.68%,0.18,-,- -75.17%,-,2.78 52.16%,-58.77%,-,-,- -,-33.30%,3.82%,8.46%,-,-,4.83,-20.91%,-76.99%,0.28,-,-,0.23,97.73%,-107.37%,55.69,1.40,- -,0.51,-10.11%,-0.80%,0.96,6.30,-,-,129.23%,16.63%,0.55,4.07,-,-,Mar 17 AMC,23.23%,705.09K,4.23,"Sep 07, 2021",Yes / Yes,-17.65% 19.80%,"

","389,826",3.93%,VFS
VF Corp,Consumer Cyclical,Apparel Manufacturing,USA,Mid,-,34.34,0.55,6.27%,391.08M,-5.44%,7.41B,18.48,1.02,-0.03%,366.72M,11.42%,11.28B,0.93,-0.01,91.48%,7.20%,-5.87%,222.44M,0.77,11.58%,-0.42%,4.05,29.84%,9.59B,4.15,24.04%,2.13%,26.42M,4.70%,4.56,5.05,19.88%,12.93%,22.27 -15.00%,59.34%,3.75,21.97,- -,3.41%,11.06 71.16%,-19.48%,0.36 (1.91%),9.33,-7.04% -1.92%,54.12%,4.11%,4.07%,-78.41%,0.36 (1.90%),1.18,168.38%,5.97%,0.87,-68.10%,"Mar 10, 2026",1.03,-3.12%,2.32%,50.01,2.84,-43.35% -28.30%,1.55,75.06%,-1.14%,1.63,19.61,-,2.99,1.07%,3.60%,0.69,18.25,27000,2.66,Jan 28 BMO,13.93%,6.52M,18.93,"Jul 25, 1966",Yes / Yes,28.97% 2.40%,"

","4,480,335",3.73%,VFC
Vermilion Energy Inc,Energy,Oil & Gas E&P,Canada,Mid,-,-,-3.06,1.14%,152.95M,8.11%,2.06B,13.60,0.99,0.00%,151.20M,-2.25%,2.99B,-,0.21,55.02%,9.55%,36.47%,-470.19M,1.56,134.22%,4.59%,6.00,84.52%,1.32B,1.27,-6.81%,-6.22%,14.45M,61.51%,10.60,148.01,-,-14.18%,14.82 -9.11%,123.38%,0.09,8.80,- 15.76%,-18.34%,5.89 128.50%,6.31%,0.39 (2.91%),4.26,-19.84% 8.23%,16.74%,2.61%,3.71%,81.54%,0.38 (2.83%),2.27,-1359.65%,9.79%,0.55,-60.87%,"Mar 13, 2026",0.76,-4.74%,-35.64%,59.79,2.20,14.98% -2.44%,0.84,-2315.90%,6.04%,0.38,16.18,-,0.58,-9.32%,9.39%,0.49,13.46,636,0.58,Mar 04 AMC,44.85%,2.41M,13.47,"Sep 14, 2010",Yes / Yes,-1803.42% -13.91%,"

","1,176,889",0.07%,VET
Vertex Inc,Technology,Software - Application,USA,Small,RUT,285.02,0.04,54.75%,77.58M,5.82%,1.98B,14.06,0.88,0.57%,72.39M,4.04%,1.99B,0.73,0.16,50.81%,12.29%,-33.85%,7.21M,2.64,15.20%,-1.09%,4.24,-50.74%,748.44M,7.63,19.35%,0.59%,8.90M,-38.06%,1.62,5.85,19.25%,3.29%,42.44 -70.85%,-69.10%,2.11,28.55,- -,1.19%,10.59 16.81%,-40.10%,-,19.67,15.04% 14.84%,60.23%,4.76%,5.71%,-39.45%,-,2.66,113.76%,0.08%,0.70,-,-,0.97,12.25%,0.96%,49.45,2.00,- -,0.97,89.85%,2.53%,0.80,18.46,0.00%,1.35,9.11%,-3.51%,0.41,12.27,2100,1.34,May 07 BMO,-39.45%,2.10M,12.37,"Jul 29, 2020",Yes / Yes,4.10% 0.20%,"

","854,426",0.81%,VERX
Vera Therapeutics Inc,Healthcare,Biotechnology,USA,Mid,RUT,-,-4.66,19.32%,71.27M,-7.24%,2.55B,-,-3.20,-0.71%,57.97M,-11.48%,1.92B,-,-1.33,94.05%,17.03%,-20.87%,-299.62M,-,-12.82%,7.52%,8.33,18.86%,0.00M,4.20,39.09%,-43.05%,9.87M,-29.68%,8.48,3.57,-,-50.71%,56.05 -36.47%,52.37%,9.96,-,-11.65% -13.19%,-43.98%,18.76 89.82%,435.49%,-,-,- -,-,4.84%,5.46%,-,-,-,-70.12%,-,2.11,-,-,13.54,-,-,31.33,1.14,- -,13.54,-93.91%,-11.80%,0.99,79.00,-,0.13,-,-11.79%,0.79,35.84,249,0.13,Feb 26 BMO,1.84%,1.18M,35.61,"May 14, 2021",Yes / Yes,-4.92% -,"

","932,132",-0.64%,VERA
VEON Ltd ADR,Communication Services,Telecom Services,United Arab Emirates,Mid,-,6.40,7.77,0.00%,68.77M,-9.17%,3.42B,5.41,9.20,-,68.77M,7.43%,6.64B,0.47,1.33,26.16%,0.26%,-10.73%,546.74M,0.77,-3.27%,-0.59%,1.74,0.65%,4.46B,2.55,28.13%,6.34%,0.18M,-5.38%,19.48,1.54,11.45%,44.84%,64.00 -22.28%,9.66%,32.29,5.42,-2.11% -,10.16%,34.55 43.97%,150.45%,1.66 (3.33%),3.58,4.84% -9.10%,69.81%,3.80%,3.74%,10.53%,-,1.49,33.43%,23.38%,2.17,-47.78%,"Feb 26, 2020",0.87,12.35%,12.26%,44.70,1.00,- -,0.91,-141.19%,-3.63%,1.62,81.93,0.00%,3.84,22.97%,-3.42%,0.39,49.09,18938,3.02,May 13 BMO,-5.22%,102.85K,49.74,"Nov 15, 1996",Yes / Yes,-133.21% 4.79%,"

","40,547",1.32%,VEON
Veeva Systems Inc,Healthcare,Health Information Services,USA,Large,-,28.79,5.42,9.15%,163.78M,-0.12%,25.47B,15.78,9.88,-0.02%,148.39M,-11.21%,19.01B,1.41,2.14,87.36%,3.92%,-25.72%,908.91M,7.97,9.41%,-1.33%,2.54,-46.47%,3.20B,3.54,11.51%,11.14%,5.82M,-30.13%,44.05,3.88,11.23%,13.93%,310.50 -49.77%,-33.26%,40.17,18.38,21.93% 18.15%,12.45%,148.05 5.35%,-12.90%,-,19.06,14.03% 16.88%,75.20%,2.99%,4.19%,-44.78%,-,5.95,25.89%,29.64%,6.78,466.96%,-,4.89,16.34%,28.44%,35.99,1.75,- -,4.89,22.91%,-4.53%,0.96,266.50,0.00%,0.01,15.96%,-10.80%,0.79,158.22,7928,0.01,Mar 04 AMC,-34.47%,2.29M,155.97,"Oct 16, 2013",Yes / Yes,6.44% 3.12%,"

","1,802,096",-1.42%,VEEV
Veeco Instruments Inc,Technology,Semiconductor Equipment & Materials,USA,Mid,RUT,84.29,0.59,2.75%,60.39M,-0.64%,3.01B,23.14,2.15,-5.68%,58.73M,47.22%,2.88B,-,0.19,101.77%,10.02%,52.26%,35.77M,4.53,25.73%,-4.60%,4.90,72.07%,664.29M,3.40,28.81%,2.78%,5.89M,74.42%,14.66,7.71,-,4.32%,53.43 -6.70%,166.58%,6.46,57.44,-39.83% -,3.13%,18.23 173.45%,170.63%,-,47.16,0.93% 7.90%,39.48%,5.82%,5.05%,116.64%,-,4.34,-54.62%,6.19%,2.39,170.78%,-,3.15,-7.39%,5.38%,72.00,2.50,- -,4.75,-92.92%,14.18%,1.30,33.33,0.00%,0.30,-9.40%,36.50%,0.81,47.84,1265,0.29,May 05 AMC,64.42%,1.20M,49.85,"Nov 29, 1994",Yes / Yes,-0.04% -0.01%,"

","970,660",4.20%,VECO
Veracyte Inc,Healthcare,Diagnostics & Research,USA,Mid,RUT,40.08,0.82,2.38%,79.36M,-0.69%,2.63B,18.42,1.79,-11.00%,77.90M,2.20%,2.25B,8.01,0.33,107.49%,8.28%,-15.02%,66.35M,5.08,-6.81%,-3.16%,7.12,-7.53%,517.14M,1.99,7.75%,4.79%,6.45M,-21.81%,16.50,6.36,2.30%,5.34%,50.71 -35.08%,7.93%,5.17,20.74,- -,4.93%,22.61 45.60%,45.41%,-,26.29,20.37% 34.50%,68.81%,4.51%,4.26%,-33.83%,-,4.36,168.91%,12.44%,1.48,467.59%,-,7.81,16.01%,12.83%,48.64,1.46,- -,8.15,690.00%,-0.18%,1.89,47.58,0.00%,0.03,18.55%,-1.61%,0.77,31.78,755,0.03,May 05 AMC,-7.23%,905.62K,32.92,"Oct 30, 2013",Yes / Yes,29.52% 3.84%,"

","698,011",3.59%,VCYT
Fundrise Innovation Fund LLC,Financial,Closed-End Fund - Equity,USA,Mid,-,-,-,-,28.35M,5.63%,2.69B,-,-,-,28.35M,-27.61%,-,-,-,0.06%,0.46%,-,-,-,-,-,0.28,-,-,-,-,-,0.13M,24.46%,-,-,-,-,575.00 -83.51%,-,-,-,- -,-,31.21 203.72%,-,-,-,- -,-,8.63%,14.74%,-,-,-,-,-,34.31,-,-,-,-,-,51.77,-,- -,-,-,-2.67%,-,-,-,-,-,-25.57%,0.44,85.01,-,-,-,-25.57%,468.24K,94.79,"Mar 19, 2026",Yes / Yes,- -,"

","206,437",11.50%,VCX
Victory Capital Holdings Inc,Financial,Asset Management,USA,Mid,RUT,19.24,4.08,16.65%,64.15M,5.35%,5.03B,10.47,7.50,0.00%,53.38M,19.90%,5.88B,-,1.61,74.02%,5.51%,12.54%,268.56M,3.81,6.86%,-5.31%,4.36,23.77%,1.32B,2.08,9.97%,9.62%,2.94M,24.44%,37.79,30.72,-,18.61%,77.78 0.95%,37.04%,2.56,13.19,2.25% 7.17%,7.82%,55.27 42.04%,157.07%,2.05 (2.61%),8.81,15.59% 11.30%,76.88%,3.44%,3.11%,182.92%,1.96 (2.50%),4.46,-7.94%,45.12%,2.38,-,"Mar 10, 2026",2.76,44.69%,20.37%,70.88,2.20,24.72% 53.18%,2.76,13.65%,9.76%,1.07,74.50,47.60%,0.42,58.49%,11.86%,0.67,75.30,699,0.42,May 06 AMC,15.69%,674.79K,78.51,"Feb 08, 2018",Yes / Yes,7.45% 0.24%,"

","453,169",4.26%,VCTR
Vericel Corp,Healthcare,Biotechnology,USA,Small,RUT,112.83,0.31,1.23%,50.62M,0.96%,1.77B,43.70,0.79,-12.67%,50.30M,7.96%,1.73B,0.74,-0.15,109.68%,10.09%,-4.85%,16.52M,6.40,35.78%,-1.78%,8.54,-5.70%,276.26M,4.96,82.91%,3.59%,5.08M,-3.55%,7.01,12.86,58.81%,5.11%,45.97 -24.45%,-8.65%,2.70,71.47,- 39.20%,3.76%,28.95 19.97%,10.22%,-,76.57,18.90% 17.34%,74.42%,5.76%,4.62%,-44.36%,-,6.26,57.39%,4.00%,1.68,1105.90%,-,4.68,16.45%,5.98%,51.39,1.25,- -,5.03,17.66%,0.39%,1.14,54.57,0.00%,0.28,23.27%,1.77%,1.28,33.43,398,0.24,May 07 BMO,-2.67%,594.58K,34.73,"Feb 04, 1997",Yes / Yes,15.15% 2.14%,"

","761,360",3.89%,VCEL
Visteon Corp,Consumer Cyclical,Auto Parts,USA,Mid,RUT,18.50,6.04,1.75%,26.70M,2.11%,2.98B,11.49,9.72,-18.30%,26.23M,22.61%,2.82B,0.99,2.18,115.68%,10.17%,20.87%,167.00M,0.79,10.47%,0.67%,4.05,4.09%,3.79B,1.92,13.57%,5.20%,2.67M,17.47%,58.28,4.37,11.58%,11.64%,129.10 -13.47%,41.07%,25.55,14.07,18.73% -,8.56%,77.19 44.72%,-20.43%,0.64 (0.58%),6.87,0.11% 8.14%,13.38%,4.12%,4.06%,-8.29%,0.93 (0.83%),0.74,-43.19%,7.87%,4.37,40.22%,"Mar 02, 2026",1.43,-2.04%,4.41%,68.77,1.73,- -,1.73,-51.96%,11.50%,1.24,120.00,7.55%,0.28,2.14%,18.04%,1.06,108.24,10500,0.25,Apr 23 BMO,5.81%,658.94K,111.71,"Sep 27, 2010",Yes / Yes,-10.17% 6.26%,"

","701,032",3.21%,VC
Vale SA ADR,Basic Materials,Other Industrial Metals & Mining,Brazil,Large,-,24.97,0.66,0.00%,4.26B,-4.55%,69.84B,8.32,1.97,-,-,2.83%,84.29B,0.16,0.53,20.37%,-,-3.42%,2.81B,1.77,269.25%,7.06%,2.14,44.05%,39.52B,1.91,-3.18%,3.28%,70.43M,25.56%,8.59,13.24,53.17%,7.81%,17.94 -8.81%,79.79%,1.24,20.83,-47.51% -10.52%,5.13%,8.77 86.61%,26.49%,1.03 (6.27%),5.81,-4.47% -0.88%,34.58%,2.11%,2.12%,-7.14%,0.72 (4.38%),2.13,-51.66%,28.71%,0.48,264.81%,"Dec 12, 2025",0.79,4.64%,7.10%,46.46,2.04,- -,1.24,35.60%,-3.79%,0.48,17.40,-,0.51,14.23%,1.03%,0.49,15.85,65805,0.49,Apr 28 AMC,25.21%,32.85M,16.36,"Mar 21, 2002",Yes / Yes,-15.24% -2.83%,"

","16,061,216",3.22%,VALE
Valaris Ltd,Energy,Oil & Gas Equipment & Services,Bermuda,Mid,RUT,7.29,13.99,30.54%,69.20M,12.90%,7.06B,14.02,7.27,0.00%,48.10M,4.02%,7.62B,-,-0.09,85.76%,15.75%,73.46%,982.80M,2.98,-76.57%,-9.34%,4.80,80.50%,2.37B,2.23,121.90%,20.21%,7.58M,102.34%,45.80,11.65,-13.42%,36.35%,105.35 -3.19%,215.63%,8.76,34.53,81.08% -,22.89%,31.81 220.59%,69.97%,0.39 (0.38%),11.86,13.92% 10.67%,25.03%,4.13%,4.07%,-,-,3.22,171.02%,20.93%,4.29,-,-,1.72,0.27%,41.49%,60.91,3.45,- -,1.72,446.63%,6.67%,1.00,78.99,0.00%,0.37,-8.04%,7.30%,0.78,103.98,5070,0.35,May 04 AMC,58.83%,1.58M,101.98,"May 03, 2021",Yes / Yes,2170.92% 8.42%,"

","1,237,752",-1.92%,VAL
Marriott Vacations Worldwide Corp,Consumer Cyclical,Resorts & Casinos,USA,Mid,RUT,-,-9.25,8.92%,34.12M,0.97%,2.47B,8.73,8.25,5.08%,31.25M,10.58%,7.49B,2.82,1.67,92.14%,7.36%,30.29%,-308.00M,0.49,4.12%,-1.71%,3.80,5.28%,5.03B,1.23,10.63%,-3.15%,2.30M,24.82%,58.40,3.37,3.10%,-13.89%,86.33 -16.59%,31.38%,21.37,-,- -5.80%,-4.09%,44.58 61.53%,-46.48%,2.67 (3.71%),10.65,2.62% 11.76%,18.06%,3.70%,4.54%,-59.46%,3.18 (4.42%),1.49,-244.35%,11.01%,3.27,14.96%,"Mar 04, 2026",0.88,1.31%,-6.12%,54.14,2.64,17.38% 42.47%,1.31,-1050.77%,2.14%,1.18,79.20,-,2.89,-0.30%,5.88%,0.61,68.43,21100,2.78,May 05 AMC,9.38%,604.45K,72.01,"Nov 08, 2011",Yes / Yes,17.87% 1.63%,"

","367,922",5.23%,VAC
Visa Inc,Financial,Credit Services,USA,Mega,"DJIA, S&P 500",29.00,11.37,12.00%,1.91B,6.79%,628.72B,22.28,14.81,-0.05%,1.68B,9.13%,637.30B,1.67,3.21,79.64%,1.40%,-0.59%,22.04B,14.61,13.91%,0.37%,3.08,-4.92%,43.03B,17.69,13.33%,23.45%,23.42M,-5.95%,18.64,39.49,13.35%,59.80%,375.51 -12.16%,-4.53%,8.35,29.68,13.82% 16.47%,37.94%,293.89 12.23%,41.73%,2.70 (0.82%),21.09,10.92% 12.86%,78.28%,1.77%,1.83%,41.22%,2.52 (0.76%),14.81,13.59%,67.24%,7.69,327.03%,"May 12, 2026",1.09,14.37%,51.21%,66.03,1.32,16.31% 14.48%,1.09,35.82%,5.82%,0.80,398.21,23.37%,0.67,17.05%,6.24%,1.47,334.86,34100,0.63,Apr 28 AMC,-0.90%,7.61M,329.84,"Mar 19, 2008",Yes / Yes,6.79% 4.46%,"

","11,205,726",-1.50%,V
